"model","district","node_type","type","best_guess_type","from_iwr","from_ddm","from_wem","id","name_description","data_type","time_step","sequence_id","units","start","end","input_type","input_name"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6402519","DINSDALE AUG        _","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6402525","CONDON AUG          _","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6402526","STERLING AUG        _","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Industrial",NA,NA,NA,NA,"6402536","LOWER LOGAN WELL USE_","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6402539","LOGAN WELL USERS AUG_","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Irrigation",NA,NA,NA,NA,"6402540","LOWLINE DITCH CO AUG_","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6402542","LSPWCD AUG          _","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_","Plan",NA,NA,NA,NA,"6403392","NORTH STERLING AUG  _","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_RES","Reservoir",NA,NA,NA,NA,"6403551","NORTH STERLING RES  _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_RES","Reservoir",NA,NA,NA,NA,"6403552","PREWITT RES         _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_RES","Reservoir",NA,NA,NA,NA,"6403906","JULESBURG RES       _RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","64","_ISF","Instream Flow",NA,NA,NA,NA,"6499999","South Platte Compact","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06710500","BEAR CREEK AT MORRISON","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06711500","BEAR CREEK AT SHERIDAN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06711565","SOUTH PLATTE RIVER AT EN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06713500","CHERRY CREEK AT DENVER,","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06714000","SOUTH PLATTE RIVER AT DE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06714215","SOUTH PLATTE R AT 64_FLO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06716500","CLEAR CREEK NEAR LAWSON,","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06719500","CLEAR CREEK NEAR GOL_FLO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06719505","CLEAR CREEK AT GOLDEN, C","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06720000","CLEAR CREEK AT DERBY","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06720500","SOUTH PLATTE RIVER AT HE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06720820","BIG DRY CREEK AT WESTMIN","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06720990","BIG DRY CREEK AT MOU_FLO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06721000","SOUTH PLATTE RIVER AT FO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06722500","SOUTH ST. VRAIN CREEK NE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06724000","ST. VRAIN CREEK AT LYONS","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06724500","LEFT HAND CREEK NEAR BOU","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06725500","MIDDLE BOULDER CREEK AT","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06727000","BOULDER CREEK NEAR ORODE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06727500","FOURMILE CREEK AT ORODEL","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06729500","SOUTH BOULDER CREEK NEAR","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06730200","BOULDER CREEK AT NORTH 7","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06730300","COAL CREEK NEAR PLAINVIE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06730500","BOULDER CREEK AT MOUTH N","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06731000","ST. VRAIN CREEK AT MOUTH","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06733000","BIG THOMPSON RIVER AT ES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06734500","FISH CREEK NEAR ESTES PA","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06735500","BIG THOMPSON RIVER NEAR","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06736000","NORTH FORK BIG THOMPSON","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06738000","BIG THOMPSON RIVER AT MO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06739500","BUCKHORN CREEK NEAR MASO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06741510","BIG THOMPSON RIVER AT LO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06743500","LITTLE THOMPSON RIVE_FLO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06744000","BIG THOMPSON RIVER AT MO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06752500","CACHE LA POUDRE RIVER NE","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06754000","SOUTH PLATTE RIVER NEAR","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06758500","SOUTH PLATTE RIVER NEAR","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06759910","SOUTH PLATTE RIVER AT CO","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_FLO","Gage",NA,NA,NA,NA,"06764000","SOUTH PLATTE RIVER AT JU","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Municipal Demand",NA,NA,5230.68,NA,"06_AMP001_I","WD 6 Agg Muni Indoor","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Municipal Demand",NA,NA,5168.8,NA,"06_AMP001_O","WD 6 Agg Muni Outdoor","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_RES","Reservoir",NA,NA,NA,NA,"06_ARP009","Upper Dist 6 Aggrega_RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_RES","Reservoir",NA,NA,NA,NA,"06_ARP010","Dist 6 Lower Aggrega_RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Industrial",NA,NA,27,NA,"06_ASI_EL","SWSI Agg SSI Energy-Larg","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Industrial",NA,NA,9.88,NA,"06_ASI_TH","SWSI Agg SSI Thermoelect","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_RES","Reservoir",NA,NA,NA,NA,"06_ASP006","Dist 6 Aggregated St_RES","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Municipal Demand",NA,NA,0,NA,"06_AUP001_I","WD 6 Unincorp Indoor","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"South Platte","06","_DIV","Municipal Demand",NA,NA,0,NA,"06_AUP001_O","WD 6 Unincorp Outdoor","Total_Demand","Month",NA,"ACFT","1970-01","2012-12","StateModB","D:\Projects\CDSS StateMod\SWSI 2018\Surface Water Models\SPDSS_FullModel\SP2016_08172017\StateMod\SP2016_SWSI_B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,7967,NA,"6800501","ALKALI DITCH D NO 80","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,4156,NA,"6800502","ALKALI NO 2 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2137,NA,"6800514","BURKHART EDDY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,3374,NA,"6800526","CHARLEY LOGAN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1225,NA,"6800538","CRONENBERG DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,6156,NA,"6800543","DALLAS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2089,NA,"6800559","DOC WADE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1272,NA,"6800603","HENRY TRENCHARD DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1086,NA,"6800604","HIELAND DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1975,NA,"6800607","HOMESTRETCH DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1647,NA,"6800609","HOSNER BROWNYARD DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1519,NA,"6800610","HOSNER ROWELL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2092,NA,"6800613","HYDE SNEVA DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1960,NA,"6800636","LEOPARD CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"San Juan","68","_DIV","Irrigation",NA,NA,1960,NA,"6800636","LEOPARD CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\sj2015\sj2015b.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1709,NA,"6800647","MARTIN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1002,NA,"6800652","MAYOL LATERAL DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1853,NA,"6800653","MAYOL SISSON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,6410,NA,"6800657","MCDONALD DITCH NO 145","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1017,NA,"6800668","MOODY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2911,NA,"6800669","MOODY NO1 DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,831,NA,"6800671","MORRISON DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,3642,NA,"6800681","OLD AGENCY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,1540,NA,"6800683","OWL CREEK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,3268,NA,"6800685","PARK DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2823,NA,"6800692","PINION DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,2140,NA,"6800703","REED OVERMAN DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,754,NA,"6800710","RIDGWAY DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,696,NA,"6800720","ROSWELL HOTCHKISS DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,860,NA,"6800721","RUFFE WADE DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,415,NA,"6800729","SHORTLINE D COW CREEK","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
"Gunnison","68","_DIV","Irrigation",NA,NA,7570,NA,"6800738","SNEVA DITCH","Total_Demand","Month",NA,"ACFT","1949-10","2013-09","StateModB","D:\Projects\CRWAS StateMod\All Models\CRWAS_II_Models\Current\gm2015\gm2015B.b43"
