"date","year","district","demand","supply","supply_dir","aug_supply","short","short_dir","aug_supply_pct_dem","short_pct_dem","short_dir_pct_dem"
1980-06-01,1980,"28",19498.9996,19498.0105,19498.0105,0,0.9902,0.990199999999945,0,0.005,0.005
1980-07-01,1980,"28",14535,14535.0001,14535.0001,0,0,0,0,0,0
1980-08-01,1980,"28",4314,4110.373,3925.5533,184.8197,303.0271,388.4467,4.284,7.024,9.004
1980-09-01,1980,"28",6589,6633.6,5269.9612,1363.6388,0,1319.0389,20.696,0,20.019
1980-10-01,1980,"28",2286,2296.6,2286,10.5999999999999,0,0,0.464,0,0
1980-11-01,1981,"28",79,79,79,0,0,0,0,0,0
1980-12-01,1981,"28",0,0,0,0,0,0,0,0,0
1981-01-01,1981,"28",0,0,0,0,0,0,0,0,0
1981-02-01,1981,"28",95,95,95,0,0,0,0,0,0
1981-03-01,1981,"28",3,3,3,0,0,0,0,0,0
1981-04-01,1981,"28",1207,1257.2,959.1792,298.0208,0,247.8208,24.691,0,20.532
1981-05-01,1981,"28",6864.0002,6643.187,6643.187,0,220.8132,220.8132,0,3.217,3.217
1981-06-01,1981,"28",15922,13373.2855,13373.2855,0,2548.7149,2548.7146,0,16.008,16.008
1981-07-01,1981,"28",8659.0002,8057.3357,8057.3357,0,601.6645,601.6645,0,6.948,6.948
1981-08-01,1981,"28",3894.9999,3442.9359,3339.7102,103.2257,500.464,555.2898,2.65,12.849,14.256
1981-09-01,1981,"28",2687,2693.2786,2540.1311,153.1475,94,146.8689,5.7,3.498,5.466
1981-10-01,1981,"28",1626,1637.9711,1623.1711,14.8,2.8289,2.8289,0.91,0.174,0.174
1981-11-01,1982,"28",79,79,79,0,0,0,0,0,0
1981-12-01,1982,"28",0,0,0,0,0,0,0,0,0
1982-01-01,1982,"28",0,0,0,0,0,0,0,0,0
1982-02-01,1982,"28",0,0,0,0,0,0,0,0,0
1982-03-01,1982,"28",369,369,369,0,0,0,0,0,0
1982-04-01,1982,"28",167,175.6,167,8.59999999999999,0,0,5.15,0,0
1982-05-01,1982,"28",7216.0001,7216,6976.1463,239.8537,1e-04,239.8538,3.324,0,3.324
1982-06-01,1982,"28",18642.9996,18642.9996,18642.9996,0,2e-04,0.000199999999949796,0,0,0
1982-07-01,1982,"28",13428.0001,13456.8002,13428.0002,28.7999999999993,0,0,0.214,0,0
1982-08-01,1982,"28",4190,4207.0578,4111.4297,95.6280999999999,33.1422,78.5703,2.282,0.791,1.875
1982-09-01,1982,"28",2185.9999,2168.9991,2130.9986,38.0005000000001,29.6008,55.0013,1.738,1.354,2.516
1982-10-01,1982,"28",1127,1133.9901,1121.7901,12.2,5.2099,5.2099,1.083,0.462,0.462
1982-11-01,1983,"28",0,0,0,0,0,0,0,0,0
1982-12-01,1983,"28",92,92,92,0,0,0,0,0,0
1983-01-01,1983,"28",82,82,82,0,0,0,0,0,0
1983-02-01,1983,"28",95,95,95,0,0,0,0,0,0
1983-03-01,1983,"28",3,3,3,0,0,0,0,0,0
1983-04-01,1983,"28",53,53,53,0,0,0,0,0,0
1983-05-01,1983,"28",5695.0001,5700.2001,5443.3909,256.8092,0,251.6092,4.509,0,4.418
1983-06-01,1983,"28",17189.0001,17028.6554,17028.6554,0,160.3451,160.3452,0,0.933,0.933
1983-07-01,1983,"28",13692.0001,13692.0001,13692.0001,0,1e-04,9.99999999748979e-05,0,0,0
1983-08-01,1983,"28",4765,4844.2,4765,79.1999999999998,0,0,1.662,0,0
1983-09-01,1983,"28",3269,3418.8,3140.699,278.101,0,128.301,8.507,0,3.925
1983-10-01,1983,"28",3062,3088.9999,3061.9999,27,1e-04,9.99999999748979e-05,0.882,0,0
1983-11-01,1984,"28",79,79,79,0,0,0,0,0,0
1983-12-01,1984,"28",92,92,92,0,0,0,0,0,0
1984-01-01,1984,"28",0,0,0,0,0,0,0,0,0
1984-02-01,1984,"28",0,0,0,0,0,0,0,0,0
1984-03-01,1984,"28",3,3,3,0,0,0,0,0,0
1984-04-01,1984,"28",53,53,53,0,0,0,0,0,0
1984-05-01,1984,"28",11605.0003,11605.0002,11605.0002,0,1e-04,9.99999999748979e-05,0,0,0
1984-06-01,1984,"28",20488.0005,20488.0012,20401.6562,86.3449999999975,1e-04,86.3451,0.421,0,0.421
1984-07-01,1984,"28",16672,16719.3998,16671.9999,47.3999000000003,2e-04,0.000199999999949796,0.284,0,0
1984-08-01,1984,"28",5713.0001,5734.9122,5635.9122,99,77.0879,77.0879,1.733,1.349,1.349
1984-09-01,1984,"28",2828.0001,2963.4,2824.9287,138.4713,0,3.0714,4.896,0,0.109
1984-10-01,1984,"28",642,645.4001,642,3.40009999999995,0,0,0.53,0,0
1984-11-01,1985,"28",0,0,0,0,0,0,0,0,0
1984-12-01,1985,"28",92,92,92,0,0,0,0,0,0
1985-01-01,1985,"28",82,82,82,0,0,0,0,0,0
1985-02-01,1985,"28",0,0,0,0,0,0,0,0,0
1985-03-01,1985,"28",8,8,8,0,0,0,0,0,0
1985-04-01,1985,"28",666,691,666,25,0,0,3.754,0,0
1985-05-01,1985,"28",11822,11822,11730.4769,91.5231000000003,1e-04,91.5232,0.774,0,0.774
1985-06-01,1985,"28",19597,19636.6102,19458.6654,177.944799999997,0.9901,138.3353,0.908,0.005,0.706
1985-07-01,1985,"28",15952.9996,15952.9997,15952.9997,0,0,0,0,0,0
1985-08-01,1985,"28",6238.0001,6280.6,6131.9876,148.6124,1e-04,106.0125,2.382,0,1.699
1985-09-01,1985,"28",2903.9999,2914.1999,2894.3268,19.8731000000002,0,9.6731,0.684,0,0.333
1985-10-01,1985,"28",2546,2568.6,2546,22.5999999999999,0,0,0.888,0,0
1985-11-01,1986,"28",0,0,0,0,0,0,0,0,0
1985-12-01,1986,"28",92,92,92,0,0,0,0,0,0
1986-01-01,1986,"28",82,82,82,0,0,0,0,0,0
1986-02-01,1986,"28",0,0,0,0,0,0,0,0,0
1986-03-01,1986,"28",8,8,8,0,0,0,0,0,0
1986-04-01,1986,"28",629,656.4,629,27.4,0,0,4.356,0,0
1986-05-01,1986,"28",9233,9233,9034.462,198.538,1e-04,198.5381,2.15,0,2.15
1986-06-01,1986,"28",20165.0003,20165.0009,20041.6558,123.345099999999,2e-04,123.3451,0.612,0,0.612
1986-07-01,1986,"28",15906.9998,15907.0002,15907.0002,0,0,0,0,0,0
1986-08-01,1986,"28",4198.0002,4278.2001,4192.7919,85.4081999999999,1e-04,5.20829999999999,2.034,0,0.124
1986-09-01,1986,"28",2809,2836.4787,2732.6841,103.7946,35.5213,76.3159,3.695,1.265,2.717
1986-10-01,1986,"28",918,932.4,918,14.4,0,0,1.569,0,0
1986-11-01,1987,"28",0,0,0,0,0,0,0,0,0
1986-12-01,1987,"28",92,92,92,0,0,0,0,0,0
1987-01-01,1987,"28",82,82,82,0,0,0,0,0,0
1987-02-01,1987,"28",0,0,0,0,0,0,0,0,0
1987-03-01,1987,"28",8,8,8,0,0,0,0,0,0
1987-04-01,1987,"28",745,762.8,745,17.8,0,0,2.389,0,0
1987-05-01,1987,"28",8567,8566.9999,8566.9999,0,1e-04,9.99999999748979e-05,0,0,0
1987-06-01,1987,"28",17865.0002,17865.0006,17659.6555,205.345099999999,1e-04,205.3451,1.149,0,1.149
1987-07-01,1987,"28",12480,12590.1996,12479.9998,110.1998,1e-04,0.000199999999949796,0.883,0,0
1987-08-01,1987,"28",4347,4459.4001,4331.9698,127.4303,0,15.0303,2.931,0,0.346
1987-09-01,1987,"28",2982.0001,2867.6787,2676.4629,191.2158,195.5213,305.5372,6.412,6.557,10.246
1987-10-01,1987,"28",2253,2275.2,2219.9449,55.2550999999999,0,33.0551,2.453,0,1.467
1987-11-01,1988,"28",79,79,79,0,0,0,0,0,0
1987-12-01,1988,"28",0,0,0,0,0,0,0,0,0
1988-01-01,1988,"28",82,82,82,0,0,0,0,0,0
1988-02-01,1988,"28",0,0,0,0,0,0,0,0,0
1988-03-01,1988,"28",3,3,3,0,0,0,0,0,0
1988-04-01,1988,"28",459,478.6,459,19.6,0,0,4.27,0,0
1988-05-01,1988,"28",8422.0001,8384.9121,8384.9121,0,37.088,37.088,0,0.44,0.44
1988-06-01,1988,"28",16739.9999,16336.3663,16336.3663,0,403.6337,403.6337,0,2.411,2.411
1988-07-01,1988,"28",11513,10627.5201,10627.5201,0,885.48,885.4799,0,7.691,7.691
1988-08-01,1988,"28",4303.0001,3959.8523,3694.8905,264.9618,425.5479,608.1097,6.158,9.89,14.132
1988-09-01,1988,"28",2888,2931.2787,2675.1312,256.1475,50,212.8688,8.869,1.731,7.371
1988-10-01,1988,"28",2855,2875.1401,2849.7401,25.4000000000001,5.2599,5.25989999999995,0.89,0.184,0.184
1988-11-01,1989,"28",79,79,79,0,0,0,0,0,0
1988-12-01,1989,"28",0,0,0,0,0,0,0,0,0
1989-01-01,1989,"28",0,0,0,0,0,0,0,0,0
1989-02-01,1989,"28",95,95,95,0,0,0,0,0,0
1989-03-01,1989,"28",18,18,18,0,0,0,0,0,0
1989-04-01,1989,"28",1500,1528.2,1500,28.2,0,0,1.88,0,0
1989-05-01,1989,"28",12814.0002,12152.4589,12152.4589,0,661.5414,661.5414,0,5.163,5.163
1989-06-01,1989,"28",16449.9998,15874.9664,15837.3664,37.5999999999985,612.6335,612.6336,0.229,3.724,3.724
1989-07-01,1989,"28",12866,9308.8692,9300.318,8.5512000000017,3557.1309,3565.682,0.066,27.648,27.714
1989-08-01,1989,"28",4182,3575.2034,3389.4893,185.7141,667.5966,792.5107,4.441,15.964,18.951
1989-09-01,1989,"28",4514.9999,4021.2786,3934.131,87.1476000000002,531.5214,580.8689,1.93,11.772,12.865
1989-10-01,1989,"28",3009.9999,2457.2746,2457.2746,0,552.7253,552.7253,0,18.363,18.363
1989-11-01,1990,"28",0,0,0,0,0,0,0,0,0
1989-12-01,1990,"28",0,0,0,0,0,0,0,0,0
1990-01-01,1990,"28",0,0,0,0,0,0,0,0,0
1990-02-01,1990,"28",0,0,0,0,0,0,0,0,0
1990-03-01,1990,"28",32,32,32,0,0,0,0,0,0
1990-04-01,1990,"28",1256,1263.8,1256,7.79999999999995,0,0,0.621,0,0
1990-05-01,1990,"28",10338,10212.1122,10189.9122,22.1999999999989,148.0881,148.0879,0.215,1.432,1.432
1990-06-01,1990,"28",17972,17523.3763,17523.3763,0,448.6239,448.6239,0,2.496,2.496
1990-07-01,1990,"28",10715,10037.2478,10037.2478,0,677.7523,677.7523,0,6.325,6.325
1990-08-01,1990,"28",4121,3749.1389,3541.5603,207.5786,440.461,579.4397,5.037,10.688,14.061
1990-09-01,1990,"28",4000,3846.9311,3842.1311,4.79999999999973,157.8689,157.8689,0.12,3.947,3.947
1990-10-01,1990,"28",3284,3285.4,3284,1.40000000000009,1e-04,9.99999999748979e-05,0.043,0,0
1990-11-01,1991,"28",0,0,0,0,0,0,0,0,0
1990-12-01,1991,"28",0,0,0,0,0,0,0,0,0
1991-01-01,1991,"28",0,0,0,0,0,0,0,0,0
1991-02-01,1991,"28",0,0,0,0,0,0,0,0,0
1991-03-01,1991,"28",3,3,3,0,0,0,0,0,0
1991-04-01,1991,"28",253,253,253,0,0,0,0,0,0
1991-05-01,1991,"28",9831.0001,9834.6,9817.477,17.1229999999996,0,13.5231,0.174,0,0.138
1991-06-01,1991,"28",21681.9995,21069.1833,21035.8383,33.3450000000012,612.8169,646.1618,0.154,2.826,2.98
1991-07-01,1991,"28",12552.9999,12366.2609,12349.0609,17.1999999999989,203.9391,203.9391,0.137,1.625,1.625
1991-08-01,1991,"28",4340,4352.3983,4248.9972,103.4011,52.4018,91.0029,2.383,1.207,2.097
1991-09-01,1991,"28",2586,2609.2787,2468.1311,141.1476,47,117.8689,5.458,1.817,4.558
1991-10-01,1991,"28",1938,1943.177,1922.777,20.3999999999999,15.223,15.223,1.053,0.786,0.786
1991-11-01,1992,"28",0,0,0,0,0,0,0,0,0
1991-12-01,1992,"28",0,0,0,0,0,0,0,0,0
1992-01-01,1992,"28",0,0,0,0,0,0,0,0,0
1992-02-01,1992,"28",95,95,95,0,0,0,0,0,0
1992-03-01,1992,"28",3,3,3,0,0,0,0,0,0
1992-04-01,1992,"28",1477,1511.2,1477,34.2,0,0,2.316,0,0
1992-05-01,1992,"28",13741.0003,13741.0005,12729.6302,1011.3703,0,1011.3701,7.36,0,7.36
1992-06-01,1992,"28",18037.0001,17948.2435,17948.2435,0,88.757,88.7568,0,0.492,0.492
1992-07-01,1992,"28",10276.9999,10007.9376,10007.9376,0,269.0624,269.0624,0,2.618,2.618
1992-08-01,1992,"28",4545.9999,3943.255,3837.4251,105.8299,673.0576,708.5749,2.328,14.805,15.587
1992-09-01,1992,"28",3306,3262.0902,3029.1504,232.9398,126.3097,276.8496,7.046,3.821,8.374
1992-10-01,1992,"28",3203.0001,3038.4357,3012.4357,26,190.5644,190.5644,0.812,5.95,5.95
1992-11-01,1993,"28",79,79,79,0,0,0,0,0,0
1992-12-01,1993,"28",0,0,0,0,0,0,0,0,0
1993-01-01,1993,"28",0,0,0,0,0,0,0,0,0
1993-02-01,1993,"28",0,0,0,0,0,0,0,0,0
1993-03-01,1993,"28",3,3,3,0,0,0,0,0,0
1993-04-01,1993,"28",999.0001,1013.6001,999.0001,14.6,0,0,1.461,0,0
1993-05-01,1993,"28",14839.0001,14839.0002,14607.477,231.5232,1e-04,231.5232,1.56,0,1.56
1993-06-01,1993,"28",24409.0005,23577.5821,23308.2371,269.345000000001,831.4192,1100.7641,1.103,3.406,4.51
1993-07-01,1993,"28",15576.9997,15682.1997,15576.9997,105.200000000001,0,0.000199999999949796,0.675,0,0
1993-08-01,1993,"28",4115,4203.1375,4059.7374,143.4001,55.2626,55.2626,3.485,1.343,1.343
1993-09-01,1993,"28",2799,2912.6,2799,113.6,0,0,4.059,0,0
1993-10-01,1993,"28",986,1011.4,986,25.4,0,0,2.576,0,0
1993-11-01,1994,"28",79,79,79,0,0,0,0,0,0
1993-12-01,1994,"28",0,0,0,0,0,0,0,0,0
1994-01-01,1994,"28",0,0,0,0,0,0,0,0,0
1994-02-01,1994,"28",95,95,95,0,0,0,0,0,0
1994-03-01,1994,"28",3,3,3,0,0,0,0,0,0
1994-04-01,1994,"28",572,611.4,572,39.4,0,0,6.888,0,0
1994-05-01,1994,"28",8305.0001,8191.0748,8119.2238,71.8510000000006,171.7254,185.7763,0.865,2.068,2.237
1994-06-01,1994,"28",17676,17676,17676,0,2e-04,9.99999999748979e-05,0,0,0
1994-07-01,1994,"28",12354.9998,7895.0399,7357.0458,537.9941,4459.9599,4997.954,4.354,36.098,40.453
1994-08-01,1994,"28",3498,3216.3194,3082.6263,133.6931,333.8805,415.3737,3.822,9.545,11.875
1994-09-01,1994,"28",2254,2167.7113,2132,35.7112999999999,108.2887,122,1.584,4.804,5.413
1994-10-01,1994,"28",1227,1222.7321,1221.1321,1.59999999999991,5.8679,5.8679,0.13,0.478,0.478
1994-11-01,1995,"28",79,79,79,0,0,0,0,0,0
1994-12-01,1995,"28",0,0,0,0,0,0,0,0,0
1995-01-01,1995,"28",0,0,0,0,0,0,0,0,0
1995-02-01,1995,"28",95,95,95,0,0,0,0,0,0
1995-03-01,1995,"28",8,8,8,0,0,0,0,0,0
1995-04-01,1995,"28",269,269,269,0,0,0,0,0,0
1995-05-01,1995,"28",15162.0002,15162.0001,15162.0001,0,3e-04,0.000299999999924694,0,0,0
1995-06-01,1995,"28",30825.0007,28263.938,27886.398,377.540000000001,2561.063,2938.6032,1.225,8.308,9.533
1995-07-01,1995,"28",20708,20357.862,20357.862,0,350.1383,350.1382,0,1.691,1.691
1995-08-01,1995,"28",5211.0002,4970.0612,4661.4354,308.6258,424.7388,549.5648,5.923,8.151,10.546
1995-09-01,1995,"28",2596.9999,2729.8787,2551.1311,178.7476,0,45.8688,6.883,0,1.766
1995-10-01,1995,"28",1036,1064.6,1036,28.5999999999999,0,0,2.761,0,0
1995-11-01,1996,"28",0,0,0,0,0,0,0,0,0
1995-12-01,1996,"28",0,0,0,0,0,0,0,0,0
1996-01-01,1996,"28",82,82,82,0,0,0,0,0,0
1996-02-01,1996,"28",0,0,0,0,0,0,0,0,0
1996-03-01,1996,"28",3,3,3,0,0,0,0,0,0
1996-04-01,1996,"28",513,542.6,513,29.6,0,0,5.77,0,0
1996-05-01,1996,"28",15614.0004,15614.0004,15614.0004,0,2e-04,0.000199999999949796,0,0,0
1996-06-01,1996,"28",22983.0001,22251.144,22251.144,0,731.8567,731.8566,0,3.184,3.184
1996-07-01,1996,"28",13521,13166.0119,12853.1002,312.911699999999,479.5883,667.8998,2.314,3.547,4.94
1996-08-01,1996,"28",4853.9999,3942.4473,3292.4914,649.9559,1040.3528,1561.5085,13.39,21.433,32.17
1996-09-01,1996,"28",2075,2155.4638,1961.8048,193.659,40.9362,113.1952,9.333,1.973,5.455
1996-10-01,1996,"28",740,762.2,740,22.2,0,0,3,0,0
1996-11-01,1997,"28",79,79,79,0,0,0,0,0,0
1996-12-01,1997,"28",0,0,0,0,0,0,0,0,0
1997-01-01,1997,"28",0,0,0,0,0,0,0,0,0
1997-02-01,1997,"28",95,95,95,0,0,0,0,0,0
1997-03-01,1997,"28",3,3,3,0,0,0,0,0,0
1997-04-01,1997,"28",355,370.6,355,15.6,0,0,4.394,0,0
1997-05-01,1997,"28",14377,14377,14377,0,2e-04,0.000199999999949796,0,0,0
1997-06-01,1997,"28",24448.9999,24028.0244,24028.0244,0,420.9765,420.9762,0,1.722,1.722
1997-07-01,1997,"28",18832,18808.8619,18808.8619,0,23.1382,23.1382,0,0.123,0.123
1997-08-01,1997,"28",3773,3893.6437,3725.0315,168.6122,19.7564,47.9686,4.469,0.524,1.271
1997-09-01,1997,"28",2450.9999,2568.3999,2397.1429,171.257,0,53.857,6.987,0,2.197
1997-10-01,1997,"28",821,842.6,821,21.6,0,0,2.631,0,0
1997-11-01,1998,"28",0,0,0,0,0,0,0,0,0
1997-12-01,1998,"28",92,92,92,0,0,0,0,0,0
1998-01-01,1998,"28",0,0,0,0,0,0,0,0,0
1998-02-01,1998,"28",95,95,95,0,0,0,0,0,0
1998-03-01,1998,"28",3,3,3,0,0,0,0,0,0
1998-04-01,1998,"28",206,215.6,206,9.59999999999999,0,0,4.66,0,0
1998-05-01,1998,"28",8755.0001,8849,8516.5863,332.413699999999,1e-04,238.4138,3.797,0,2.723
1998-06-01,1998,"28",15349,15443.2407,15349,94.2407000000003,2e-04,0.000199999999949796,0.614,0,0
1998-07-01,1998,"28",12671.9999,12671.9999,12671.9999,0,0,0,0,0,0
1998-08-01,1998,"28",4603.0001,4497.0749,4398.2749,98.7999999999993,204.7253,204.7253,2.146,4.448,4.448
1998-09-01,1998,"28",3234.9999,3154.0718,2889.7309,264.3409,163.1283,345.269,8.171,5.043,10.673
1998-10-01,1998,"28",1164,1165,1164,1,0,0,0.086,0,0
1998-11-01,1999,"28",0,0,0,0,0,0,0,0,0
1998-12-01,1999,"28",0,0,0,0,0,0,0,0,0
1999-01-01,1999,"28",0,0,0,0,0,0,0,0,0
1999-02-01,1999,"28",0,0,0,0,0,0,0,0,0
1999-03-01,1999,"28",3,3,3,0,0,0,0,0,0
1999-04-01,1999,"28",82,82,82,0,0,0,0,0,0
1999-05-01,1999,"28",5684.0001,5684.0001,5684.0001,0,0,0,0,0,0
1999-06-01,1999,"28",16092,16079.0599,16079.0599,0,12.9402,12.9402000000001,0,0.08,0.08
1999-07-01,1999,"28",11897.9998,11964.3999,11897.9998,66.4001000000007,0,0,0.558,0,0
1999-08-01,1999,"28",4165,4230.8,4165,65.8000000000002,0,0,1.58,0,0
1999-09-01,1999,"28",2263,2341.2,2183,158.2,40,80,6.991,1.768,3.535
1999-10-01,1999,"28",628,592.7643,579.3643,13.4000000000001,48.6357,48.6357,2.134,7.745,7.745
1999-11-01,2000,"28",0,0,0,0,0,0,0,0,0
1999-12-01,2000,"28",0,0,0,0,0,0,0,0,0
2000-01-01,2000,"28",0,0,0,0,0,0,0,0,0
2000-02-01,2000,"28",0,0,0,0,0,0,0,0,0
2000-03-01,2000,"28",0,0,0,0,0,0,0,0,0
2000-04-01,2000,"28",1342,1380.6,1342,38.5999999999999,0,0,2.876,0,0
2000-05-01,2000,"28",8244.0002,8195.9437,7963.0566,232.8871,48.0564,280.9436,2.825,0.583,3.408
2000-06-01,2000,"28",17027.0001,16106.7236,16106.7236,0,920.2767,920.2767,0,5.405,5.405
2000-07-01,2000,"28",10821.0001,7219.776,6885.1824,334.5936,3601.2241,3935.8177,3.092,33.28,36.372
2000-08-01,2000,"28",3884.0001,3561.0521,3429.6263,131.4258,398.5479,454.3738,3.384,10.261,11.699
2000-09-01,2000,"28",2559.9999,2645.0129,2548.7351,96.2778000000003,2.396,11.2648,3.761,0.094,0.44
2000-10-01,2000,"28",2011,2012.7908,2010.1908,2.59999999999991,0.8092,0.809199999999997,0.129,0.04,0.04
2000-11-01,2001,"28",0,0,0,0,0,0,0,0,0
2000-12-01,2001,"28",0,0,0,0,0,0,0,0,0
2001-01-01,2001,"28",0,0,0,0,0,0,0,0,0
2001-02-01,2001,"28",0,0,0,0,0,0,0,0,0
2001-03-01,2001,"28",0,0,0,0,0,0,0,0,0
2001-04-01,2001,"28",949,964,949,15,0,0,1.581,0,0
2001-05-01,2001,"28",8842,8464.9883,8464.9883,0,377.0117,377.0117,0,4.264,4.264
2001-06-01,2001,"28",14846.9997,14548.1488,14548.1488,0,298.8511,298.8511,0,2.013,2.013
2001-07-01,2001,"28",12019.9999,10919.2476,10919.2476,0,1100.7523,1100.7523,0,9.158,9.158
2001-08-01,2001,"28",5079.0001,4993.4748,4913.2748,80.1999999999998,165.7253,165.7253,1.579,3.263,3.263
2001-09-01,2001,"28",3134,3039.072,2799.1311,239.9409,163.3281,334.8689,7.656,5.211,10.685
2001-10-01,2001,"28",1820,1797.6371,1775.0618,22.5753,38.9629,44.9382,1.24,2.141,2.469
2001-11-01,2002,"28",0,0,0,0,0,0,0,0,0
2001-12-01,2002,"28",0,0,0,0,0,0,0,0,0
2002-01-01,2002,"28",0,0,0,0,0,0,0,0,0
2002-02-01,2002,"28",0,0,0,0,0,0,0,0,0
2002-03-01,2002,"28",3,3,3,0,0,0,0,0,0
2002-04-01,2002,"28",965,967,784.7645,182.2355,32,180.2355,18.885,3.316,18.677
2002-05-01,2002,"28",9448.0003,4876.0228,4306.41,569.6128,4571.9772,5141.5903,6.029,48.391,54.42
2002-06-01,2002,"28",17843.9997,4713.2113,4583.2154,129.9959,13130.7885,13260.7843,0.729,73.587,74.315
2002-07-01,2002,"28",13426.0001,4165.0353,4038.6833,126.352000000001,9260.9648,9387.3168,0.941,68.978,69.919
2002-08-01,2002,"28",4241.0001,2506.2523,2476.2523,30,1764.7478,1764.7478,0.707,41.612,41.612
2002-09-01,2002,"28",2432,2112.7003,2079.3003,33.4000000000001,352.6997,352.6997,1.373,14.502,14.502
2002-10-01,2002,"28",1338,1313,1313,0,25,25,0,1.868,1.868
2002-11-01,2003,"28",0,0,0,0,0,0,0,0,0
2002-12-01,2003,"28",0,0,0,0,0,0,0,0,0
2003-01-01,2003,"28",0,0,0,0,0,0,0,0,0
2003-02-01,2003,"28",0,0,0,0,0,0,0,0,0
2003-03-01,2003,"28",0,0,0,0,0,0,0,0,0
2003-04-01,2003,"28",714,552.6,540,12.6,174,174,1.765,24.37,24.37
2003-05-01,2003,"28",8681.0004,7746.1871,7656.8164,89.3707000000004,934.8132,1024.184,1.029,10.768,11.798
2003-06-01,2003,"28",15076.9997,13793.54,13789.7157,3.82430000000022,1283.4599,1287.2842,0.025,8.513,8.538
2003-07-01,2003,"28",12685.9999,8777.423,8536.9443,240.478700000001,3908.577,4149.0556,1.896,30.81,32.706
2003-08-01,2003,"28",3965.0001,3251.5876,3029.1605,222.4271,748.4126,935.8397,5.61,18.875,23.603
2003-09-01,2003,"28",2035,2044.7265,1987,57.7265,45.6735,48,2.837,2.244,2.359
2003-10-01,2003,"28",2990,2447.5787,2422.3787,25.2000000000003,567.6213,567.6213,0.843,18.984,18.984
2003-11-01,2004,"28",0,0,0,0,0,0,0,0,0
2003-12-01,2004,"28",0,0,0,0,0,0,0,0,0
2004-01-01,2004,"28",0,0,0,0,0,0,0,0,0
2004-02-01,2004,"28",95,95,95,0,0,0,0,0,0
2004-03-01,2004,"28",18,18,18,0,0,0,0,0,0
2004-04-01,2004,"28",405,421.8,405,16.8,0,0,4.148,0,0
2004-05-01,2004,"28",9541.9999,9541.9998,9541.9998,0,2e-04,0.000199999999949796,0,0,0
2004-06-01,2004,"28",13577.9999,12669.8829,12669.8829,0,908.117,908.117,0,6.688,6.688
2004-07-01,2004,"28",9608.9999,8663.3355,8604.834,58.5014999999985,945.6645,1004.166,0.609,9.841,10.45
2004-08-01,2004,"28",4782,4386.6615,4156.8012,229.8603,490.7386,625.1989,4.807,10.262,13.074
2004-09-01,2004,"28",2730.9999,2623.1976,2422.25,200.9476,188.881,308.7499,7.358,6.916,11.305
2004-10-01,2004,"28",1652,1629.1533,1610.5888,18.5645,39.8467,41.4112,1.124,2.412,2.507
2004-11-01,2005,"28",0,0,0,0,0,0,0,0,0
2004-12-01,2005,"28",0,0,0,0,0,0,0,0,0
2005-01-01,2005,"28",0,0,0,0,0,0,0,0,0
2005-02-01,2005,"28",0,0,0,0,0,0,0,0,0
2005-03-01,2005,"28",0,0,0,0,0,0,0,0,0
2005-04-01,2005,"28",701,712.8,701,11.8,0,0,1.683,0,0
2005-05-01,2005,"28",9179.0001,9067.8114,8893.4198,174.391600000001,111.1889,285.5803,1.9,1.211,3.111
2005-06-01,2005,"28",15086.9997,15041.565,15041.565,0,45.435,45.4349,0,0.301,0.301
2005-07-01,2005,"28",12804,12706.9122,12578.9065,128.0057,97.0879,225.0936,1,0.758,1.758
2005-08-01,2005,"28",4577,4614.0001,4428.5476,185.4525,0,148.4525,4.052,0,3.243
2005-09-01,2005,"28",2493,2441.747,2361.347,80.4000000000001,95.653,131.653,3.225,3.837,5.281
2005-10-01,2005,"28",1751,1701.0826,1677.0057,24.0769,68.5174,73.9943,1.375,3.913,4.226
2005-11-01,2006,"28",0,0,0,0,0,0,0,0,0
2005-12-01,2006,"28",0,0,0,0,0,0,0,0,0
2006-01-01,2006,"28",514,514,514,0,0,0,0,0,0
2006-02-01,2006,"28",479,479,479,0,0,0,0,0,0
2006-03-01,2006,"28",531,531,531,0,0,0,0,0,0
2006-04-01,2006,"28",1362,1392,1362,30,0,0,2.203,0,0
2006-05-01,2006,"28",8720.0001,8375.1667,8273.0534,102.113299999999,344.8335,446.9468,1.171,3.955,5.126
2006-06-01,2006,"28",15887.9997,13756.6506,13553.0799,203.5707,2131.3493,2334.92,1.281,13.415,14.696
2006-07-01,2006,"28",10006.9998,9484.2745,9484.2745,0,522.7253,522.7253,0,5.224,5.224
2006-08-01,2006,"28",5006,5047.8,5006,41.8000000000002,0,0,0.835,0,0
2006-09-01,2006,"28",2511,2516.3999,2450.9999,65.4000000000001,30.0001,60.0001,2.605,1.195,2.389
2006-10-01,2006,"28",1220,1220,1220,0,0,0,0,0,0
2006-11-01,2007,"28",0,0,0,0,0,0,0,0,0
2006-12-01,2007,"28",0,0,0,0,0,0,0,0,0
2007-01-01,2007,"28",0,0,0,0,0,0,0,0,0
2007-02-01,2007,"28",0,0,0,0,0,0,0,0,0
2007-03-01,2007,"28",0,0,0,0,0,0,0,0,0
2007-04-01,2007,"28",843,869.8,725.6833,144.1167,0,117.3167,17.096,0,13.917
2007-05-01,2007,"28",8068,8068,8068,0,1e-04,9.99999999748979e-05,0,0,0
2007-06-01,2007,"28",15740,15740,15740,0,3e-04,0.000199999999949796,0,0,0
