"Date","29_AGG_IrrigDemand","29_AGG_IrrigSupply","29_AGG_IrrigShortage","29_AGG_IrrigSupDirectFlow","29_AGG_MunDemand","29_AGG_MunSupply","29_AGG_MunShortage","29_ADS002_IrrigDemand","29_ADS003_IrrigDemand","29_ADS002_IrrigSupply","29_ADS003_IrrigSupply","29_ADS002_IrrigShortage","29_ADS003_IrrigShortage","29_ADS002_IrrigSupDirectFlow","29_ADS003_IrrigSupDirectFlow"
"1982-05",1789.0001,1789.12,0,1789.0001,NA,NA,NA,772,1017.0001,772.1199,1017.0001,0,0,772,1017.0001
"1982-06",5853.0002,5853.0002,0,5853.0002,NA,NA,NA,1924,3929.0002,1924,3929.0002,0,0,1924,3929.0002
"1982-07",5236.9998,5236.9998,0,5236.9998,NA,NA,NA,1634,3602.9998,1634,3602.9998,0,0,1634,3602.9998
"1982-08",2948,2948,0,2948,NA,NA,NA,1425,1523,1425,1523,0,0,1425,1523
"1982-09",1788.9999,1788.9999,0,1788.9999,NA,NA,NA,913,875.9999,913,875.9999,0,0,913,875.9999
"1982-10",899,899,0,899,NA,NA,NA,446,453,446,453,0,0,446,453
"1982-11",51,51,0,51,NA,NA,NA,21,30,21,30,0,0,21,30
"1982-12",80,80,0,80,NA,NA,NA,49,31,49,31,0,0,49,31
"1983-01",82,82,0,82,NA,NA,NA,82,0,82,0,0,0,82,0
"1983-02",56,56,0,56,NA,NA,NA,56,0,56,0,0,0,56,0
"1983-03",61,61,0,61,NA,NA,NA,61,0,61,0,0,0,61,0
"1983-04",267,267,0,267,NA,NA,NA,162,105,162,105,0,0,162,105
"1983-05",2187.0001,2187.24,0,2187.0001,NA,NA,NA,944.0001,1243,944.24,1243,0,0,944.0001,1243
"1983-06",3297,3297,0,3297,NA,NA,NA,1423,1874,1423,1874,0,0,1423,1874
"1983-07",5251,5251,0,5251,NA,NA,NA,1919,3332,1919,3332,0,0,1919,3332
"1983-08",2737,2737,0,2737,NA,NA,NA,956,1781,956,1781,0,0,956,1781
"1983-09",1602,1601.9999,1e-04,1601.9999,NA,NA,NA,776,826,775.9999,826,1e-04,0,775.9999,826
"1983-10",842,842,0,842,NA,NA,NA,471,371,471,371,0,0,471,371
"1983-11",54,54,0,54,NA,NA,NA,33,21,33,21,0,0,33,21
"1983-12",61,61,0,61,NA,NA,NA,46,15,46,15,0,0,46,15
"1984-01",62,62,0,62,NA,NA,NA,46,16,46,16,0,0,46,16
"1984-02",59,59,0,59,NA,NA,NA,43,16,43,16,0,0,43,16
"1984-03",74,74,0,74,NA,NA,NA,58,16,58,16,0,0,58,16
"1984-04",449,449,0,449,NA,NA,NA,217,232,217,232,0,0,217,232
"1984-05",2566,2566.3064,0,2566,NA,NA,NA,1107,1459,1107.2198,1459.0865,0,0,1107,1459
"1984-06",4368.9998,4368.9995,2e-04,4368.9995,NA,NA,NA,1555,2813.9998,1555,2813.9995,0,2e-04,1555,2813.9995
"1984-07",3982,3981.9998,2e-04,3981.9998,NA,NA,NA,1485,2497,1485,2496.9998,0,2e-04,1485,2496.9998
"1984-08",2548.0001,2548.0001,1e-04,2548.0001,NA,NA,NA,884,1664.0001,883.9999,1664.0001,1e-04,0,883.9999,1664.0001
"1984-09",1631.9999,1632.07,1e-04,1631.9999,NA,NA,NA,846.9999,785,846.9999,785.0701,1e-04,0,846.9999,785
"1984-10",617,617,0,617,NA,NA,NA,400,217,400,217,0,0,400,217
"1984-11",113,113,0,113,NA,NA,NA,80,33,80,33,0,0,80,33
"1984-12",135,135,0,135,NA,NA,NA,104,31,104,31,0,0,104,31
"1985-01",144,144,0,144,NA,NA,NA,113,31,113,31,0,0,113,31
"1985-02",105,105,0,105,NA,NA,NA,102,3,102,3,0,0,102,3
"1985-03",145,145,0,145,NA,NA,NA,126,19,126,19,0,0,126,19
"1985-04",253,253,0,253,NA,NA,NA,115,138,115,138,0,0,115,138
"1985-05",2342,2342.2654,0,2342,NA,NA,NA,1011,1331,1011.0599,1331.2054,0,0,1011,1331
"1985-06",4164,4163.9998,2e-04,4163.9998,NA,NA,NA,1814,2350,1814,2349.9998,0,2e-04,1814,2349.9998
"1985-07",3509,3509,0,3509,NA,NA,NA,1455,2054,1455,2054,0,0,1455,2054
"1985-08",2891,2891,0,2891,NA,NA,NA,1291,1600,1291,1600,0,0,1291,1600
"1985-09",1470.9999,1470.9999,1e-04,1470.9999,NA,NA,NA,920.9999,550,920.9999,550,1e-04,0,920.9999,550
"1985-10",1291,1290.9999,1e-04,1290.9999,NA,NA,NA,947,344,946.9999,344,1e-04,0,946.9999,344
"1985-11",79,79,0,79,NA,NA,NA,49,30,49,30,0,0,49,30
"1985-12",81,81,0,81,NA,NA,NA,50,31,50,31,0,0,50,31
"1986-01",81,81,0,81,NA,NA,NA,50,31,50,31,0,0,50,31
"1986-02",73,73,0,73,NA,NA,NA,45,28,45,28,0,0,45,28
"1986-03",93,93,0,93,NA,NA,NA,62,31,62,31,0,0,62,31
"1986-04",230,230,0,230,NA,NA,NA,80,150,80,150,0,0,80,150
"1986-05",2317.0001,2317.0001,0,2317.0001,NA,NA,NA,1000.0001,1317,1000.0001,1317,0,0,1000.0001,1317
"1986-06",4567,4567,0,4567,NA,NA,NA,1853,2714,1853,2714,0,0,1853,2714
"1986-07",3159.0001,3159.0001,0,3159.0001,NA,NA,NA,1447.0001,1712,1447.0001,1712,0,0,1447.0001,1712
"1986-08",2163,2163,0,2163,NA,NA,NA,966,1197,966,1197,0,0,966,1197
"1986-09",1349.0001,1349.0001,0,1349.0001,NA,NA,NA,846,503.0001,846,503.0001,0,0,846,503.0001
"1986-10",924,924,0,924,NA,NA,NA,717,207,717,207,0,0,717,207
"1986-11",24,24,0,24,NA,NA,NA,0,24,0,24,0,0,0,24
"1986-12",31,31,0,31,NA,NA,NA,0,31,0,31,0,0,0,31
"1987-01",31,31,0,31,NA,NA,NA,0,31,0,31,0,0,0,31
"1987-02",45,45,0,45,NA,NA,NA,0,45,0,45,0,0,0,45
"1987-03",62,62,0,62,NA,NA,NA,12,50,12,50,0,0,12,50
"1987-04",297,297,0,297,NA,NA,NA,142,155,142,155,0,0,142,155
"1987-05",1831.9999,1831.9998,1e-04,1831.9998,NA,NA,NA,791,1040.9999,790.9999,1040.9999,1e-04,0,790.9999,1040.9999
"1987-06",3564,3564,0,3564,NA,NA,NA,1538,2026,1538,2026,0,0,1538,2026
"1987-07",3599,3599,0,3599,NA,NA,NA,1454,2145,1454,2145,0,0,1454,2145
"1987-08",2563,2563,0,2563,NA,NA,NA,1101,1462,1101,1462,0,0,1101,1462
"1987-09",1926,1926,0,1926,NA,NA,NA,1000.0001,925.9999,1000.0001,925.9999,0,0,1000.0001,925.9999
"1987-10",1033,1033.1598,0,1033,NA,NA,NA,650,383,650,383.1598,0,0,650,383
"1987-11",24,24,0,24,NA,NA,NA,0,24,0,24,0,0,0,24
"1987-12",29,29,0,29,NA,NA,NA,17,12,17,12,0,0,17,12
"1988-01",33,33,0,33,NA,NA,NA,21,12,21,12,0,0,21,12
"1988-02",12,12,0,12,NA,NA,NA,0,12,0,12,0,0,0,12
"1988-03",12,12,0,12,NA,NA,NA,0,12,0,12,0,0,0,12
"1988-04",297,297,0,297,NA,NA,NA,111,186,111,186,0,0,111,186
"1988-05",2483,2483.1315,0,2483,NA,NA,NA,1072,1411,1072.12,1411.0115,0,0,1072,1411
"1988-06",3738.9998,3738.9998,0,3738.9998,NA,NA,NA,1613,2125.9998,1613,2125.9998,0,0,1613,2125.9998
"1988-07",3077,3077,0,3077,NA,NA,NA,1405,1672,1405,1672,0,0,1405,1672
"1988-08",2222,2222,0,2222,NA,NA,NA,750,1472,750,1472,0,0,750,1472
"1988-09",1628,1628.1468,0,1628,NA,NA,NA,845,783,845,783.1468,0,0,845,783
"1988-10",1495,1494.9999,1e-04,1494.9999,NA,NA,NA,889,606,888.9999,606,1e-04,0,888.9999,606
"1988-11",34,34,0,34,NA,NA,NA,11,23,11,23,0,0,11,23
"1988-12",26,26,0,26,NA,NA,NA,17,9,17,9,0,0,17,9
"1989-01",30,30,0,30,NA,NA,NA,21,9,21,9,0,0,21,9
"1989-02",8,8,0,8,NA,NA,NA,0,8,0,8,0,0,0,8
"1989-03",21,21,0,21,NA,NA,NA,12,9,12,9,0,0,12,9
"1989-04",341,341,0,341,NA,NA,NA,164,177,164,177,0,0,164,177
"1989-05",2608.9999,2608.9999,0,2608.9999,NA,NA,NA,1115,1493.9999,1115,1493.9999,0,0,1115,1493.9999
"1989-06",4249.0002,4249,2e-04,4249,NA,NA,NA,1906,2343.0002,1906,2343,0,2e-04,1906,2343
"1989-07",3108,3108,0,3108,NA,NA,NA,1325,1783,1325,1783,0,0,1325,1783
"1989-08",2351,2351,0,2351,NA,NA,NA,1139,1212,1139,1212,0,0,1139,1212
"1989-09",1611,1611.013,1e-04,1610.9999,NA,NA,NA,837,774,836.9999,774.0131,1e-04,0,836.9999,774
"1989-10",847,847,0,847,NA,NA,NA,504,343,504,343,0,0,504,343
"1989-11",211,211,0,211,NA,NA,NA,167,44,167,44,0,0,167,44
"1989-12",21,21,0,21,NA,NA,NA,1,20,1,20,0,0,1,20
"1990-01",12,12,0,12,NA,NA,NA,0,12,0,12,0,0,0,12
"1990-02",11,11,0,11,NA,NA,NA,0,11,0,11,0,0,0,11
"1990-03",12,12,0,12,NA,NA,NA,0,12,0,12,0,0,0,12
"1990-04",318,318,0,318,NA,NA,NA,203,115,203,115,0,0,203,115
"1990-05",1953.9999,1954.0214,0,1953.9999,NA,NA,NA,843,1110.9999,843,1111.0214,0,0,843,1110.9999
"1990-06",4724.9999,4724.9996,2e-04,4724.9996,NA,NA,NA,1879.9999,2845,1879.9999,2844.9998,0,2e-04,1879.9999,2844.9998
"1990-07",3358,3358,0,3358,NA,NA,NA,1647,1711,1647,1711,0,0,1647,1711
"1990-08",2608,2608,0,2608,NA,NA,NA,1144,1464,1144,1464,0,0,1144,1464
"1990-09",1721.0001,1721,1e-04,1721,NA,NA,NA,798,923.0001,797.9999,923.0001,1e-04,0,797.9999,923.0001
"1990-10",1029.9999,1029.9999,0,1029.9999,NA,NA,NA,518.9999,511,518.9999,511,0,0,518.9999,511
"1990-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1990-12",17,17,0,17,NA,NA,NA,17,0,17,0,0,0,17,0
"1991-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1991-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1991-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1991-04",498,498,0,498,NA,NA,NA,239,259,239,259,0,0,239,259
"1991-05",2116.9999,2116.9999,0,2116.9999,NA,NA,NA,913,1203.9999,913,1203.9999,0,0,913,1203.9999
"1991-06",3809,3809,0,3809,NA,NA,NA,1636,2173,1636,2173,0,0,1636,2173
"1991-07",3399.0001,3399.0001,0,3399.0001,NA,NA,NA,1450.0001,1949,1450.0001,1949,0,0,1450.0001,1949
"1991-08",2238.9999,2238.9999,0,2238.9999,NA,NA,NA,931,1307.9999,931,1307.9999,0,0,931,1307.9999
"1991-09",936,936,0,936,NA,NA,NA,471,465,471,465,0,0,471,465
"1991-10",757,757.2005,0,757,NA,NA,NA,450,307,450,307.2005,0,0,450,307
"1991-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1991-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1992-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
"1992-02",39,39,0,39,NA,NA,NA,39,0,39,0,0,0,39,0
"1992-03",12,12,0,12,NA,NA,NA,12,0,12,0,0,0,12,0
"1992-04",264,264,0,264,NA,NA,NA,128,136,128,136,0,0,128,136
"1992-05",1326.0001,1326.1201,0,1326.0001,NA,NA,NA,572,754.0001,572.12,754.0001,0,0,572,754.0001
"1992-06",4028,4027.9998,2e-04,4027.9998,NA,NA,NA,1506,2522,1506,2521.9998,0,2e-04,1506,2521.9998
"1992-07",3225.0001,3225.0001,0,3225.0001,NA,NA,NA,1383,1842.0001,1383,1842.0001,0,0,1383,1842.0001
"1992-08",1765,1764.9999,1e-04,1764.9999,NA,NA,NA,836,929,835.9999,929,1e-04,0,835.9999,929
"1992-09",1532,1532,0,1532,NA,NA,NA,795,737,795,737,0,0,795,737
"1992-10",1002.9999,1003.1972,0,1003,NA,NA,NA,595.9999,407,595.9999,407.1973,0,0,595.9999,407
"1992-11",91,91,0,91,NA,NA,NA,60,31,60,31,0,0,60,31
"1992-12",72,72,0,72,NA,NA,NA,47,25,47,25,0,0,47,25
"1993-01",76,76,0,76,NA,NA,NA,51,25,51,25,0,0,51,25
"1993-02",70,70,0,70,NA,NA,NA,47,23,47,23,0,0,47,23
"1993-03",46,46,0,46,NA,NA,NA,21,25,21,25,0,0,21,25
"1993-04",608,608,0,608,NA,NA,NA,292,316,292,316,0,0,292,316
"1993-05",2239,2239.0734,1e-04,2238.9999,NA,NA,NA,967,1272,966.9999,1272.0735,1e-04,0,966.9999,1272
"1993-06",3953,3952.9998,2e-04,3952.9998,NA,NA,NA,1706,2247,1706,2246.9998,0,2e-04,1706,2246.9998
"1993-07",3907,3907,0,3907,NA,NA,NA,1667,2240,1667,2240,0,0,1667,2240
"1993-08",2225.9999,2225.9999,0,2225.9999,NA,NA,NA,932.9999,1293,932.9999,1293,0,0,932.9999,1293
"1993-09",1683.0001,1683.0001,0,1683.0001,NA,NA,NA,789,894.0001,789,894.0001,0,0,789,894.0001
"1993-10",755,755,0,755,NA,NA,NA,346,409,346,409,0,0,346,409
"1993-11",44,44,0,44,NA,NA,NA,18,26,18,26,0,0,18,26
"1993-12",29,29,0,29,NA,NA,NA,4,25,4,25,0,0,4,25
"1994-01",51,51,0,51,NA,NA,NA,26,25,26,25,0,0,26,25
"1994-02",27,27,0,27,NA,NA,NA,4,23,4,23,0,0,4,23
"1994-03",53,53,0,53,NA,NA,NA,28,25,28,25,0,0,28,25
"1994-04",167,167,0,167,NA,NA,NA,38,129,38,129,0,0,38,129
"1994-05",2509,2509.1799,0,2509,NA,NA,NA,1083,1426,1083.1799,1426,0,0,1083,1426
