"Date","61_AGG_IrrigDemand","61_AGG_IrrigSupply","61_AGG_IrrigShortage","61_AGG_IrrigSupDirectFlow","61_AGG_MunDemand","61_AGG_MunSupply","61_AGG_MunShortage","61_ADS019_IrrigDemand","61_ADS019_IrrigSupply","61_ADS019_IrrigShortage","61_ADS019_IrrigSupDirectFlow"
"2000-07",1008.9999,1008.9999,0,1008.9999,NA,NA,NA,1008.9999,1008.9999,0,1008.9999
"2000-08",809,809.0001,0,809.0001,NA,NA,NA,809,809.0001,0,809.0001
"2000-09",717.0001,717.0001,0,717.0001,NA,NA,NA,717.0001,717.0001,0,717.0001
"2000-10",469,469,0,469,NA,NA,NA,469,469,0,469
"2000-11",116,116,0,116,NA,NA,NA,116,116,0,116
"2000-12",108,108,0,108,NA,NA,NA,108,108,0,108
"2001-01",108,108,0,108,NA,NA,NA,108,108,0,108
"2001-02",97,97,0,97,NA,NA,NA,97,97,0,97
"2001-03",1000.0001,1000.0001,0,1000.0001,NA,NA,NA,1000.0001,1000.0001,0,1000.0001
"2001-04",1436,1436,0,1436,NA,NA,NA,1436,1436,0,1436
"2001-05",1400.0001,1400.0001,0,1400.0001,NA,NA,NA,1400.0001,1400.0001,0,1400.0001
"2001-06",1207,1085.3713,121.6287,1085.3713,NA,NA,NA,1207,1085.3713,121.6287,1085.3713
"2001-07",964,964.0001,0,964,NA,NA,NA,964,964.0001,0,964
"2001-08",706.0001,706.0001,0,706.0001,NA,NA,NA,706.0001,706.0001,0,706.0001
"2001-09",789,789,0,789,NA,NA,NA,789,789,0,789
"2001-10",539.0001,539.0001,0,539.0001,NA,NA,NA,539.0001,539.0001,0,539.0001
"2001-11",367,367,0,367,NA,NA,NA,367,367,0,367
"2001-12",108,108,0,108,NA,NA,NA,108,108,0,108
"2002-01",108,108,0,108,NA,NA,NA,108,108,0,108
"2002-02",97,97,0,97,NA,NA,NA,97,97,0,97
"2002-03",713,713,0,713,NA,NA,NA,713,713,0,713
"2002-04",1609,877.1038,731.8963,877.1038,NA,NA,NA,1609,877.1038,731.8963,877.1038
"2002-05",1304,906.3405,397.6595,906.3405,NA,NA,NA,1304,906.3405,397.6595,906.3405
"2002-06",1286,1085.3713,200.6287,1085.3713,NA,NA,NA,1286,1085.3713,200.6287,1085.3713
"2002-07",1074,1074,0,1074,NA,NA,NA,1074,1074,0,1074
"2002-08",696.0001,516.7312,179.2688,394.248,NA,NA,NA,696.0001,516.7312,179.2688,394.248
"2002-09",674,674,0,674,NA,NA,NA,674,674,0,674
"2002-10",421,421,0,421,NA,NA,NA,421,421,0,421
"2002-11",104,104,0,104,NA,NA,NA,104,104,0,104
"2002-12",108,108,0,108,NA,NA,NA,108,108,0,108
"2003-01",108,108,0,108,NA,NA,NA,108,108,0,108
"2003-02",97,97,0,97,NA,NA,NA,97,97,0,97
"2003-03",700.0001,700.0001,0,700.0001,NA,NA,NA,700.0001,700.0001,0,700.0001
"2003-04",1345,1345,0,1345,NA,NA,NA,1345,1345,0,1345
"2003-05",1333,1333.0001,0,1333.0001,NA,NA,NA,1333,1333.0001,0,1333.0001
"2003-06",1138,1085.3713,52.6287,1085.3713,NA,NA,NA,1138,1085.3713,52.6287,1085.3713
"2003-07",1133.9999,1121.5503,12.4496,1121.5503,NA,NA,NA,1133.9999,1121.5503,12.4496,1121.5503
"2003-08",767,767.0001,0,767,NA,NA,NA,767,767.0001,0,767
"2003-09",779,779,0,779,NA,NA,NA,779,779,0,779
"2003-10",611,611,0,611,NA,NA,NA,611,611,0,611
"2003-11",74,74,0,74,NA,NA,NA,74,74,0,74
"2003-12",77,77,0,77,NA,NA,NA,77,77,0,77
"2004-01",77,64.3538,12.6462,64.3538,NA,NA,NA,77,64.3538,12.6462,64.3538
"2004-02",72,72,0,72,NA,NA,NA,72,72,0,72
"2004-03",2100,1746.2734,353.7266,1746.2734,NA,NA,NA,2100,1746.2734,353.7266,1746.2734
"2004-04",1418,1418,0,1418,NA,NA,NA,1418,1418,0,1418
"2004-05",1419,1419.0001,0,1419.0001,NA,NA,NA,1419,1419.0001,0,1419.0001
"2004-06",1224,1085.3713,138.6286,1085.3713,NA,NA,NA,1224,1085.3713,138.6286,1085.3713
"2004-07",976,976.0001,0,976,NA,NA,NA,976,976.0001,0,976
"2004-08",681,681.1112,0,681,NA,NA,NA,681,681.1112,0,681
"2004-09",688,688,0,688,NA,NA,NA,688,688,0,688
"2004-10",634,634,0,634,NA,NA,NA,634,634,0,634
"2004-11",74,74,0,74,NA,NA,NA,74,74,0,74
"2004-12",77,77,0,77,NA,NA,NA,77,77,0,77
"2005-01",77,77,0,77,NA,NA,NA,77,77,0,77
"2005-02",69,69,0,69,NA,NA,NA,69,69,0,69
"2005-03",671.0001,671.0001,0,671.0001,NA,NA,NA,671.0001,671.0001,0,671.0001
"2005-04",1288,1288,0,1288,NA,NA,NA,1288,1288,0,1288
"2005-05",1296.0001,1296.0002,0,1296.0002,NA,NA,NA,1296.0001,1296.0002,0,1296.0002
"2005-06",1413,1413,0,1413,NA,NA,NA,1413,1413,0,1413
"2005-07",1246,1121.5503,124.4497,1121.5503,NA,NA,NA,1246,1121.5503,124.4497,1121.5503
"2005-08",801,801.0001,0,801.0001,NA,NA,NA,801,801.0001,0,801.0001
"2005-09",799.0001,799.0001,0,799.0001,NA,NA,NA,799.0001,799.0001,0,799.0001
"2005-10",528,528,0,528,NA,NA,NA,528,528,0,528
"2005-11",100,100,0,100,NA,NA,NA,100,100,0,100
"2005-12",77,77,0,77,NA,NA,NA,77,77,0,77
"2006-01",77,77,0,77,NA,NA,NA,77,77,0,77
"2006-02",69,69,0,69,NA,NA,NA,69,69,0,69
"2006-03",693,693,0,693,NA,NA,NA,693,693,0,693
"2006-04",1473.0001,1473.0001,0,1473.0001,NA,NA,NA,1473.0001,1473.0001,0,1473.0001
"2006-05",1429,1429.0001,0,1429.0001,NA,NA,NA,1429,1429.0001,0,1429.0001
"2006-06",1367,1085.3713,281.6286,1085.3713,NA,NA,NA,1367,1085.3713,281.6286,1085.3713
"2006-07",1011,1011,0,1011,NA,NA,NA,1011,1011,0,1011
"2006-08",752,752,0,752,NA,NA,NA,752,752,0,752
"2006-09",719,719.0001,0,719.0001,NA,NA,NA,719,719.0001,0,719.0001
"2006-10",528,528,0,528,NA,NA,NA,528,528,0,528
"2006-11",104,104,0,104,NA,NA,NA,104,104,0,104
"2006-12",83,83,0,83,NA,NA,NA,83,83,0,83
"2007-01",83,83,0,83,NA,NA,NA,83,83,0,83
"2007-02",75,75,0,75,NA,NA,NA,75,75,0,75
"2007-03",1333,1333.0001,0,1333.0001,NA,NA,NA,1333,1333.0001,0,1333.0001
"2007-04",1382,1382.0001,0,1382.0001,NA,NA,NA,1382,1382.0001,0,1382.0001
"2007-05",1313,1313.0001,0,1313.0001,NA,NA,NA,1313,1313.0001,0,1313.0001
"2007-06",1224,1224.0001,0,1224.0001,NA,NA,NA,1224,1224.0001,0,1224.0001
"2007-07",1064,1064,0,1064,NA,NA,NA,1064,1064,0,1064
"2007-08",830,830,0,830,NA,NA,NA,830,830,0,830
"2007-09",804.9999,804.9999,0,804.9999,NA,NA,NA,804.9999,804.9999,0,804.9999
"2007-10",524,524,0,524,NA,NA,NA,524,524,0,524
"2007-11",67,67,0,67,NA,NA,NA,67,67,0,67
"2007-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2008-03",576,576,0,576,NA,NA,NA,576,576,0,576
"2008-04",1209.0001,1209.0002,0,1209.0002,NA,NA,NA,1209.0001,1209.0002,0,1209.0002
"2008-05",1265,1265,0,1265,NA,NA,NA,1265,1265,0,1265
"2008-06",1390,1390.0001,0,1390.0001,NA,NA,NA,1390,1390.0001,0,1390.0001
"2008-07",1170,1121.5503,48.4496,1121.5503,NA,NA,NA,1170,1121.5503,48.4496,1121.5503
"2008-08",942,942.0001,0,942.0001,NA,NA,NA,942,942.0001,0,942.0001
"2008-09",932,932,0,932,NA,NA,NA,932,932,0,932
"2008-10",687,687,0,687,NA,NA,NA,687,687,0,687
"2008-11",104,104,0,104,NA,NA,NA,104,104,0,104
"2008-12",83,83,0,83,NA,NA,NA,83,83,0,83
"2009-01",83,83,0,83,NA,NA,NA,83,83,0,83
"2009-02",75,75,0,75,NA,NA,NA,75,75,0,75
"2009-03",580,580,0,580,NA,NA,NA,580,580,0,580
"2009-04",1260,1260,0,1260,NA,NA,NA,1260,1260,0,1260
"2009-05",1425,1425.0001,0,1425.0001,NA,NA,NA,1425,1425.0001,0,1425.0001
"2009-06",1280,1280.0001,0,1280.0001,NA,NA,NA,1280,1280.0001,0,1280.0001
"2009-07",1005.9999,1005.9999,0,1005.9999,NA,NA,NA,1005.9999,1005.9999,0,1005.9999
"2009-08",729,729.0001,0,729,NA,NA,NA,729,729.0001,0,729
"2009-09",734,734,0,734,NA,NA,NA,734,734,0,734
"2009-10",466,466,0,466,NA,NA,NA,466,466,0,466
"2009-11",104,104,0,104,NA,NA,NA,104,104,0,104
"2009-12",83,83,0,83,NA,NA,NA,83,83,0,83
"2010-01",83,83,0,83,NA,NA,NA,83,83,0,83
"2010-02",75,75,0,75,NA,NA,NA,75,75,0,75
"2010-03",584.0001,584.0001,0,584.0001,NA,NA,NA,584.0001,584.0001,0,584.0001
"2010-04",1244,1244.0001,0,1244.0001,NA,NA,NA,1244,1244.0001,0,1244.0001
"2010-05",1283,1283.0001,0,1283.0001,NA,NA,NA,1283,1283.0001,0,1283.0001
"2010-06",1461,1460.9851,0.0149,1460.985,NA,NA,NA,1461,1460.9851,0.0149,1460.985
"2010-07",1328,1121.5503,206.4496,1121.5503,NA,NA,NA,1328,1121.5503,206.4496,1121.5503
"2010-08",701,701,0,701,NA,NA,NA,701,701,0,701
"2010-09",779,779,0,779,NA,NA,NA,779,779,0,779
"2010-10",566.9999,566.9999,0,566.9999,NA,NA,NA,566.9999,566.9999,0,566.9999
"2010-11",67,67,0,67,NA,NA,NA,67,67,0,67
"2010-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2011-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2011-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2011-03",580,580,0,580,NA,NA,NA,580,580,0,580
"2011-04",1052,1052,0,1052,NA,NA,NA,1052,1052,0,1052
"2011-05",1344,1344,0,1344,NA,NA,NA,1344,1344,0,1344
"2011-06",1388,1388,0,1388,NA,NA,NA,1388,1388,0,1388
"2011-07",1291,1291,0,1291,NA,NA,NA,1291,1291,0,1291
"2011-08",973.0001,973.0002,0,973.0001,NA,NA,NA,973.0001,973.0002,0,973.0001
"2011-09",909,909.0001,0,909.0001,NA,NA,NA,909,909.0001,0,909.0001
"2011-10",589,589,0,589,NA,NA,NA,589,589,0,589
"2011-11",24,24,0,24,NA,NA,NA,24,24,0,24
"2011-12",25,25,0,25,NA,NA,NA,25,25,0,25
"2012-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2012-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2012-03",1800,1746.2734,53.7266,1746.2734,NA,NA,NA,1800,1746.2734,53.7266,1746.2734
"2012-04",1627,1627,0,1627,NA,NA,NA,1627,1627,0,1627
"2012-05",1475,1475.0001,0,1475.0001,NA,NA,NA,1475,1475.0001,0,1475.0001
"2012-06",1343,1343.0001,0,1343.0001,NA,NA,NA,1343,1343.0001,0,1343.0001
"2012-07",1062,1062.0001,0,1062,NA,NA,NA,1062,1062.0001,0,1062
"2012-08",814,814.0001,0,814.0001,NA,NA,NA,814,814.0001,0,814.0001
"2012-09",759.0001,759.0001,0,759.0001,NA,NA,NA,759.0001,759.0001,0,759.0001
"2012-10",624,624,0,624,NA,NA,NA,624,624,0,624
"2012-11",100,100,0,100,NA,NA,NA,100,100,0,100
"2012-12",25,25,0,25,NA,NA,NA,25,25,0,25
