"Date","28_AGG_IrrigDemand","28_AGG_IrrigSupply","28_AGG_IrrigShortage","28_AGG_IrrigSupDirectFlow","28_AGG_MunDemand","28_AGG_MunSupply","28_AGG_MunShortage","28_ADG009_IrrigDemand","28_ADG010_IrrigDemand","28_ADG011_IrrigDemand","28_ADG012_IrrigDemand","28_ADG043_IrrigDemand","28_ADG044_IrrigDemand","28_ADG009_IrrigSupply","28_ADG010_IrrigSupply","28_ADG011_IrrigSupply","28_ADG012_IrrigSupply","28_ADG043_IrrigSupply","28_ADG044_IrrigSupply","28_ADG009_IrrigShortage","28_ADG010_IrrigShortage","28_ADG011_IrrigShortage","28_ADG012_IrrigShortage","28_ADG043_IrrigShortage","28_ADG044_IrrigShortage","28_ADG009_IrrigSupDirectFlow","28_ADG010_IrrigSupDirectFlow","28_ADG011_IrrigSupDirectFlow","28_ADG012_IrrigSupDirectFlow","28_ADG043_IrrigSupDirectFlow","28_ADG044_IrrigSupDirectFlow","2800566_D_IrrigDemand","2800566_D_IrrigSupply","2800566_D_IrrigShortage","2800566_D_IrrigSupDirectFlow","2800586_D_IrrigDemand","2800586_D_IrrigSupply","2800586_D_IrrigShortage","2800586_D_IrrigSupDirectFlow","2800568_D_IrrigDemand","2800568_D_IrrigSupply","2800568_D_IrrigShortage","2800568_D_IrrigSupDirectFlow","2800660_D_IrrigDemand","2800660_D_IrrigSupply","2800660_D_IrrigShortage","2800660_D_IrrigSupDirectFlow","2800683_D_IrrigDemand","2800683_D_IrrigSupply","2800683_D_IrrigShortage","2800683_D_IrrigSupDirectFlow","2800697_D_IrrigDemand","2800697_D_IrrigSupply","2800697_D_IrrigShortage","2800697_D_IrrigSupDirectFlow","2800564_D_IrrigDemand","2800564_D_IrrigSupply","2800564_D_IrrigShortage","2800564_D_IrrigSupDirectFlow","2800571_D_IrrigDemand","2800571_D_IrrigSupply","2800571_D_IrrigShortage","2800571_D_IrrigSupDirectFlow"
"1996-05",15614.0004,15614.0004,2e-04,15614.0004,NA,NA,NA,2626,1492,672,4143.0005,217,78,2626,1491.9999,672,4143.0005,217,78,0,1e-04,0,0,0,0,2626,1491.9999,672,4143.0005,217,78,1435.9999,1436,0,1436,545.0001,545,1e-04,545,1034,1034,0,1034,493,493,0,493,384,384,0,384,341,341,0,341,781.9999,781.9999,0,781.9999,1371,1371.0001,0,1371.0001
"1996-06",22983.0002,22251.1438,731.8567,22251.1438,NA,NA,NA,4371,2186,1056,5269,311,112,4303.9966,1975.5662,1055.9999,5269.0005,311,112,67.0031,210.4339,1e-04,0,0,0,4303.9966,1975.5662,1055.9999,5269.0005,311,112,2236,1903.5651,332.435,1903.5651,489,489,1e-04,489,1607,1606.9999,1e-04,1606.9999,711,711,0,711,648,648,0,648,525,525,0,525,1068.0001,981.8325,86.1675,981.8325,2394,2358.1833,35.8169,2358.1833
"1996-07",13521,13166.0117,479.5882,12853.1001,NA,NA,NA,2429.0002,1246,814,3207.9998,296,112,2429.0002,1370.6,814,3207.9998,296,112,0,0,0,0,0,0,2429.0002,1245.9999,814,3207.9998,296,112,855,855,0,855,337,337,0,337,1430,1239.4998,190.5003,1051.1882,417,417,0,417,360,360,0,360,483,483,0,483,492,202.9121,289.088,202.9121,1042,1042,0,1042
"1996-08",4853.9999,3942.4472,1040.3528,3292.4914,NA,NA,NA,1103,717.9999,490,906,157,64,645.2613,789.8,336.1778,906,69.2,0,457.7387,0,153.8222,0,87.8,64,505.4355,717.9999,336.1778,906,32,0,154,169.4,0,154,210,231,0,4.2678,542,347.8241,194.1759,227.4196,69,69,0,69,88,49.1908,38.8092,49.1908,85,85,0,85,62,17.9933,44.0068,0,206,226.6,0,206
"1996-09",2075,2155.4638,40.9362,1961.8048,NA,NA,NA,429,430,214,348,67,38,463.4,473,214,382.8,48.0638,38,0,0,0,0,18.9362,0,429,430,214,348,43,38,63,64.8,0,63,74,81.4,0,6.8048,213,213,0,213,18,18,0,18,23,23,0,23,36,36,0,36,22,0,22,0,100,100,0,100
"1996-10",740,762.2,0,740,NA,NA,NA,108,114,100,170,17,0,118.8,125.4,100,170,17,0,0,0,0,0,0,0,108,114,100,170,17,0,50,50,0,50,19,19,0,19,86,86,0,86,2,2,0,2,0,0,0,0,17,17,0,17,7,7,0,7,50,50,0,50
"1996-11",79,79,0,79,NA,NA,NA,0,0,0,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-02",95,95,0,95,NA,NA,NA,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-03",3,3,0,3,NA,NA,NA,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-04",355,370.6,0,355,NA,NA,NA,76,80,41,134,24,0,83.6,88,41,134,24,0,0,0,0,0,0,0,76,80,41,134,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-05",14377,14377,2e-04,14377,NA,NA,NA,2331,1346,889,3761,217,70,2331,1345.9999,889,3761,217,70,0,1e-04,0,0,0,0,2331,1345.9999,889,3761,217,70,917,917,0,917,382,382,0,382,1511,1510.9999,1e-04,1510.9999,541,541,0,541,337,337,0,337,278,278,0,278,607,607.0001,0,607.0001,1190,1190.0001,0,1190.0001
"1997-06",24448.9999,24028.0243,420.9765,24028.0243,NA,NA,NA,4018,2025,1833.0001,5264,313,98,4018,1975.5662,1833.0001,5264.0005,313,98,0,49.434,0,0,0,0,4018,1975.5662,1833.0001,5264.0005,313,98,1988.0001,1903.5651,84.435,1903.5651,389,389,0,389,3236.9998,3237,0,3237,975,714.06,260.94,714.06,648,648,0,648,474,474,0,474,1007.9999,981.8325,26.1675,981.8325,2179,2179,0,2179
"1997-07",18832,18808.8618,23.1383,18808.8618,NA,NA,NA,3096,1567,1706,4059,296,102,3096,1567,1706,4059,296,102,0,0,0,0,0,0,3096,1567,1706,4059,296,102,1577,1577,0,1577,282,282,0,282,1974.0001,1973.9999,2e-04,1973.9999,761,737.862,23.138,737.862,481,481,0,481,434,434,0,434,762,762,0,762,1734.9999,1735,0,1735
"1997-08",3773,3893.6436,19.7564,3725.0315,NA,NA,NA,835,542,371,794,141,48,815.2436,596.2,371,794.0001,141,48,19.7564,0,0,0,0,0,815.2436,542,371,794.0001,141,48,114,125.4,0,114,154,169.4,0,125.7878,398,437.8,0,398,52,52,0,52,65,65,0,65,63,63,0,63,46,50.6,0,46,150,165,0,150
"1997-09",2450.9999,2568.3999,0,2397.1429,NA,NA,NA,534.9999,466,231,394,75,42,544,512.5999,231,425.4,77,42,0,0,0,0,0,0,534.9999,466,231,394,75,42,81,83.6,0,81,94,103.4,0,40.143,271,284.6,0,271,24,24,0,24,32,32,0,32,50,50,0,50,28,30.8,0,28,128,128,0,128
"1997-10",821,842.6,0,821,NA,NA,NA,100,106,94,172,15,0,110,116.6,94,172,16,0,0,0,0,0,0,0,100,106,94,172,15,0,75,75,0,75,17,17,0,17,129,129,0,129,14,14,0,14,0,0,0,0,17,17,0,17,7,7,0,7,75,75,0,75
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997-12",92,92,0,92,NA,NA,NA,0,0,0,92,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-02",95,95,0,95,NA,NA,NA,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-03",3,3,0,3,NA,NA,NA,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-04",206,215.6,0,206,NA,NA,NA,42,40,85,32,7,0,44.2,44,85,35.2,7.2,0,0,0,0,0,0,0,42,40,85,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-05",8755.0001,8849.0001,1e-04,8516.5864,NA,NA,NA,1663,940,544,2005.0001,186,84,1663,1034,544,2005.0001,186,84,0,0,0,0,0,0,1663,940,544,2005.0001,186,84,650,650,0,650,491,491,0,252.5863,695,694.9999,1e-04,694.9999,167,167,0,167,160,160,0,160,200,200,0,200,320,320,0,320,650,650,0,650
"1998-06",15349,15443.2406,2e-04,15348.9999,NA,NA,NA,2862,1258,953,3636,244,114,2862,1352.2406,953,3636,244,114,0,0,0,0,0,0,2862,1257.9999,953,3636,244,114,1083.0001,1083.0001,0,1083.0001,463,463,0,463,1519.9999,1519.9998,1e-04,1519.9998,567,567.0001,0,567.0001,400,400,0,400,500,500,1e-04,500,520,520,0,520,1229,1229.0001,0,1229.0001
"1998-07",12671.9999,12671.9998,0,12671.9998,NA,NA,NA,2381,1118,783.0001,3509,296,96,2381,1118,783.0001,3509,296,96,0,0,0,0,0,0,2381,1118,783.0001,3509,296,96,717.9999,717.9999,0,717.9999,284,284,0,284,1209,1209,0,1209,436,436,0,436,300,300,0,300,400,400,0,400,267,267,0,267,874.9999,874.9999,0,874.9999
"1998-08",4603.0001,4497.0748,204.7253,4398.2749,NA,NA,NA,945,614,516.0001,945,157,56,945,614,516.0001,945.0001,157,0,0,0,0,0,0,56,945,614,516.0001,945.0001,157,0,130,143,0,130,178,195.8,0,178,456,501.6,0,456,174,86.0839,87.9161,86.0839,110,49.1908,60.8092,49.1908,98,98,0,98,52,57.2,0,52,172,189.2,0,172
"1998-09",3234.9999,3154.0718,163.1282,2889.731,NA,NA,NA,613,616,307,497.9999,86,56,587.4786,616,307,547.8,94.6,18.5999,25.5214,0,0,0,0,37.4001,489.1311,616,307,497.9999,86,18.5999,121,124.6,0,121,142,71,71,0,407,427.2,0,407,37,37,0,37,45,45,0,45,73,73,0,73,42,12.7933,29.2068,0,192,192,0,192
"1998-10",1164,1165,0,1164,NA,NA,NA,315,104,161,167,15,0,315,104,161,167,16,0,0,0,0,0,0,0,315,104,161,167,15,0,75,75,0,75,17,17,0,17,143,143,0,143,14,14,0,14,25,25,0,25,21,21,0,21,7,7,0,7,100,100,0,100
"1998-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-03",3,3,0,3,NA,NA,NA,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-04",82,82,0,82,NA,NA,NA,1,0,20,7,21,0,1,0,20,7,21,0,0,0,0,0,0,0,1,0,20,7,21,0,0,0,0,0,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-05",5684,5684,0,5684,NA,NA,NA,1119,632.0001,762,1368,126,58,1119,632.0001,762,1368,126,58,0,0,0,0,0,0,1119,632.0001,762,1368,126,58,317,317,0,317,256,256,0,256,330,330,0,330,83,83,0,83,80,80,0,80,100,100,0,100,140,140,0,140,313,313,0,313
"1999-06",16092,16079.0598,12.9402,16079.0598,NA,NA,NA,2949.9998,1601,1073,3925.0002,312,104,2949.9998,1600.9999,1072.9999,3925.0002,312,104,0,1e-04,1e-04,0,0,0,2949.9998,1600.9999,1072.9999,3925.0002,312,104,1196,1196,0,1196,405,405,0,405,1341,1341,0,1341,727,714.06,12.94,714.06,496,496,0,496,425,425,0,425,460,460.0001,0,460.0001,1077,1077,0,1077
"1999-07",11897.9998,11964.3999,0,11897.9998,NA,NA,NA,2480,1037.9999,698,2984,300,94,2480,1104.4,698,2984,300,94,0,0,0,0,0,0,2480,1037.9999,698,2984,300,94,684.9999,684.9999,0,684.9999,263,263,0,263,1339,1339,0,1339,320,320,0,320,280,280,0,280,367,367,0,367,242,242,0,242,808,808,0,808
"1999-08",4165,4230.8,0,4165,NA,NA,NA,999,580,434,1127,193,38,999,580,434,1127,193,38,0,0,0,0,0,0,999,580,434,1127,193,38,86,94.6,0,86,118,129.8,0,118,304,334.4,0,304,41,41,0,41,47,47,0,47,48,48,0,48,34,37.4,0,34,116,127.6,0,116
"1999-09",2263,2341.2,40,2183,NA,NA,NA,467,468,234,380,70,42,504.2,490,234,418,75,42,0,0,0,0,0,0,467,468,234,380,70,42,70,72,0,70,80,40,40,0,231,242.6,0,231,21,21,0,21,27,27,0,27,41,41,0,41,24,26.4,0,24,108,108,0,108
"1999-10",628,592.7643,48.6357,579.3643,NA,NA,NA,120,124,113,189,19,0,132,124,113,189,20.4,0,0,0,0,0,0,0,120,124,113,189,19,0,0,0,0,0,63,14.3643,48.6357,14.3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-04",1342,1380.6,0,1342,NA,NA,NA,180,190,93,154,30,0,198,190,93,169.4,31,0,0,0,0,0,0,0,180,190,93,154,30,0,175,175,0,175,300,300,0,300,72,72,0,72,0,2,0,0,2,2.2,0,2,0,2,0,0,33,33,0,33,113,113,0,113
"2000-05",8244.0001,8195.9437,48.0564,7963.0566,NA,NA,NA,1481,838,484,1784,166,76,1481,838,484,1784,166,76,0,0,0,0,0,0,1481,838,484,1784,166,76,667,667,0,667,500.0001,451.9437,48.0563,219.0566,710.0001,710,1e-04,710,183,183,0,183,160,160,0,160,200,200,0,200,320,320,0,320,675,675,0,675
"2000-06",17027.0002,16106.7236,920.2767,16106.7236,NA,NA,NA,3038,1336,1011,3864,258,120,3038,1335.9999,1011,3864,258,0,0,1e-04,0,0,0,120,3038,1335.9999,1011,3864,258,0,1267,1267,0,1267,547,547,0,547,1787,1786.9999,1e-04,1786.9999,667,667.0001,0,667.0001,500,476.04,23.96,476.04,575,202.317,372.683,202.317,600,196.3665,403.6335,196.3665,1457.0001,1457.0002,0,1457.0002
"2000-07",10821.0001,7219.776,3601.224,6885.1823,NA,NA,NA,2016,1056,691,2518,200,96,941.6221,1056,292.1938,2518,162.5434,0,1074.3778,0,398.8062,0,37.4566,96,729.3701,1056,233.6563,2518,147.5724,0,754.0001,319.7402,434.2598,319.7402,268,268,0,268,1143,798.9928,344.0073,750.1597,333,86.0839,246.9161,86.0839,280,49.1908,230.8092,49.1908,383,209.0609,173.9391,209.0609,250,202.9121,47.088,202.9121,833,315.436,517.564,315.436
"2000-08",3884,3561.0521,398.5479,3429.6263,NA,NA,NA,832.0001,540,371,684,106,48,561.2613,540,371,684,106,0,270.7387,0,0,0,0,48,505.4355,540,371,684,106,0,120,132,0,120,164,180.4,0,164,424,466.4,0,424,55,55,0,55,129,49.1908,79.8092,49.1908,67,67,0,67,48,52.8,0,48,296,296,0,296
"2000-09",2560,2645.0129,2.396,2548.7352,NA,NA,NA,497.9999,500,248,406,70,46,511.0089,500,248,446.6,77,46,0,0,0,0,0,0,489.1311,500,248,406,70,46,105,105,0,105,98,107.8,0,98,282,296.2,0,282,26,26,0,26,50,47.604,2.396,47.604,70,70,0,70,28,30.8,0,28,133,133,0,133
"2000-10",2011,2012.7908,0.8092,2010.1908,NA,NA,NA,202,212,194,319,31,0,202,212,194,319,33.6,0,0,0,0,0,0,0,202,212,194,319,31,0,200,200,0,200,46,46,0,46,400,400,0,400,29,29,0,29,50,49.1908,0.8092,49.1908,33,33,0,33,20,20,0,20,275,275,0,275
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-03",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-04",949,964,0,949,NA,NA,NA,152,160,130,128,77,0,152,160,130,140.8,77,0,0,0,0,0,0,0,152,160,130,128,77,0,75,75,0,75,133,133,0,133,31,31,0,31,0,1,0,0,2,2.2,0,2,0,1,0,0,11,11,0,11,50,50,0,50
"2001-05",8841.9999,8464.9883,377.0117,8464.9883,NA,NA,NA,1576,852,492,1815.9999,536,76,1576,852,492,1815.9999,393.5264,76,0,0,0,0,142.4736,0,1576,852,492,1815.9999,393.5264,76,683,683,0,683,518,283.462,234.538,283.462,725.0001,725,1e-04,725,183,183,0,183,160,160,0,160,217,217,0,217,320,320,0,320,688,688,0,688
"2001-06",14846.9997,14548.1487,298.8511,14548.1487,NA,NA,NA,2621.9998,1206,863,3293,432,102,2621.9998,1206,863,3293,380.832,102,0,0,0,0,51.168,0,2621.9998,1206,863,3293,380.832,102,966.9999,966.9999,0,966.9999,421,421,0,421,1367,1366.9999,1e-04,1366.9999,533,533,0,533,367,367,0,367,450,202.317,247.683,202.317,460,460.0001,0,460.0001,1764,1764.0001,0,1764.0001
"2001-07",12019.9999,10919.2476,1100.7523,10919.2476,NA,NA,NA,2188,1145.9999,750,2729,222,104,2188,1145.9999,750,2729,222,0,0,0,0,0,0,104,2188,1145.9999,750,2729,222,0,858,858,0,858,297,297,0,297,1265,1265,0,1265,449,86.0839,362.9161,86.0839,403,49.1908,353.8092,49.1908,417,209.0609,207.9391,209.0609,275,202.9121,72.0879,202.9121,917,917,0,917
"2001-08",5079.0001,4993.4748,165.7253,4913.2748,NA,NA,NA,1058,584.0001,400,1074,191,52,1058,584.0001,400,1074,191,0,0,0,0,0,0,52,1058,584.0001,400,1074,191,0,571,571,0,571,166,182.6,0,166,426,468.6,0,426,125,86.0839,38.9161,86.0839,124,49.1908,74.8092,49.1908,98,98,0,98,48,52.8,0,48,162,178.2,0,162
"2001-09",3134,3039.072,163.3281,2799.1312,NA,NA,NA,604,608,303,505,98,54,583.4787,608,303,549,100.8,0,20.5214,0,0,0,0,54,489.1311,608,303,505,98,0,109,112.4,0,109,128,64,64,0,367,385.2,0,367,34,34,0,34,41,41,0,41,70,70,0,70,38,13.1933,24.8067,0,175,175,0,175
"2001-10",1820,1797.6371,38.9629,1775.0618,NA,NA,NA,166,174,156,435,101,0,182.6,174,156,435,84,0,0,0,0,0,17,0,166,174,156,435,84,0,150,150,0,150,33,11.0371,21.9629,5.0618,286,286,0,286,29,29,0,29,25,25,0,25,52,52,0,52,13,13,0,13,200,200,0,200
"2001-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-03",3,3,0,3,NA,NA,NA,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002-04",965,967,32,784.7645,NA,NA,NA,168,176,86,142,28,0,184.8,176,86,156.2,28.8,0,0,0,0,0,0,0,168,176,86,142,28,0,75,75,0,75,167,167,0,19.7645,38,38,0,38,0,1,0,0,2,2.2,0,2,0,1,0,0,33,1,32,0,50,50,0,50
"2002-05",9448.0002,4876.0228,4571.9773,4306.41,NA,NA,NA,1667,944.0001,544,2011.0001,189,86,667.6436,944.0001,276.1938,1096.0891,129,0,999.3564,0,267.8062,914.9109,60,86,505.4355,944.0001,233.6563,1096.0891,105,0,783.0001,319.7402,463.2598,319.7402,591,64.5512,526.4487,0,835,834.9999,1e-04,577.9919,217,8.108,208.892,0,180,9,171,0,233,209.0609,23.9391,209.0609,380,2.2,377.8,0,788,315.436,472.564,315.436
"2002-06",17843.9997,4713.2113,13130.7886,4583.2154,NA,NA,NA,3110,1368,1037,3956.9998,264,124,170.3422,863.4485,271.0999,1722.6305,147.4638,0,2939.6577,504.5514,765.9001,2234.3694,116.5362,124,170.3422,863.4485,226.119,1722.6305,130,0,1367,309.426,1057.574,309.426,589,94.3245,494.6755,94.3245,1920,623.6083,1296.3917,559.347,733,0,733,0,533,3.2899,529.7101,0,624.9999,202.317,422.683,202.317,660,0,660,0,1557,305.2607,1251.7394,305.2607
"2002-07",13426.0001,4165.0352,9260.9648,4038.6832,NA,NA,NA,2440,1278,836,3041,241,116,475.1188,553.3965,233.6563,1213.6002,123,0,1964.8812,724.6035,602.3437,1827.3998,118,116,475.1188,553.3965,233.6563,1161.0004,123,0,891,319.7402,571.2598,319.7402,353,283.462,69.538,283.462,1500,586.9745,913.0255,530.8311,433,0,433,0,380,0,380,0,500.0001,55.8252,444.1749,43.042,325,0,325,0,1092,320.2616,771.7384,315.436
"2002-08",4241.0001,2506.2523,1764.7478,2476.2523,NA,NA,NA,987.0001,640,438,809,125,58,0,553.3965,233.6563,802.4249,102,0,987.0001,86.6035,204.3437,6.5751,23,58,0,553.3965,233.6563,802.4249,102,0,128,140.8,0,128,176,0,176,0,452,410.7746,41.2254,410.7746,59,0,59,0,71,0,71,0,74,74,0,74,52,0,52,0,172,189.2,0,172
"2002-09",2432,2112.7002,352.6998,2079.3002,NA,NA,NA,408,412,203,334,58,38,189.8743,412,203,367.4,58,0,218.1257,0,0,0,0,38,189.8743,412,203,334,58,0,312,309.426,2.574,309.426,72,0,72,0,392,392,0,392,22,22,0,22,23,23,0,23,36,36,0,36,22,0,22,0,100,100,0,100
"2002-10",1338,1313,25,1313,NA,NA,NA,134,142,165,211,21,0,134,142,165,211,21,0,0,0,0,0,0,0,134,142,165,211,21,0,228,228,0,228,17,0,17,0,306,306,0,306,14,14,0,14,0,0,0,0,17,17,0,17,8,0,8,0,75,75,0,75
"2002-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
