"Date","69_AGG_IrrigDemand","69_AGG_IrrigSupply","69_AGG_IrrigShortage","69_AGG_IrrigSupDirectFlow","69_AGG_MunDemand","69_AGG_MunSupply","69_AGG_MunShortage","69_ADS018_IrrigDemand","69_ADS018_IrrigSupply","69_ADS018_IrrigShortage","69_ADS018_IrrigSupDirectFlow"
"1981-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1981-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1981-04",181,181,0,181,NA,NA,NA,181,181,0,181
"1981-05",136,136,0,136,NA,NA,NA,136,136,0,136
"1981-06",326,326,0,326,NA,NA,NA,326,326,0,326
"1981-07",294,294.24,0,294,NA,NA,NA,294,294.24,0,294
"1981-08",243,243,0,243,NA,NA,NA,243,243,0,243
"1981-09",183,183.18,0,183,NA,NA,NA,183,183.18,0,183
"1981-10",33,33.18,0,33,NA,NA,NA,33,33.18,0,33
"1981-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1981-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-04",93,93,0,93,NA,NA,NA,93,93,0,93
"1982-05",204,204,0,204,NA,NA,NA,204,204,0,204
"1982-06",289,289,0,289,NA,NA,NA,289,289,0,289
"1982-07",365,365,0,365,NA,NA,NA,365,365,0,365
"1982-08",269,269,0,269,NA,NA,NA,269,269,0,269
"1982-09",115,115,0,115,NA,NA,NA,115,115,0,115
"1982-10",37,37.02,0,37,NA,NA,NA,37,37.02,0,37
"1982-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1982-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-04",12,12,0,12,NA,NA,NA,12,12,0,12
"1983-05",176,176,0,176,NA,NA,NA,176,176,0,176
"1983-06",256,256,0,256,NA,NA,NA,256,256,0,256
"1983-07",328,328,0,328,NA,NA,NA,328,328,0,328
"1983-08",293,293,0,293,NA,NA,NA,293,293,0,293
"1983-09",172,172.12,0,172,NA,NA,NA,172,172.12,0,172
"1983-10",93,93,0,93,NA,NA,NA,93,93,0,93
"1983-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1983-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-04",68,68,0,68,NA,NA,NA,68,68,0,68
"1984-05",264,264,0,264,NA,NA,NA,264,264,0,264
"1984-06",224,224.04,0,224,NA,NA,NA,224,224.04,0,224
"1984-07",330,329.9999,0,329.9999,NA,NA,NA,330,329.9999,0,329.9999
"1984-08",250,250,0,250,NA,NA,NA,250,250,0,250
"1984-09",189,189,0,189,NA,NA,NA,189,189,0,189
"1984-10",6,6,0,6,NA,NA,NA,6,6,0,6
"1984-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1984-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-04",114,114,0,114,NA,NA,NA,114,114,0,114
"1985-05",209,209,0,209,NA,NA,NA,209,209,0,209
"1985-06",604,604,0,604,NA,NA,NA,604,604,0,604
"1985-07",396,396,0,396,NA,NA,NA,396,396,0,396
"1985-08",339,254.76,84.24,156,NA,NA,NA,339,254.76,84.24,156
"1985-09",48,48.08,0,48,NA,NA,NA,48,48.08,0,48
"1985-10",31,31.26,0,31,NA,NA,NA,31,31.26,0,31
"1985-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1985-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-04",36,36,0,36,NA,NA,NA,36,36,0,36
"1986-05",173,173,0,173,NA,NA,NA,173,173,0,173
"1986-06",382,382,0,382,NA,NA,NA,382,382,0,382
"1986-07",458,458,0,458,NA,NA,NA,458,458,0,458
"1986-08",319,319,0,319,NA,NA,NA,319,319,0,319
"1986-09",96,96.16,0,96,NA,NA,NA,96,96.16,0,96
"1986-10",26,26,0,26,NA,NA,NA,26,26,0,26
"1986-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1986-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-03",7,7,0,7,NA,NA,NA,7,7,0,7
"1987-04",179,179,0,179,NA,NA,NA,179,179,0,179
"1987-05",204,204,0,204,NA,NA,NA,204,204,0,204
"1987-06",393,392.9999,0,392.9999,NA,NA,NA,393,392.9999,0,392.9999
"1987-07",274,274.04,0,274,NA,NA,NA,274,274.04,0,274
"1987-08",213,213,0,213,NA,NA,NA,213,213,0,213
"1987-09",196,184.66,11.34,171,NA,NA,NA,196,184.66,11.34,171
"1987-10",35,35.1,0,35,NA,NA,NA,35,35.1,0,35
"1987-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1987-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-03",5,5,0,5,NA,NA,NA,5,5,0,5
"1988-04",75,75,0,75,NA,NA,NA,75,75,0,75
"1988-05",191,191,0,191,NA,NA,NA,191,191,0,191
"1988-06",300,300,0,300,NA,NA,NA,300,300,0,300
"1988-07",372,372.12,0,372,NA,NA,NA,372,372.12,0,372
"1988-08",287,287.02,0,287,NA,NA,NA,287,287.02,0,287
"1988-09",144,144.24,0,144,NA,NA,NA,144,144.24,0,144
"1988-10",107,107.22,0,107,NA,NA,NA,107,107.22,0,107
"1988-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1988-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-03",7,7,0,7,NA,NA,NA,7,7,0,7
"1989-04",246,246,0,246,NA,NA,NA,246,246,0,246
"1989-05",285,285,0,285,NA,NA,NA,285,285,0,285
"1989-06",294,259.28,34.72,218,NA,NA,NA,294,259.28,34.72,218
"1989-07",352,352,0,352,NA,NA,NA,352,352,0,352
"1989-08",276,276,0,276,NA,NA,NA,276,276,0,276
"1989-09",200,140.8468,59.1532,71.406,NA,NA,NA,200,140.8468,59.1532,71.406
"1989-10",54,54,0,54,NA,NA,NA,54,54,0,54
"1989-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1989-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-03",9,9,0,9,NA,NA,NA,9,9,0,9
"1990-04",79,79,0,79,NA,NA,NA,79,79,0,79
"1990-05",171,171,0,171,NA,NA,NA,171,171,0,171
"1990-06",333,333.18,0,333,NA,NA,NA,333,333.18,0,333
"1990-07",324,324.0399,0,324,NA,NA,NA,324,324.0399,0,324
"1990-08",226,226,0,226,NA,NA,NA,226,226,0,226
"1990-09",154,154,0,154,NA,NA,NA,154,154,0,154
"1990-10",44,44,0,44,NA,NA,NA,44,44,0,44
"1990-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1990-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-04",96,96,0,96,NA,NA,NA,96,96,0,96
"1991-05",340,340,0,340,NA,NA,NA,340,340,0,340
"1991-06",477,477,0,477,NA,NA,NA,477,477,0,477
"1991-07",324,324.0399,0,324,NA,NA,NA,324,324.0399,0,324
"1991-08",261,216.44,44.56,164,NA,NA,NA,261,216.44,44.56,164
"1991-09",133,133.18,0,133,NA,NA,NA,133,133.18,0,133
"1991-10",54,54,0,54,NA,NA,NA,54,54,0,54
"1991-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1991-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-03",5,5,0,5,NA,NA,NA,5,5,0,5
"1992-04",211,211,0,211,NA,NA,NA,211,211,0,211
"1992-05",322,322,0,322,NA,NA,NA,322,322,0,322
"1992-06",403,403,0,403,NA,NA,NA,403,403,0,403
"1992-07",491,491,0,491,NA,NA,NA,491,491,0,491
"1992-08",304,304,0,304,NA,NA,NA,304,304,0,304
"1992-09",176,152.5,23.5,125,NA,NA,NA,176,152.5,23.5,125
"1992-10",48,48.08,0,48,NA,NA,NA,48,48.08,0,48
"1992-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1992-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-03",7,7,0,7,NA,NA,NA,7,7,0,7
"1993-04",225,225,0,225,NA,NA,NA,225,225,0,225
"1993-05",362,362,0,362,NA,NA,NA,362,362,0,362
"1993-06",372,372,0,372,NA,NA,NA,372,372,0,372
"1993-07",367,367,0,367,NA,NA,NA,367,367,0,367
"1993-08",248,248.08,0,248,NA,NA,NA,248,248.08,0,248
"1993-09",183,183.18,0,183,NA,NA,NA,183,183.18,0,183
"1993-10",19,19,0,19,NA,NA,NA,19,19,0,19
"1993-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1993-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-04",68,68,0,68,NA,NA,NA,68,68,0,68
"1994-05",224,224,0,224,NA,NA,NA,224,224,0,224
"1994-06",409,409.14,0,409,NA,NA,NA,409,409.14,0,409
"1994-07",396,396.16,0,396,NA,NA,NA,396,396.16,0,396
"1994-08",354,354,0,354,NA,NA,NA,354,354,0,354
"1994-09",96,96.16,0,96,NA,NA,NA,96,96.16,0,96
"1994-10",30,30,0,30,NA,NA,NA,30,30,0,30
"1994-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1994-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-04",43,43,0,43,NA,NA,NA,43,43,0,43
"1995-05",105,105,0,105,NA,NA,NA,105,105,0,105
"1995-06",285,285,0,285,NA,NA,NA,285,285,0,285
"1995-07",319,319,0,319,NA,NA,NA,319,319,0,319
"1995-08",337,337.02,0,337,NA,NA,NA,337,337.02,0,337
"1995-09",174,174.04,0,174,NA,NA,NA,174,174.04,0,174
"1995-10",80,80,0,80,NA,NA,NA,80,80,0,80
"1995-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1995-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-04",125,125,0,125,NA,NA,NA,125,125,0,125
"1996-05",282,282,0,282,NA,NA,NA,282,282,0,282
"1996-06",358,193.8468,164.1532,71.406,NA,NA,NA,358,193.8468,164.1532,71.406
"1996-07",369,369,0,369,NA,NA,NA,369,369,0,369
"1996-08",328,328,0,328,NA,NA,NA,328,328,0,328
"1996-09",133,133.18,0,133,NA,NA,NA,133,133.18,0,133
"1996-10",67,67,0,67,NA,NA,NA,67,67,0,67
"1996-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1996-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-04",36,36,0,36,NA,NA,NA,36,36,0,36
"1997-05",220,220,0,220,NA,NA,NA,220,220,0,220
"1997-06",283,283.18,0,283,NA,NA,NA,283,283.18,0,283
"1997-07",298,298.08,0,298,NA,NA,NA,298,298.08,0,298
"1997-08",331,331,0,331,NA,NA,NA,331,331,0,331
"1997-09",187,187,0,187,NA,NA,NA,187,187,0,187
"1997-10",36,36,0,36,NA,NA,NA,36,36,0,36
"1997-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1997-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-03",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-04",65,65,0,65,NA,NA,NA,65,65,0,65
"1998-05",238,238,0,238,NA,NA,NA,238,238,0,238
"1998-06",270,270.2,0,270,NA,NA,NA,270,270.2,0,270
"1998-07",322,322.12,0,322,NA,NA,NA,322,322.12,0,322
"1998-08",324,324.0399,0,324,NA,NA,NA,324,324.0399,0,324
"1998-09",231,231.26,0,231,NA,NA,NA,231,231.26,0,231
"1998-10",83,83,0,83,NA,NA,NA,83,83,0,83
"1998-11",0,0,0,0,NA,NA,NA,0,0,0,0
"1998-12",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-01",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-02",0,0,0,0,NA,NA,NA,0,0,0,0
"1999-03",84,84,0,84,NA,NA,NA,84,84,0,84
"1999-04",152,152,0,152,NA,NA,NA,152,152,0,152
"1999-05",144,144,0,144,NA,NA,NA,144,144,0,144
"1999-06",252,252,0,252,NA,NA,NA,252,252,0,252
"1999-07",313,313,0,313,NA,NA,NA,313,313,0,313
"1999-08",193,193,0,193,NA,NA,NA,193,193,0,193
"1999-09",174,174.04,0,174,NA,NA,NA,174,174.04,0,174
"1999-10",94,94.24,0,94,NA,NA,NA,94,94.24,0,94
"1999-11",16,16,0,16,NA,NA,NA,16,16,0,16
"1999-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-04",225,225,0,225,NA,NA,NA,225,225,0,225
"2000-05",287,287,0,287,NA,NA,NA,287,287,0,287
"2000-06",333,256.2214,76.7786,165.6988,NA,NA,NA,333,256.2214,76.7786,165.6988
"2000-07",389,389,0,389,NA,NA,NA,389,389,0,389
"2000-08",278,278,0,278,NA,NA,NA,278,278,0,278
"2000-09",200,183.9,16.1,165,NA,NA,NA,200,183.9,16.1,165
"2000-10",19,19,0,19,NA,NA,NA,19,19,0,19
"2000-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2000-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-04",107,107,0,107,NA,NA,NA,107,107,0,107
"2001-05",244,244,0,244,NA,NA,NA,244,244,0,244
"2001-06",315,315,0,315,NA,NA,NA,315,315,0,315
"2001-07",407,407.2199,0,407,NA,NA,NA,407,407.2199,0,407
"2001-08",254,254,0,254,NA,NA,NA,254,254,0,254
"2001-09",211,146.8468,64.1532,71.406,NA,NA,NA,211,146.8468,64.1532,71.406
"2001-10",70,70.2,0,70,NA,NA,NA,70,70.2,0,70
"2001-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2001-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-04",236,236,0,236,NA,NA,NA,236,236,0,236
"2002-05",256,224.3989,31.6011,224.3989,NA,NA,NA,256,224.3989,31.6011,224.3989
"2002-06",357,103.3816,253.6184,19,NA,NA,NA,357,103.3816,253.6184,19
"2002-07",419,399.6752,19.3248,399.6752,NA,NA,NA,419,399.6752,19.3248,399.6752
"2002-08",330,33,297,33,NA,NA,NA,330,33,297,33
"2002-09",137,137,0,137,NA,NA,NA,137,137,0,137
"2002-10",26,26,0,26,NA,NA,NA,26,26,0,26
"2002-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2002-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-04",104,104,0,104,NA,NA,NA,104,104,0,104
"2003-05",209,209,0,209,NA,NA,NA,209,209,0,209
"2003-06",283,283.18,0,283,NA,NA,NA,283,283.18,0,283
"2003-07",385,119.6262,265.3738,73.7862,NA,NA,NA,385,119.6262,265.3738,73.7862
"2003-08",280,73.7862,206.2138,73.7862,NA,NA,NA,280,73.7862,206.2138,73.7862
"2003-09",131,131,0,131,NA,NA,NA,131,131,0,131
"2003-10",44,44,0,44,NA,NA,NA,44,44,0,44
"2003-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2003-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-03",33,33,0,33,NA,NA,NA,33,33,0,33
"2004-04",206,206,0,206,NA,NA,NA,206,206,0,206
"2004-05",257,257,0,257,NA,NA,NA,257,257,0,257
"2004-06",289,289,0,289,NA,NA,NA,289,289,0,289
"2004-07",322,322.12,0,322,NA,NA,NA,322,322.12,0,322
"2004-08",244,165.9417,78.0583,73.7862,NA,NA,NA,244,165.9417,78.0583,73.7862
"2004-09",126,126,0,126,NA,NA,NA,126,126,0,126
"2004-10",28,28,0,28,NA,NA,NA,28,28,0,28
"2004-11",0,0,0,0,NA,NA,NA,0,0,0,0
"2004-12",0,0,0,0,NA,NA,NA,0,0,0,0
"2005-01",0,0,0,0,NA,NA,NA,0,0,0,0
"2005-02",0,0,0,0,NA,NA,NA,0,0,0,0
"2005-03",0,0,0,0,NA,NA,NA,0,0,0,0
"2005-04",296,296,0,296,NA,NA,NA,296,296,0,296
"2005-05",404,404,0,404,NA,NA,NA,404,404,0,404
"2005-06",269,269,0,269,NA,NA,NA,269,269,0,269
"2005-07",337,337.02,0,337,NA,NA,NA,337,337.02,0,337
"2005-08",239,239,0,239,NA,NA,NA,239,239,0,239
"2005-09",143,143,0,143,NA,NA,NA,143,143,0,143
