"Date","63_AGG_IrrigDemand","63_AGG_IrrigSupply","63_AGG_IrrigShortage","63_AGG_IrrigSupDirectFlow","63_AGG_MunDemand","63_AGG_MunSupply","63_AGG_MunShortage","63_AMS002_MunShortage","63_ADS023_IrrigDemand","63_ADS024_IrrigDemand","63_ADS023_IrrigSupply","63_ADS024_IrrigSupply","63_ADS023_IrrigShortage","63_ADS024_IrrigShortage","63_ADS023_IrrigSupDirectFlow","63_ADS024_IrrigSupDirectFlow","63_AMS002_MunDemand","63_AMS002_MunSupply"
"1990-04",2451,1995,456,1995,108,104.7288,9.8136,3.2712,874,1577,874,1121,0,456,874,1121,108,104.7288
"1990-05",5238.0001,4691.9999,546.0001,4691.9999,108,108,0,0,1571.0001,3667,1571.0001,3120.9998,0,546.0001,1571.0001,3120.9998,108,108
"1990-06",4071,4071,0,4071,108,104.7288,9.8136,3.2712,1256,2815,1256,2815,0,0,1256,2815,108,104.7288
"1990-07",2569,2374.897,194.143,2304.1243,108,108,0,0,1124,1445,1124.0399,1250.8571,0,194.143,1124,1180.1243,108,108
"1990-08",2527,1794.5165,732.4835,1596.283,108,108,0,0,1139,1388,1139,655.5165,0,732.4835,1139,457.283,108,108
"1990-09",1589,1248.9445,340.0555,1248.9445,108,104.7288,9.8136,3.2712,667,922,666.9999,581.9446,1e-04,340.0554,666.9999,581.9446,108,104.7288
"1990-10",723,723.24,0,723,108,108,0,0,244,479,244.24,479,0,0,244,479,108,108
"1990-11",131,131,0,131,108,104.7288,9.8136,3.2712,17,114,17,114,0,0,17,114,108,104.7288
"1990-12",76,76,0,76,108,108,0,0,0,76,0,76,0,0,0,76,108,108
"1991-01",60,60,0,60,108,108,0,0,0,60,0,60,0,0,0,60,108,108
"1991-02",47,47,0,47,108,97.7469,30.7594,10.2531,0,47,0,47,0,0,0,47,108,97.7469
"1991-03",136,136,0,136,108,108,0,0,56,80,56,80,0,0,56,80,108,108
"1991-04",1587,1587,0,1587,108,104.7288,9.8136,3.2712,630,957,630,957,0,0,630,957,108,104.7288
"1991-05",6108.9995,6108.9995,0,6108.9995,108,108,0,0,1771,4337.9995,1771,4337.9995,0,0,1771,4337.9995,108,108
"1991-06",3886.9999,3886.9999,0,3886.9999,108,104.7288,9.8136,3.2712,1197.9999,2689,1197.9999,2689,0,0,1197.9999,2689,108,104.7288
"1991-07",2885.0001,2829.1541,55.9057,2829.0942,108,108,0,0,1261.0001,1624,1261.0599,1568.0941,0,55.9057,1261.0001,1568.0941,108,108
"1991-08",2290.9999,2061.3505,229.8296,1846.4141,108,108,0,0,1032.9999,1258,1033.1799,1028.1705,0,229.8296,1032.9999,813.4142,108,108
"1991-09",1413.0001,1367.3052,45.6949,1367.3052,108,104.7288,9.8136,3.2712,593.0001,820,593.0001,774.3051,0,45.6949,593.0001,774.3051,108,104.7288
"1991-10",957,631.0551,325.9449,556.2501,108,108,0,0,317,640,317,314.0551,0,325.9449,317,239.2501,108,108
"1991-11",120,120.14,0,120,108,104.7288,9.8136,3.2712,9,111,9.14,111,0,0,9,111,108,104.7288
"1991-12",70,70,0,70,108,108,0,0,0,70,0,70,0,0,0,70,108,108
"1992-01",46,46,0,46,108,108,0,0,0,46,0,46,0,0,0,46,108,108
"1992-02",37,37,0,37,108,97.7469,30.7594,10.2531,0,37,0,37,0,0,0,37,108,97.7469
"1992-03",204,204.06,0,204,108,108,0,0,93,111,93,111.06,0,0,93,111,108,108
"1992-04",2736,2735.9999,1e-04,2735.9999,108,104.7288,9.8136,3.2712,899,1837,898.9999,1837,1e-04,0,898.9999,1837,108,104.7288
"1992-05",5543.9998,5543.9998,2e-04,5543.9998,108,108,0,0,1796,3747.9998,1796,3747.9998,0,2e-04,1796,3747.9998,108,108
"1992-06",3933,3933,0,3933,108,104.7288,9.8136,3.2712,1124,2809,1124,2809,0,0,1124,2809,108,104.7288
"1992-07",2226,2226,0,2226,108,108,0,0,891,1335,891,1335,0,0,891,1335,108,108
"1992-08",2387.9999,2140.925,247.0748,1908.446,108,108,0,0,1075.9999,1312,1075.9999,1064.9252,0,247.0748,1075.9999,832.4462,108,108
"1992-09",1728,1126.6752,601.3647,1090.1478,108,104.7288,9.8136,3.2712,724,1004,724.0399,402.6353,0,601.3647,723.9999,366.1479,108,104.7288
"1992-10",916.0001,742.1761,173.824,742.1761,108,108,0,0,313,603.0001,313,429.1761,0,173.824,313,429.1761,108,108
"1992-11",88,88,0,88,108,104.7288,9.8136,3.2712,17,71,17,71,0,0,17,71,108,104.7288
"1992-12",60,60,0,60,108,108,0,0,0,60,0,60,0,0,0,60,108,108
"1993-01",55,55,0,55,108,108,0,0,0,55,0,55,0,0,0,55,108,108
"1993-02",46,46,0,46,108,97.7469,30.7594,10.2531,0,46,0,46,0,0,0,46,108,97.7469
"1993-03",270,270.2,0,270,108,108,0,0,111,159,111.06,159.14,0,0,111,159,108,108
"1993-04",1526,1526,0,1526,108,104.7288,9.8136,3.2712,750,776,750,776,0,0,750,776,108,104.7288
"1993-05",5614.9999,5614.9996,2e-04,5614.9996,108,108,0,0,1714.9999,3900,1714.9999,3899.9998,0,2e-04,1714.9999,3899.9998,108,108
