"Date","41_AGG_IrrigDemand","41_AGG_IrrigSupply","41_AGG_IrrigShortage","41_AGG_IrrigSupDirectFlow","41_AGG_MunDemand","41_AGG_MunSupply","41_AGG_MunShortage","41_ADG035_IrrigDemand","41_ADG036_IrrigDemand","41_ADG037_IrrigDemand","41_ADG035_IrrigSupply","41_ADG036_IrrigSupply","41_ADG037_IrrigSupply","41_ADG035_IrrigShortage","41_ADG036_IrrigShortage","41_ADG037_IrrigShortage","41_ADG035_IrrigSupDirectFlow","41_ADG036_IrrigSupDirectFlow","41_ADG037_IrrigSupDirectFlow","4100568_D_IrrigDemand","4100568_D_IrrigSupply","4100568_D_IrrigShortage","4100568_D_IrrigSupDirectFlow","4100534_D_IrrigDemand","4100534_D_IrrigSupply","4100534_D_IrrigShortage","4100534_D_IrrigSupDirectFlow"
"1984-02",1289.9999,1290,0,1290,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,403,403,0,403,886.9999,887,0,887
"1984-03",883,883,0,883,NA,NA,NA,1,0,4,1,0,4,0,0,0,1,0,4,417,417,0,417,461,461,0,461
"1984-04",16241,16112.9082,128.0938,12532.7822,NA,NA,NA,500,1867,891,371.9063,1867,891,128.0938,0,0,371.9063,1867,891,348,348,0,348,12635,12635.002,0,9054.876
"1984-05",31308.0021,31308.0275,0,16158.7053,NA,NA,NA,296,3942,2110.0002,296,3942,2110.0002,0,0,0,296,3942,2110.0002,454,454,0,454,24506.002,24506.0273,0,9356.7051
"1984-06",33636.0005,33636.0357,0,16532.8765,NA,NA,NA,340,4197.0005,2504,340,4197.0005,2504,0,0,0,340,4197.0005,2504,437,437,0,437,26158,26158.0352,0,9054.876
"1984-07",35594.9995,35595.0678,0,16739.7046,NA,NA,NA,380,3731.9998,2818.9998,380,3731.9998,2818.9998,0,0,0,380,3731.9998,2818.9998,452,452,0,452,28212,28212.0684,0,9356.7051
"1984-08",25285.002,25285.0449,0,14717.7051,NA,NA,NA,200,2875,1928,200,2875,1928,0,0,0,200,2875,1928,358,358,0,358,19924.002,19924.0449,0,9356.7051
"1984-09",14444,14444.0176,0,11462.876,NA,NA,NA,152,1364,758,152,1364,758,0,0,0,152,1364,758,134,134,0,134,12036,12036.0176,0,9054.876
"1984-10",5783.0006,5793.002,0,5783.0006,NA,NA,NA,56,428,710.0001,56,438,710.0001,0,0,0,56,428,710.0001,154,154,0,154,4435.0005,4435.002,0,4435.0005
"1984-11",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985-01",387,387,0,387,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,89,298,298,0,298
"1985-02",643,643,0,643,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0,167,476,476,0,476
"1985-03",710,710.0001,0,710,NA,NA,NA,0,0,8,0,0,8,0,0,0,0,0,8,226,226,0,226,476,476.0001,0,476
"1985-04",17443,17443.0059,0,12031.876,NA,NA,NA,0,2098,686,0,2098,686,0,0,0,0,2098,686,193,193,0,193,14466,14466.0059,0,9054.876
"1985-05",33120.0005,33120.0239,0,16868.7055,NA,NA,NA,274,4764.0005,2067,274,4764.0005,2067,0,0,0,274,4764.0005,2067,407,407,0,407,25608,25608.0234,0,9356.7051
"1985-06",36698,36663.9551,34.0469,26942.5332,NA,NA,NA,440,4413,2250,405.9531,4413,2250,34.0469,0,0,371.9063,4413,2250,338,338,0,338,29257,29257.002,0,19569.627
"1985-07",37301.0001,37301.0018,2e-04,23694.9823,NA,NA,NA,378,3528,1961.0001,378,3527.9998,1961.0001,0,2e-04,0,378,3527.9998,1961.0001,392,392,0,392,31042,31042.002,0,17435.9824
"1985-08",29229.9998,29230.0545,0,14431.7049,NA,NA,NA,252,2646.9998,1738,252,2646.9998,1738,0,0,0,252,2646.9998,1738,438,438,0,438,24155,24155.0547,0,9356.7051
"1985-09",18747,18747.0098,0,10574.876,NA,NA,NA,94,818,497,94,818,497,0,0,0,94,818,497,111,111,0,111,17227,17227.0098,0,9054.876
"1985-10",11457.9999,11479.0048,0,11109.705,NA,NA,NA,108,852,659.9999,108,873,659.9999,0,0,0,108,852,659.9999,133,133,0,133,9705,9705.0049,0,9356.7051
"1985-11",268,268,0,268,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,30,238,238,0,238
"1985-12",934,934,0,934,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,107,827,827,0,827
"1986-01",1065,1065,0,1065,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,123,0,123,942,942,0,942
"1986-02",955,955,0,955,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,102,853,853,0,853
"1986-03",3384.9998,3385.0022,0,3384.9998,NA,NA,NA,0,143,186,0,143,186,0,0,0,0,143,186,300,300,0,300,2755.9998,2756.0022,0,2755.9998
"1986-04",28293.002,28293.0078,0,14935.876,NA,NA,NA,0,4399,1282,0,4399,1282,0,0,0,0,4399,1282,200,200,0,200,22412.002,22412.0078,0,9054.876
"1986-05",35601.0005,35601.0181,0,18681.7056,NA,NA,NA,230,5643.0005,3107,230,5643.0005,3107,0,0,0,230,5643.0005,3107,345,345,0,345,26276,26276.0176,0,9356.7051
"1986-06",38902.002,38884.9941,17.0469,16713.7822,NA,NA,NA,406,4378,2652,388.9531,4378,2652,17.0469,0,0,371.9063,4378,2652,257,257,0,257,31209.002,31209.041,0,9054.876
"1986-07",39785.9997,39785.8628,0.1396,15689.7046,NA,NA,NA,306,3801.9998,1972,306,3801.9995,1972,0,2e-04,0,306,3801.9995,1972,253,253,0,253,33453,33452.8633,0.1393,9356.7051
"1986-08",31579.0002,31579.0432,0,15646.7043,NA,NA,NA,192,3480,2266.0002,192,3480,2266.0002,0,0,0,192,3480,2266.0002,352,352,0,352,25289,25289.043,0,9356.7041
"1986-09",20854.9999,20855.0155,0,11890.8758,NA,NA,NA,146,1497.9999,953,146,1497.9999,953,0,0,0,146,1497.9999,953,239,239,0,239,18019,18019.0156,0,9054.876
"1986-10",8261,8277.0015,0,8260.9995,NA,NA,NA,72,546,431,72,562.0001,431,0,0,0,72,546,431,67,67,0,67,7145,7145.0015,0,7144.9995
"1986-11",625,625,0,625,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,104,104,0,104,521,521,0,521
"1986-12",901.9999,901.9999,0,901.9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,168,168,0,168,733.9999,733.9999,0,733.9999
"1987-01",872.9999,872.9999,0,872.9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,184,688.9999,688.9999,0,688.9999
"1987-02",926,926,0,926,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,146,780,780,0,780
"1987-03",962,962,0,962,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,188,188,0,188,774,774,0,774
"1987-04",23976.998,23977.0059,0,11854.876,NA,NA,NA,12,1882,756,12,1882,756,0,0,0,12,1882,756,150,150,0,150,21176.998,21177.0059,0,9054.876
"1987-05",38054,38054.0176,0,18125.7051,NA,NA,NA,250,5469,2834,250,5469,2834,0,0,0,250,5469,2834,216,216,0,216,29285,29285.0176,0,9356.7051
"1987-06",38994,38979.9902,14.0469,15894.7822,NA,NA,NA,400,4144,2074,385.9531,4144,2074,14.0469,0,0,371.9063,4144,2074,250,250,0,250,32126,32126.0371,0,9054.876
"1987-07",35324.0002,35324.0627,0,15124.7052,NA,NA,NA,380,3532,1606.0001,380,3532,1606.0001,0,0,0,380,3532,1606.0001,250,250,0,250,29556,29556.0625,0,9356.7051
"1987-08",32382,32382.041,0,12776.7051,NA,NA,NA,186,1940,1094,186,1940,1094,0,0,0,186,1940,1094,200,200,0,200,28962,28962.041,0,9356.7051
"1987-09",21746.9999,21747.0253,0,12224.8759,NA,NA,NA,202,1814,962.9999,202,1814,962.9999,0,0,0,202,1814,962.9999,191,191,0,191,18577,18577.0254,0,9054.876
"1987-10",18862,18882.0059,0,11547.7041,NA,NA,NA,114,930,980,114,950.0001,980,0,0,0,114,930,980,167,167,0,167,16671,16671.0059,0,9356.7041
"1987-11",782,791.0002,0,781.9999,NA,NA,NA,0,0,8,0,5,12,0,0,0,0,0,8,0,0,0,0,774,774.0002,0,773.9999
"1987-12",1223.9999,1224,0,1224,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.9999,1224,0,1224
"1988-01",1230,1230.0001,0,1230.0001,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,1230.0001,0,1230.0001
"1988-02",1029,1029,0,1029,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,1029,0,1029
"1988-03",1079,1079,0,1079,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,1079,0,1079
"1988-04",14801.001,14316.1362,484.8696,12724.0064,NA,NA,NA,20,2973,1036,20,2488.1304,1036,0,484.8696,0,20,2488.1304,1036,125,125,0,125,10647.001,10647.0059,0,9054.876
"1988-05",27841.9998,27842.0232,0,17519.7048,NA,NA,NA,288,4999.9995,2592.0002,288,4999.9995,2592.0002,0,0,0,288,4999.9995,2592.0002,283,283,0,283,19679,19679.0234,0,9356.7051
"1988-06",30658.0002,30621.0061,37.0469,16071.7825,NA,NA,NA,446,4022,2316.0002,408.9531,4022,2316.0002,37.0469,0,0,371.9063,4022,2316.0002,307,307,0,307,23567,23567.0527,0,9054.876
"1988-07",36784.0001,36761.614,22.4604,15727.0093,NA,NA,NA,410,3858,1842.0001,387.5396,3858,1842.0001,22.4604,0,0,384.3031,3858,1842.0001,286,286,0,286,30388,30388.0742,0,9356.7061
"1988-08",23746.998,23747.0487,1e-04,13161.7059,NA,NA,NA,200,2123,1256,200,2123,1255.9999,0,0,1e-04,200,2123,1255.9999,226,226,0,226,19941.998,19942.0488,0,9356.7061
"1988-09",12774,12774.0156,0,11273.876,NA,NA,NA,144,1288,660,144,1288,660,0,0,0,144,1288,660,127,127,0,127,10555,10555.0156,0,9054.876
"1988-10",19198,19079.0089,142,12156.7051,NA,NA,NA,142,1180,1387,0,1203.0001,1387,142,0,0,0,1180,1387,233,233,0,233,16256,16256.0088,0,9356.7051
"1988-11",623,627.0003,0,623,NA,NA,NA,0,0,23,0,4,23,0,0,0,0,0,23,0,0,0,0,600,600.0003,0,600
"1988-12",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-01",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-02",0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989-03",3032,3032.002,0,3032,NA,NA,NA,0,199,161,0,199,161,0,0,0,0,199,161,300,300,0,300,2372,2372.002,0,2372
"1989-04",28045,28045.0137,0,13463.876,NA,NA,NA,33,3067,1084,33,3067,1084,0,0,0,33,3067,1084,225,225,0,225,23636,23636.0137,0,9054.876
"1989-05",35226.0015,35226.0308,0,16782.7046,NA,NA,NA,326,4354.9995,2362,326,4354.9995,2362,0,0,0,326,4354.9995,2362,383,383,0,383,27800.002,27800.0313,0,9356.7051
"1989-06",26461,26446.9978,14.0471,15139.782,NA,NA,NA,400,3548,1894,385.9531,3547.9998,1894,14.0469,2e-04,0,371.9063,3547.9998,1894,271,271,0,271,20348,20348.0449,0,9054.876
"1989-07",32355.0002,32355.0627,0,15207.7053,NA,NA,NA,380,3544.0002,1663,380,3544.0002,1663,0,0,0,380,3544.0002,1663,264,264,0,264,26504,26504.0625,0,9356.7051
"1989-08",23924.002,23924.043,0,13021.7051,NA,NA,NA,204,2111,1150,204,2111,1150,0,0,0,204,2111,1150,200,200,0,200,20259.002,20259.043,0,9356.7051
"1989-09",14719.0011,14719.0167,0,11930.8761,NA,NA,NA,188,1682.0001,879,188,1682.0001,879,0,0,0,188,1682.0001,879,127,127,0,127,11843.001,11843.0166,0,9054.876
"1989-10",11151.0009,11166.0059,0,11151.0019,NA,NA,NA,114,907.9999,807,114,923,807,0,0,0,114,907.9999,807,133,133,0,133,9189.001,9189.0059,0,9189.002
"1989-11",1519,1519,0,1519,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,1519,0,1519
"1989-12",1502,1502,0,1502,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,1502,0,1502
"1990-01",1230,1230.0001,0,1230.0001,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,1230.0001,0,1230.0001
"1990-02",1369,1369,0,1369,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,1369,0,1369
"1990-03",1297.0001,1297.001,0,1297.0001,NA,NA,NA,0,32,72,0,32,72,0,0,0,0,32,72,100,100,0,100,1093.0001,1093.001,0,1093.0001
"1990-04",18598.999,16288.7499,2310.2542,11798.6366,NA,NA,NA,21,3494,1706,21,1183.746,1706,0,2310.2542,0,21,1183.746,1706,325,325,0,325,13052.999,13053.0039,0,8562.8906
"1990-05",25934,25934.0212,2e-04,16403.7048,NA,NA,NA,282,3688,2762,282,3687.9998,2762,0,2e-04,0,282,3687.9998,2762,315,315,0,315,18887,18887.0215,0,9356.7051
"1990-06",33411.0002,33343.9104,67.1406,16399.7825,NA,NA,NA,452,4064.0002,2616,384.8594,4064.0002,2616,67.1406,0,0,371.9063,4064.0002,2616,293,293,0,293,25986,25986.0508,0,9054.876
"1990-07",31736,31736.0467,2e-04,14417.7049,NA,NA,NA,324,2996,1536,324,2995.9998,1536,0,2e-04,0,324,2995.9998,1536,205,205,0,205,26675,26675.0469,0,9356.7051
"1990-08",27840.9999,27841.0468,0,13408.704,NA,NA,NA,222,2311,1281.9999,222,2311,1281.9999,0,0,0,222,2311,1281.9999,237,237,0,237,23789,23789.0469,0,9356.7041
"1990-09",21095,21095.0273,0,12243.876,NA,NA,NA,194,1758,1019,194,1758,1019,0,0,0,194,1758,1019,218,218,0,218,17906,17906.0273,0,9054.876
"1990-10",7425,7432.001,0,7424.9995,NA,NA,NA,56,438,479,56,445,479,0,0,0,56,438,479,33,33,0,33,6419,6419.001,0,6418.9995
"1990-11",1007,1007.0001,0,1007.0001,NA,NA,NA,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,998,998.0001,0,998.0001
"1990-12",992,992.0001,0,992.0001,NA,NA,NA,0,8,0,0,8,0,0,0,0,0,8,0,0,0,0,0,984,984.0001,0,984.0001
"1991-01",952.0001,952.0001,0,952.0001,NA,NA,NA,0,8,0,0,8,0,0,0,0,0,8,0,0,0,0,0,944.0001,944.0001,0,944.0001
"1991-02",926,926.0001,0,926.0001,NA,NA,NA,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,916,916.0001,0,916.0001
"1991-03",1264,1264.0001,0,1264.0001,NA,NA,NA,0,163,0,0,163,0,0,0,0,0,163,0,0,0,0,0,1101,1101.0001,0,1101.0001
"1991-04",12028.0005,10367.3362,1660.6667,9894.174,NA,NA,NA,29,3402,356,29,1741.3333,356,0,1660.6667,0,29,1741.3333,356,161,161,0,161,8080.0005,8080.0029,0,7606.8408
"1991-05",26162.9995,26163.019,0,16886.7046,NA,NA,NA,286,5248.9995,1762,286,5248.9995,1762,0,0,0,286,5248.9995,1762,233,233,0,233,18633,18633.0195,0,9356.7051
"1991-06",32287.998,32262.4473,25.5938,15811.7822,NA,NA,NA,412,3885,2264,386.4063,3885,2264,25.5938,0,0,371.9063,3885,2264,236,236,0,236,25490.998,25491.041,0,9054.876
"1991-07",31868.0002,31868.0588,0,14914.7053,NA,NA,NA,372,3444.0002,1510,372,3444.0002,1510,0,0,0,372,3444.0002,1510,232,232,0,232,26310,26310.0586,0,9356.7051
"1991-08",28749.998,28750.0449,0,13196.7051,NA,NA,NA,206,2172,1230,206,2172,1230,0,0,0,206,2172,1230,232,232,0,232,24909.998,24910.0449,0,9356.7051
