"Date","60_AGG_IrrigDemand","60_AGG_IrrigSupply","60_AGG_IrrigShortage","60_AGG_IrrigSupDirectFlow","60_AGG_MunDemand","60_AGG_MunSupply","60_AGG_MunShortage","60_ADS020_IrrigDemand","60_ADS021_IrrigDemand","60_ADS022_IrrigDemand","60_ADS020_IrrigSupply","60_ADS021_IrrigSupply","60_ADS022_IrrigSupply","60_ADS020_IrrigShortage","60_ADS021_IrrigShortage","60_ADS022_IrrigShortage","60_ADS020_IrrigSupDirectFlow","60_ADS021_IrrigSupDirectFlow","60_ADS022_IrrigSupDirectFlow","6000670_I_IrrigDemand","6000672_I_IrrigDemand","6000707_I_IrrigDemand","6000670_I_IrrigSupply","6000672_I_IrrigSupply","6000707_I_IrrigSupply","6000670_I_IrrigShortage","6000672_I_IrrigShortage","6000707_I_IrrigShortage","6000670_I_IrrigSupDirectFlow","6000672_I_IrrigSupDirectFlow","6000707_I_IrrigSupDirectFlow","6000511_MunDemand","6000511_MunSupply","6000511_MunShortage"
"1970-10",8913.9996,9240.4254,1e-04,2503.9999,4271.9995,4271.9995,0,274,0,189,274,163,189,0,0,0,274,163,189,328,384,971.9999,328,384,972.1064,0,0,0,0,0,0,1067.9999,1067.9999,0
"1970-11",2276.4517,872,0,108,1324,1324,0,8,0,19,8,0,19,0,0,0,8,0,19,96,371.6129,0,96,95,0,0,0,0,0,0,0,331,331,0
"1970-12",1234.0001,56,0,56,1012,1012,0,8,576.6,6,8,0,6,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0
"1971-01",48,48,0,48,2932,2932,0,7,0,5,7,0,5,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,733,733,0
"1971-02",7037.2905,12,0,12,3660.0002,3660.0002,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,915.0001,915.0001,0
"1971-03",2763.9999,56,0,56,2120,2120,0,6,0,8,6,0,8,0,0,0,6,0,8,0,900,0,0,0,0,0,0,0,0,0,0,530,530,0
"1971-04",12272,12272,0,1864,1988.0001,1988.0001,0,27,35,404,27,35,404,0,0,0,27,35,404,269,383,1950,269,383,1950,0,0,0,0,0,0,497,497,0
"1971-05",44860.0005,42182.6152,2677.5446,10084.0002,1200,1200,0,574.0001,678,1269,574.04,678,1269,0,0,0,574.0001,678,1269,1002.0001,800,6892,955.0674,800,6269.5464,46.9327,0,622.4534,0,0,0,300,300,0
"1971-06",86942,59344.261,29545.0215,18476.2251,7004,7004,0,948,1122,2644,948.08,1078.4459,2644.24,0,43.5541,0,948,1027.0563,2644,2115,1162,14231,2115,1162,6888.2993,1e-04,0,7342.7012,0,0,0,1751,1751,0
"1971-07",94012.0051,33189.3245,60822.7559,19560.0012,8876,8876,0,940,987.0001,2963.0002,940,987.02,2963.0002,0,0,0,940,987.0001,2963.0002,2363,331,15919.001,1048.3276,331,2027.9833,1314.6724,0,13891.0166,0,0,0,2219,2219,0
"1971-08",57562,18135.5255,39034.4717,11204,4588,4588,0,576,394,1831,576,394.2401,1831.2599,0,0,0,576,394,1831,1465,193,9833,339.2317,193,1200.1498,1125.7683,0,8632.8496,0,0,0,1147,1147,0
"1971-09",39504,13129.4456,26227.8362,8164,3584,3584,0,361,428,1252,361.06,428,1252,0,0,0,361,428,1252,991,131,6676,241.9521,131.26,868.0894,749.0479,0,5807.9111,0,0,0,896,896,0
"1971-10",6130.7332,4929.14,0,1751.9999,3006.0002,4672.0005,0,180,109,149,180,109.14,149,0,0,0,180,109,149,216,182,396,216,182,396.1451,0,0,0,0,0,0,335,1168.0001,0
"1971-11",3284.1936,1088,0,52,1023.9999,1023.9999,0,187.7419,919.3549,4,9,0,4,0,0,0,9,0,4,24,200,35,24,200,35,0,0,0,0,0,0,256,256,0
"1971-12",25810,80,0,80,2040.0002,2040.0002,0,13,0,7,13,0,7,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"1972-01",48,48,0,48,2932,2932,0,7,0,5,7,0,5,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,733,733,0
"1972-02",2473.8667,92,0,92,1972,1972,0,14,0,9,14,0,9,0,0,0,14,0,9,1190.9333,0,0,0,0,0,0,0,0,0,0,0,493,493,0
"1972-03",60,60,0,60,1724,1724,0,10,0,5,10,0,5,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,431,431,0
"1972-04",14922,22081.6742,2e-04,3199.9998,600,600,0,23,0,731,23,46,731.2599,0,0,0,23,46,730.9999,487,700,0,487.0061,699.9999,3533.1526,0,0,0,0,0,0,150,150,0
"1972-05",42248.533,42436.5518,13935.6066,12135.9995,1200,1200,0,656,774,2280,656,774.0399,1603.9999,0,0,0,656,774,1603.9999,1278,1011,1806.2666,1278,1011,5286.0981,0,0,3483.9016,0,0,0,300,300,0
"1972-06",41754,40526.9045,28973.0955,15563.9998,3915.9998,3915.9998,0,920.0001,35,0,920.0001,941,2029.9999,0,0,0,920.0001,941,2029.9999,1631,892,24,1547.1569,892,3801.5693,83.8432,0,7159.4307,0,0,0,978.9999,978.9999,0
"1972-07",85026.3334,22148.1133,65519.8859,14725.377,5668,5668,0,5.1667,939,2757,894,939,2280.7847,0,0,476.2155,894,939,1848.3442,2202,308,14817,263.6881,269.1808,890.3748,1938.3118,38.8192,13926.625,0,0,0,1417,1417,0
"1972-08",77939.9958,14526.9648,63413.0324,11021.9066,3428.0002,3428.0002,0,705,601.9999,2509,705,504.2492,1660.8044,0,97.7508,848.1956,705,389.6722,1660.8044,1993,265,13410.999,106.3634,122.2975,533.0266,1886.6366,142.7025,12877.9727,0,0,0,857.0001,857.0001,0
"1972-09",36044.0002,10794.5112,25602.3703,7464,402,402,0,324,207,1159,324.04,383.18,1159,0,0,0,324,383,1159,920.0001,122,6191,160.6728,65.7552,605.9799,759.3272,56.2449,5585.0205,0,0,0,0,0,0
"1972-10",12323.9996,7983.9998,1e-04,1899.9999,4271.9995,4271.9995,0,274,21,180,274,21,180,0,0,0,274,21,180,320,248,952.9999,320,248,953,0,0,0,0,0,0,1067.9999,1067.9999,0
"1972-11",1022,1088,0,52,1023.9999,1023.9999,0,9,0,4,9,0,4,0,0,0,9,0,4,0,200,35,24,200,35,0,0,0,0,0,0,256,256,0
"1972-12",54,80,0,80,2040.0002,2040.0002,0,13,0,7,13,0,7,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"1973-01",2043.9999,100,0,100,2004.0001,2004.0001,0,17,971.9999,8,17,0,8,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"1973-02",24,32,0,32,722,1444,0,0,0,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0
"1973-03",88,88,0,88,1339.9999,1339.9999,0,8,0,14,8,0,14,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0
"1973-04",14060.0002,14004.6157,56.0248,3232.0002,600,600,0,236,326,246,236,326,246.16,0,0,0,236,326,246,172,977.0001,1558,172,962.9939,1558,0,14.0062,0,0,0,0,150,150,0
"1973-05",54820.0002,54819.9963,0.0038,9568.0002,3988.0002,3988.0002,0,500.0001,591,1301,500.0001,591,1301,0,0,0,500.0001,591,1301,1185,1152,8976,1185,1152,8975.999,0,0,9e-04,0,0,0,997.0001,997.0001,0
"1973-06",59264.7102,61276.8018,5e-04,12764.0002,5782,7980,0,709,838.9999,1643.0001,709.14,838.9999,1643.0001,0,0,0,709,838.9999,1643.0001,1487,1756,8885,1487,1755.9999,8885.0605,0,1e-04,0,0,0,0,896,1995,0
"1973-07",87724.001,86004.2761,1720.3683,18772,8124,8124,0,1043,946,2704,1043,946.16,2704,0,0,0,1043,946,2704,2157.0002,550,14531,1959.3055,550,14298.6035,197.6945,0,232.3976,0,0,0,2031,2031,0
"1973-08",63230,39856.8784,26611.6018,13536.0001,8032,8032,0,780,489,2115,780,489,2115,0,0,0,780,489,2115,1683,222,11328,961.7231,222.12,5396.3765,721.2769,0,5931.6235,0,0,0,2008,2008,0
"1973-09",42044.0001,16163.4697,25881.4907,8644.0001,3584,3584,0,376,444,1341,376,444.24,1341,0,0,0,376,444,1341,1061,141,7148,336.8974,141,1401.73,724.1027,0,5746.27,0,0,0,896,896,0
"1973-10",20076,10447.6218,9629.4977,4643.9998,3363.1337,4672.0005,0,248,293,620,248.08,293,620.2,0,0,0,248,293,619.9999,456,233,3169,230.9615,233,986.664,225.0385,0,2182.3359,0,0,0,1168.0001,1168.0001,0
"1973-11",1840,1859.3548,0,0,1060,2790.6453,0,0,0,0,9.6774,0,0,0,0,0,0,0,0,24,414,22,24,414,22,0,0,0,0,0,0,265,1130.3226,0
"1973-12",0,0,0,0,2040.0002,2040.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"1974-01",0,0,0,0,1144,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"1974-02",2635.613,0,0,0,1444,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0
"1974-03",6492,0,0,0,1724,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,431,431,0
"1974-04",10296.0001,10296.3338,0,1500.0002,2101.0969,1988.0001,0,45,63,267,45,63,267.0001,0,0,0,45,63,267.0001,185,311,1703,185.0834,311,1703,0,0,0,0,0,0,553.5484,497,0
"1974-05",68196,55088.5173,13107.7227,14060,7184,7184,0,711,841,1963,711.06,841,1963,0,0,0,711,841,1963,1565,1244,10725,1565,1244,7448.0693,0,0,3276.9307,0,0,0,1796,1796,0
"1974-06",92508.0005,51958.2539,44993.7422,22928.2256,3915.9998,3915.9998,0,1925.0001,1144,2780,1925.0001,1090.4458,2780,0,53.5541,0,1925.0001,1027.0563,2780,2222,1215,14952,1798.4467,1215,4180.6709,423.5533,0,10771.3281,0,0,0,978.9999,978.9999,0
"1974-07",53920.0002,27796.9381,56975.6201,20384.0005,2834,5668,0,1659.0001,878,2559,1659.0001,878,2559.1399,0,0,0,1659.0001,878,2559,2044,286,0,318.1312,286,1248.9633,1725.8689,0,12518.0361,0,0,0,1417,1417,0
"1974-08",78464,16078.4773,63062.0063,12107.2178,3428.0002,3428.0002,0,760,606,2583,760,0,1926.0244,0,0,656.9756,760,606,1660.8044,1108,272,13815,126.3607,272.12,632.1143,1925.6393,0,13182.8867,0,0,0,857.0001,857.0001,0
"1974-09",49191.9994,11340.6066,38195.8076,7257.1371,804.0001,804.0001,0,404,478,1580,404,398.08,1335.308,0,252.1294,244.692,404,74.9763,1335.308,1249.9999,167,8419,107.9849,158.747,517.1365,1142.0151,8.253,7901.8623,0,0,0,201,201,0
"1974-10",17324,6797.4884,10526.5115,3872,1075.9999,1075.9999,0,200,237,531,200,237,531,0,0,0,200,237,531,402,200,2761,148.9375,56.9672,525.4675,253.0626,143.0328,2235.5325,0,0,0,269,269,0
"1974-11",3504,1088.1646,2415.8354,16,530,1060,0,0,0,4,0,0,4,0,0,0,0,0,4,59,66,747,39.9048,19.9424,208.1939,19.0952,46.0576,538.8061,0,0,0,0,265,0
"1974-12",60,60,0,60,2244,2244,0,0,0,15,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,561,561,0
"1975-01",5706.9334,52,0,52,2288,2288,0,0,0,13,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"1975-02",20,40,0,40,1444,1444,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0
"1975-03",84,84,0,84,1339.9999,1339.9999,0,0,0,21,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0
"1975-04",21102.0002,16788.0283,5148.0345,1899.9999,600,600,0,145,0,130,145,200,130,0,0,0,145,200,130,87,994.0001,3928,87.0155,568.9506,3066.041,0,425.0495,861.9592,0,0,0,150,150,0
"1975-05",66470.1328,62588.156,0.0038,9807.9993,7184,7184,0,562.9999,665,1223.9999,562.9999,665,1224.04,0,0,0,562.9999,665,1223.9999,1328,2154,9713,1328,2154,9712.999,0,0,9e-04,0,0,0,1796,1796,0
"1975-06",65780.001,87862.9595,1309.6822,16436.2251,7980,7980,0,869,1028,2213,869,1027.4459,2213,0,0.5542,0,869,1027.0563,2213,2766.0002,3510,11907,2766.0002,3183.1335,11907.1602,0,326.8664,0,0,0,0,1995,1995,0
"1975-07",85034.0012,81220.293,4815.7122,21928.001,8124,8124,0,2189,841,2452.0002,2189,841,2452.0002,0,0,0,2189,841,2452.0002,1961.0001,864,13202,1761.5979,640.937,12420.5381,199.4022,223.0629,781.463,0,0,0,2031,2031,0
"1975-08",78863.9999,44657.6865,34740.313,17444,8032,8032,0,1244,0,2526,1244,0,2526,0,0,0,1244,591,2526,2006,267,13511,1245.5852,267,5586.3364,760.4147,0,7924.6636,0,0,0,2008,2008,0
"1975-09",45123.9994,16481.4525,28643.1873,9103.9995,3584,3584,0,380,450,1445.9999,380,450,1446.1599,0,0,0,380,450,1445.9999,1144,152,7709,270.3541,152,1421.8491,873.6459,0,6287.1509,0,0,0,896,896,0
"1975-10",22662.9333,9592.5014,10543.9785,4704.0001,1075.9999,1075.9999,0,254,300,622,254,300,622.1201,0,0,0,254,300,622,456,1267,3169,195.9083,122.5716,903.5253,260.0917,110.4284,2265.4746,0,0,0,269,269,0
"1975-11",2018,2100.87,1411.1299,24,1060,1060,0,0,0,6,0,0,6,0,0,0,0,0,6,59,66,0,56.9472,28.9165,433.3538,2.0528,37.0835,313.6462,0,0,0,265,265,0
"1975-12",72,72,0,72,2244,2244,0,0,0,18,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,561,561,0
"1976-01",470,72,0,72,2288,2288,0,0,0,18,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,572,572,0
"1976-02",386.3226,72,0,72,1972,3095.9355,0,0,0,18,0,0,18,0,0,0,0,0,18,0,157.1613,0,0,0,0,0,0,0,0,0,0,493,1054.9678,0
"1976-03",916,72,0,72,1724,1724,0,422,0,18,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,431,431,0
"1976-04",18182,19896.1746,2e-04,2703.9998,600,600,0,0,39,628,9,39,627.9999,0,0,1e-04,9,39,627.9999,0,687,3161,450,687,3161.0437,0,0,0,0,0,0,150,150,0
"1976-05",45655.998,47173.7576,2e-04,10272.0005,1200,1200,0,557,657,1354.0001,557.2199,657.22,1354.0001,0,0,0,557,657,1354.0001,1125.9999,75,7265.9995,1125.9999,832.9999,7265.9995,0,1e-04,0,0,0,0,300,300,0
"1976-06",77342.0005,60731.8403,20704.7204,17484.2251,7004,7004,0,935,1059,2409,935,1044.4458,2409.1401,0,14.5541,0,935,1027.0563,2409,1928.0001,1054,12974,1928.0001,1054,7812.374,0,0,5161.626,0,0,0,1751,1751,0
"1976-07",58780.001,26565.2028,62407.6782,18356.001,5668,5668,0,869,913,2807.0002,869,913,2807.2202,0,0,0,869,913,2807.0002,2244,314,15096,663.3237,314,1074.7567,1580.6764,0,14021.2432,0,0,0,1417,1417,0
"1976-08",68360.0002,15297.7793,53063.2605,11115.218,3428.0002,3428.0002,0,603.0001,515,2202,603.0001,515,1753.8247,0,0,448.1752,603.0001,515,1660.8044,1754,231,11785,107.157,231.26,614.2031,1646.843,0,11170.7969,0,0,0,857.0001,857.0001,0
"1976-09",32906.0002,10015.3651,23113.3542,6712.0001,804.0001,804.0001,0,285,337,1056,285.1,337.02,1056,0,0,0,285,337,1056,841.0001,0,5652,126.8016,111.06,587.8597,714.1984,0,5064.1401,0,0,0,201,201,0
"1976-10",20941.5334,8169.7466,13299.2144,5139.9999,1075.9999,1075.9999,0,23.7667,341,657,287.02,341,657.22,0,0,0,287,341,656.9999,481,253,3348,144.949,68.4903,543.7573,336.051,184.5097,2804.2429,0,0,0,269,269,0
"1976-11",18964.129,908.6671,2527.333,36,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,59,66,8548.0645,22.9301,11.9654,183.2712,36.0699,54.0346,541.7288,0,0,0,0,0,0
"1976-12",12335.3328,36,0,36,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,1145.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-01",36,36,0,36,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-02",32,32,0,32,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-03",1596,48,0,48,0,0,0,0,774,12,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1977-04",21751.3555,21575.9265,5852.8138,3767.9998,0,0,0,13,68,861,13,68,861.06,0,0,0,13,68,860.9999,2259.6772,817,4452.0005,646.1251,555.5919,3250.2046,0,261.4081,1201.7954,0,0,0,0,0,0
"1977-05",52712.0006,25302.1652,28969.8353,11648.0007,0,0,0,628,939,1543.0001,628,741.0001,1543.0001,0,0,0,628,741.0001,1543.0001,1231,978,8447,1073.8845,324.9662,2014.6904,157.1154,653.0338,6432.3096,0,0,0,0,0,0
"1977-06",92867.0931,22914.1307,73162.4292,17182.8833,0,0,0,959,643.5484,2876,959.14,1085.4459,2335.2246,0,49.5541,540.7755,959,1027.0563,2309.6646,2302,1262,15484.999,223.1692,219.0641,906.4888,2078.8311,1042.9359,14578.5107,0,0,0,0,0,0
"1977-07",71909.3999,15214.8264,56317.7347,12571.2178,1122,0,0,723,573.5,2246,723,759.14,1660.8044,0,0,585.1957,723,759,1660.8044,1802,251,12102,114.3799,53.3011,493.0813,1687.6201,197.6989,11608.9189,0,0,0,0,0,0
"1977-08",73091.9966,13721.8478,59370.7116,11059.2177,0,0,0,595,509,2367,595,509.14,1660.8044,0,0,706.1956,595,509,1660.8044,1885.0001,250,12666.999,121.5683,53.9884,489.9608,1763.4316,196.0116,12177.0391,0,0,0,0,0,0
"1977-09",49800.5816,10062.1404,42070.7392,8356.8256,0,0,0,407,481,1681,407.22,126.8275,1607.2301,0,354.1725,73.77,407,74.9763,1607.2301,1330,178,8956,64.7892,18.7389,290.7294,1265.2108,159.2611,8665.2705,0,0,0,0,0,0
"1977-10",17692.7334,5819.8982,12464.9814,4100.0001,0,0,0,207,246,572,207.22,246,572,0,0,0,207,246,572,99.2,220,2909,93.0017,28.9165,307.8363,323.9983,191.0835,2601.1636,0,0,0,0,0,0
"1977-11",17757.3546,588.4126,2939.5872,80,1060,1060,0,5,0,15,5,0,15,0,0,0,5,0,15,71,66,7839.6772,18.9492,9.9712,98.1828,52.0508,56.0288,626.8172,0,0,0,265,265,0
"1977-12",946,16,0,16,1122,2244,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0
"1978-01",72,72,0,72,2004.0001,2004.0001,0,17,0,1,17,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"1978-02",32,32,0,32,1444,1444,0,4,0,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0
"1978-03",448,549.7414,0,448,1339.9999,1339.9999,0,8,0,104,8,0,104,0,0,0,8,0,104,0,0,0,5.5597,4.3568,15.5189,0,0,0,0,0,0,335,335,0
"1978-04",21091.9999,21091.9996,5e-04,2851.9998,994.0001,1988.0001,0,13,46,654,13,46,653.9999,0,0,1e-04,13,46,653.9999,504,617,3439,504,617,3439,0,0,1e-04,0,0,0,497,497,0
"1978-05",39975.0664,48219.2285,0.0016,9587.9998,7184,7184,0,533,630.9999,1233,533.18,631.26,1233.1801,0,0,0,533,630.9999,1233,994.0001,0,7885,994.1871,777.9999,7885,0,1e-04,3e-04,0,0,0,1796,1796,0
"1978-06",87080,86949.0078,185.4547,18428.2251,7980,7980,0,928,1098,2652,27,1051.6362,2652,0,46.3637,0,928,1027.0563,2652,2122,1162,14272,2122.0552,1162,14272.0605,0,0,0,0,0,0,1995,1995,0
"1978-07",84311.9995,47370.9697,46249.9136,19416,8876,8876,0,925.0001,971.9999,2957,925.0001,971.9999,2957.22,0,0,0,925.0001,971.9999,2957,2360.9998,331,13448,1299.8037,331,5357.7188,1061.1962,0,10501.2822,0,0,0,2219,2219,0
"1978-08",86248.0002,20741.3641,65507.5938,9989.1203,3428.0002,3428.0002,0,759,648.0001,2785,759,77.4755,1663.6045,0,570.5245,1121.3955,759,77.4755,1660.8046,2209,294,14867,423.9608,294.24,1967.0602,1785.0389,0,12899.9395,0,0,0,857.0001,857.0001,0
"1978-09",53624.0001,9391.7547,44936.647,3766.6077,804.0001,804.0001,0,443,524,1748,443,74.9763,423.6756,0,449.0237,1324.3245,443,74.9763,423.6756,1380,185,9302,229.5672,185.1,991.6196,1150.4327,0,8310.3809,0,0,0,201,201,0
"1978-10",23348,8348.3499,12911.7317,4743.9999,1075.9999,1075.9999,0,237,280,669,237.02,280,668.9999,0,0,1e-04,237,280,668.9999,485,253,3391,100.9649,253,547.1027,384.0352,0,2843.8977,0,0,0,269,269,0
"1978-11",3548,3007.8816,540.1184,80,1060,1060,0,5,0,15,5,0,15,0,0,0,5,0,15,24,414,429,24,414,293.9704,0,0,135.0296,0,0,0,265,265,0
"1978-12",2460,112,0,112,2040.0002,2040.0002,0,13,0,15,13,0,15,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"1979-01",132,132,0,132,2004.0001,2004.0001,0,17,0,16,17,0,16,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0
"1979-02",116,116,0,116,986,1972,0,14,0,15,14,0,15,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,493,493,0
"1979-03",1632,104,0,104,1339.9999,1339.9999,0,8,0,18,8,0,18,0,0,0,8,0,18,0,340,0,0,0,0,0,0,0,0,0,0,335,335,0
"1979-04",13876,16292,1e-04,2260,1988.0001,1988.0001,0,13,13,539,13,13,539,0,0,0,13,13,539,365,517,1418,365,517,2626,0,0,0,0,0,0,497,497,0
"1979-05",44547.9995,44549.1445,0.0021,9799.9998,7184,7184,0,552,653.9999,1244,552,653.9999,1244.2401,0,0,0,552,653.9999,1244,997.9999,835,6854,998.0466,834.9999,6853.9995,0,1e-04,5e-04,0,0,0,1796,1796,0
"1979-06",69387.9999,80769.4604,9e-04,15975.9995,7980,7980,0,835,981,2178,835,981.2599,2178,0,0,0,835,980.9999,2178,0,2249,11746,2202.9998,2249,11746.1055,2e-04,0,0,0,0,0,1995,1995,0
"1979-07",98364,90347.4497,8016.5497,20443.9995,6826,8124,0,977,1028,3106,977,1027.9999,3106,0,1e-04,0,977,1027.9999,3106,2474,347,16659,2133.467,347,14995.3955,340.5329,0,1663.6044,0,0,0,2031,2031,0
"1979-08",73660,33536.7217,40123.4377,14288,4588,4588,0,646,552,2374,646,552,2374.04,0,0,0,646,552,2374,1887,265,12691,979.1328,265,3568.0076,907.8672,0,9122.9922,0,0,0,1147,1147,0
"1979-09",53326.001,20546.9229,42809.8032,10472.7625,804.0001,804.0001,0,483,572,2047.9999,483.18,534.2805,1650.2903,0,37.7195,397.7098,483,527.9605,1607.2301,1616.9999,217,10902.001,383.9835,217,1867.9965,1233.0166,0,9034.0049,0,0,0,201,201,0
"1979-10",20726,13375.9821,10928.2583,5340.0001,1075.9999,1075.9999,0,261,309,765,261.06,309,765,0,0,0,261,309,765,559,293,2100,349.893,293,1366.0425,209.1071,0,2522.9575,0,0,0,269,269,0
"1979-11",3544,3484.2744,59.7256,76,1060,1060,0,5,0,14,5,0,14,0,0,0,5,0,14,24,414,429,24,414,414.0686,0,0,14.9314,0,0,0,265,265,0
"1979-12",112,112,0,112,2040.0002,2040.0002,0,13,0,15,13,0,15,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,510.0001,510.0001,0
"1980-01",626,132,0,132,2093.643,2004.0001,0,17,0,16,17,0,16,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,545.8215,501,0
"1980-02",4537.8066,56,0,56,3660.0002,3660.0002,0,0,0,14,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,915.0001,915.0001,0
"1980-03",128,128,0,128,669.9999,1339.9999,0,8,0,24,8,0,24,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0
"1980-04",34236,10852.6098,1e-04,1832,1988.0001,1988.0001,0,45,63,350,45,63,350,0,0,0,45,63,350,233,333,1689,233.1525,333,1689,0,0,0,0,0,0,497,497,0
"1980-05",41305.9993,41671.9971,0.0021,8287.9993,7184,7184,0,476,562.9999,1032.9999,476,562.9999,1032.9999,0,0,0,476,562.9999,1032.9999,963,716,6667,963,715.9999,6666.9995,0,1e-04,5e-04,0,0,0,1796,1796,0
"1980-06",90767.5483,91565.2561,814.8236,18908.2249,7980,7980,0,962.9999,1139,2737,962.9999,1049.0762,2737.02,0,89.9237,0,962.9999,1027.0563,2737,2187,1341,14728,2187,1341.0001,14614.2178,1e-04,0,113.7821,0,0,0,1995,1995,0
"1980-07",67118.0009,43186.2878,53622.438,19188.0007,8876,8876,0,907.9999,956,2933.0002,907.9999,956,2933.1802,0,0,0,907.9999,956,2933.0002,2343,1293,15769,1096.2061,1293,3610.1858,1246.7941,0,12158.8154,0,0,0,2219,2219,0
"1980-08",72423.9991,22282.1328,51413.8667,14227.999,4588,4588,0,636,543,2377.9998,636,543,2377.9998,0,0,0,636,543,2377.9998,1891,250,12726,365.0089,250,1398.5245,1525.9911,0,11327.4756,0,0,0,1147,1147,0
"1980-09",46875.9998,27035.2778,18274.914,9432,3584,3584,0,391,463,1504,391,463,1504,0,0,0,391,463,1504,1189,159,8013,389.9142,159.14,3460.1736,15.9023,0,4552.8262,0,0,0,896,896,0
"1980-10",10222.9334,10132.0991,3000.7005,3235.9999,1075.9999,1075.9999,0,338,224,396,189,224.04,396.16,0,0,0,189,224,396,293,153,0,293,153,1277.8248,0,0,750.1751,0,0,0,269,269,0
"1980-11",6745.742,3256.8788,1563.1211,312,0,0,0,56,0,77,56,0,22,0,0,0,56,0,22,115,121,891,115,121,500.2197,0,0,390.7803,0,0,0,0,0,0
"1980-12",1426,344,0,344,692,692,0,61,0,25,61,0,25,0,0,0,61,0,25,541,0,0,0,0,0,0,0,0,0,0,0,173,173,0
"1981-01",222,344,0,344,616,616,0,0,0,25,61,0,25,0,0,0,61,0,25,0,0,0,0,0,0,0,0,0,0,0,0,154,154,0
"1981-02",304,304,0,304,588,588,0,56,0,20,56,0,20,0,0,0,56,0,20,0,0,0,0,0,0,0,0,0,0,0,0,147,147,0
"1981-03",10960,340,0,340,652,652,0,61,0,24,61,0,24,0,0,0,61,0,24,0,0,5310,0,0,0,0,0,0,0,0,0,163,163,0
"1981-04",31140.0002,30292.241,987.7598,4340.0002,632,632,0,70,37,978.0001,70,37,978.0001,0,0,0,70,37,978.0001,737,933,5065,737.0002,932.9999,4818.0601,0,0,246.9399,0,0,0,158,158,0
"1981-05",46180.0002,46180.48,2e-04,10192,744,744,0,569,672,1307,569,672.12,1307,0,0,0,569,672,1307,1043,822.0001,7132,1043,822,7132,0,1e-04,0,0,0,0,186,186,0
