"Date","72_AGG_IrrigDemand","72_AGG_IrrigSupply","72_AGG_IrrigShortage","72_AGG_IrrigSupDirectFlow","72_AGG_MunDemand","72_AGG_MunSupply","72_AGG_MunShortage","7200512_D_IrrigDemand","7200512_D_IrrigSupply","7200512_D_IrrigSupply_1","7200512_D_IrrigShortage","7200512_D_IrrigShortage_1","7200512_D_IrrigSupDirectFlow","7200512_D_IrrigSupDirectFlow_1","72_ADC051_IrrigDemand","72_ADC051_IrrigDemand_1","72_ADC052_IrrigDemand","72_ADC052_IrrigDemand_1","72_ADC053_IrrigDemand","72_ADC053_IrrigDemand_1","72_ADC054_IrrigDemand","72_ADC054_IrrigDemand_1","72_ADC055_IrrigDemand","72_ADC055_IrrigDemand_1","72_ADC056_IrrigDemand","72_ADC056_IrrigDemand_1","72_ADC057_IrrigDemand","72_ADC057_IrrigDemand_1","72_ADC058_IrrigDemand","72_ADC058_IrrigDemand_1","72_ADC059_IrrigDemand","72_ADC060_IrrigDemand","72_ADC061_IrrigDemand","72_ADC061_IrrigDemand_1","72_ADC062_IrrigDemand","72_ADC063_IrrigDemand","72_ADC063_IrrigDemand_1","72_ADC064_IrrigDemand","72_ADC064_IrrigDemand_1","72_ADC065_IrrigDemand","72_ADC065_IrrigDemand_1","72_ADC051_IrrigSupply","72_ADC051_IrrigSupply_1","72_ADC052_IrrigSupply","72_ADC052_IrrigSupply_1","72_ADC053_IrrigSupply","72_ADC053_IrrigSupply_1","72_ADC054_IrrigSupply","72_ADC054_IrrigSupply_1","72_ADC055_IrrigSupply","72_ADC055_IrrigSupply_1","72_ADC056_IrrigSupply","72_ADC056_IrrigSupply_1","72_ADC057_IrrigSupply","72_ADC057_IrrigSupply_1","72_ADC058_IrrigSupply","72_ADC058_IrrigSupply_1","72_ADC059_IrrigSupply","72_ADC059_IrrigSupply_1","72_ADC060_IrrigSupply","72_ADC060_IrrigSupply_1","72_ADC061_IrrigSupply","72_ADC061_IrrigSupply_1","72_ADC062_IrrigSupply","72_ADC062_IrrigSupply_1","72_ADC063_IrrigSupply","72_ADC063_IrrigSupply_1","72_ADC064_IrrigSupply","72_ADC064_IrrigSupply_1","72_ADC065_IrrigSupply","72_ADC065_IrrigSupply_1","72_ADC051_IrrigShortage","72_ADC051_IrrigShortage_1","72_ADC052_IrrigShortage","72_ADC052_IrrigShortage_1","72_ADC053_IrrigShortage","72_ADC053_IrrigShortage_1","72_ADC054_IrrigShortage","72_ADC054_IrrigShortage_1","72_ADC055_IrrigShortage","72_ADC055_IrrigShortage_1","72_ADC056_IrrigShortage","72_ADC056_IrrigShortage_1","72_ADC057_IrrigShortage","72_ADC057_IrrigShortage_1","72_ADC058_IrrigShortage","72_ADC058_IrrigShortage_1","72_ADC059_IrrigShortage","72_ADC059_IrrigShortage_1","72_ADC060_IrrigShortage","72_ADC060_IrrigShortage_1","72_ADC061_IrrigShortage","72_ADC061_IrrigShortage_1","72_ADC062_IrrigShortage","72_ADC062_IrrigShortage_1","72_ADC063_IrrigShortage","72_ADC063_IrrigShortage_1","72_ADC064_IrrigShortage","72_ADC064_IrrigShortage_1","72_ADC065_IrrigShortage","72_ADC065_IrrigShortage_1","72_ADC051_IrrigSupDirectFlow","72_ADC051_IrrigSupDirectFlow_1","72_ADC052_IrrigSupDirectFlow","72_ADC052_IrrigSupDirectFlow_1","72_ADC053_IrrigSupDirectFlow","72_ADC053_IrrigSupDirectFlow_1","72_ADC054_IrrigSupDirectFlow","72_ADC054_IrrigSupDirectFlow_1","72_ADC055_IrrigSupDirectFlow","72_ADC055_IrrigSupDirectFlow_1","72_ADC056_IrrigSupDirectFlow","72_ADC056_IrrigSupDirectFlow_1","72_ADC057_IrrigSupDirectFlow","72_ADC057_IrrigSupDirectFlow_1","72_ADC058_IrrigSupDirectFlow","72_ADC058_IrrigSupDirectFlow_1","72_ADC059_IrrigSupDirectFlow","72_ADC059_IrrigSupDirectFlow_1","72_ADC060_IrrigSupDirectFlow","72_ADC060_IrrigSupDirectFlow_1","72_ADC061_IrrigSupDirectFlow","72_ADC061_IrrigSupDirectFlow_1","72_ADC062_IrrigSupDirectFlow","72_ADC062_IrrigSupDirectFlow_1","72_ADC063_IrrigSupDirectFlow","72_ADC063_IrrigSupDirectFlow_1","72_ADC064_IrrigSupDirectFlow","72_ADC064_IrrigSupDirectFlow_1","72_ADC065_IrrigSupDirectFlow","72_ADC065_IrrigSupDirectFlow_1","7200646_I_IrrigDemand","7200646_I_IrrigDemand_1","7200646_I_IrrigSupply","7200646_I_IrrigSupply_1","7200646_I_IrrigShortage","7200646_I_IrrigShortage_1","7200646_I_IrrigSupDirectFlow","7200646_I_IrrigSupDirectFlow_1","7200730_D_IrrigDemand","7200730_D_IrrigDemand_1","7200730_D_IrrigSupply","7200730_D_IrrigSupply_1","7200730_D_IrrigShortage","7200730_D_IrrigShortage_1","7200730_D_IrrigSupDirectFlow","7200730_D_IrrigSupDirectFlow_1","7200852_D_IrrigDemand","7200852_D_IrrigDemand_1","7200852_D_IrrigSupply","7200852_D_IrrigSupply_1","7200852_D_IrrigShortage","7200852_D_IrrigShortage_1","7200852_D_IrrigSupDirectFlow","7200852_D_IrrigSupDirectFlow_1","7200764_I_IrrigDemand","7200764_I_IrrigDemand_1","7200766_I_IrrigDemand","7200766_I_IrrigDemand_1","7200764_I_IrrigSupply","7200764_I_IrrigSupply_1","7200766_I_IrrigSupply","7200766_I_IrrigSupply_1","7200764_I_IrrigShortage","7200764_I_IrrigShortage_1","7200766_I_IrrigShortage","7200766_I_IrrigShortage_1","7200764_I_IrrigSupDirectFlow","7200764_I_IrrigSupDirectFlow_1","7200766_I_IrrigSupDirectFlow","7200766_I_IrrigSupDirectFlow_1","72_AMC001_MunDemand","72_AMC001_MunDemand_1","72_AMC001_MunSupply","72_AMC001_MunSupply_1","72_AMC001_MunShortage","72_AMC001_MunShortage_1","7200644_MunDemand","7200644_MunDemand_1","7200644_MunSupply","7200644_MunSupply_1","7200644_MunShortage","7200644_MunShortage_1","72_GJMun_MunDemand","72_GJMun_MunDemand_1","72_GJMun_MunSupply","72_GJMun_MunSupply_1","72_GJMun_MunShortage","72_GJMun_MunShortage_1","72_GJMunExp_MunDemand","72_GJMunExp_MunSupply","72_GJMunExp_MunSupply_1","72_GJMunExp_MunShortage","72_GJMunExp_MunShortage_1","7201523_MunDemand","7201523_MunSupply","7201523_MunSupply_1","7201523_MunShortage","7201523_MunShortage_1","7200816_MunDemand","7200816_MunDemand_1","7200816_MunSupply","7200816_MunSupply_1","7200816_MunShortage","7200816_MunShortage_1","72_UWCD_MunDemand","72_UWCD_MunDemand_1","72_UWCD_MunSupply","72_UWCD_MunSupply_1","72_UWCD_MunShortage","72_UWCD_MunShortage_1"
"1971-08",259861.9998,254488.6511,13492.4805,20740.0121,10764,10763.9995,4e-04,315,315,315,0,0,315,315,312,312,813,813,1133.0001,1133.0001,372,372,815,296,462,462,733,733,490,490,927,1377.9999,284,284,684,611.9999,611.9999,300,300,1117,1117,204.1855,204.1855,813,813,1133.0001,1133.0001,324.752,324.752,857.9294,857.9294,489.52,489.52,733.0435,733.0435,490,490,927.0001,927.0001,1377.9999,1377.9999,284,284,684,684,647.1914,647.1914,279.6596,279.6596,1117,1117,107.8145,107.8145,0,0,0,0,47.248,47.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3404,20.3404,0,0,0,0,0,0,711.277,711.277,242,242,815,815,0,0,221.0653,221.0653,490,490,243.4164,243.4164,37.0001,37.0001,46.9406,46.9406,459.3425,459.3425,185.3015,185.3015,279.6596,279.6596,1117,1117,55463,55463,"52265.2813",52265.2813,3197.7173,3197.7173,0,0,375,375,375,375,0,0,0,0,188,188,199.48,199.48,0,0,0,0,22,22,82,82,23.12,23.12,82,82,0,0,0,0,22,22,0,0,0,0,0,0,0,0,374,374,374,374,0,0,775,775,775,775,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,112,112,112,112,0,0,1430,1430,1429.9999,1429.9999,1e-04,1e-04
"1971-09",196873.5482,200221.946,2527.4197,19407.6614,8552,8552,2e-04,204,204,204,0,0,204,204,121,121,624.9999,624.9999,793.9999,793.9999,336.7742,130,431,431,303,303,669.0001,669.0001,348,348,778,1035,266,266,739,0,376,302,302,948,948,121,121,624.9999,624.9999,793.9999,793.9999,136.0867,136.0867,431,431,303,303,669.0153,669.0153,348,348,778,778,1035,1035,266,266,370.2695,370.2695,261.3657,261.3657,153.5099,153.5099,948,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.7305,368.7305,114.6343,114.6343,148.4901,148.4901,0,0,121,121,624.9999,624.9999,793.9999,793.9999,130,130,431,431,0,0,163.0623,163.0623,348,348,158.708,158.708,0,0,0,0,370.2695,370.2695,261.3657,261.3657,153.5099,153.5099,948,948,42304,42304,"42304.0195",42304.0195,0,0,0,0,137,137,137,137,0,0,137,137,81,81,81,81,0,0,0,0,7,7,83,83,7.22,7.22,83,83,0,0,0,0,7,7,0,0,0,0,0,0,0,0,286,286,286,286,0,0,592,592,592,592,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,90,90,90,90,0,0,1170,1170,1170,1170,0,0
"1971-10",162184.0001,164619.2176,574.873,9565.1271,7808.0005,7264.0004,544.0001,182,182,182,0,0,182,182,18,11,241,241,188,188,287,26,128,128,105,105,203,203,138,138,237,314,39,39,99,104,104,0,94,0,822.0001,18,18,241,241,188,188,26,26,128,128,105,105,203.0026,203.0026,138,138,93.2817,93.2817,314,314,39,39,99,99,104,104,94,94,822.0001,822.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.7183,143.7183,0,0,0,0,0,0,0,0,0,0,0,0,18,18,241,241,188,188,26,26,128,128,0,0,203,203,138,138,93.2817,93.2817,0,0,39,39,99,99,104,104,94,94,822.0001,822.0001,38327,38327,"38327.0000",38327,0,0,0,0,6,6,6,6,0,0,6,6,12,12,12.52,12.52,0,0,0,0,10,10,0,0,10,10,5,5,0,0,0,0,10,10,0,0,0,0,0,0,0,0,293,293,293,293,0,0,556,556,420,420,136,136,NA,NA,NA,NA,NA,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"1971-11",71052.7096,70004,0,364,5676,5224,452,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.3548,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,17410,17410,"17410.0000",17410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,160,160,160,160,0,0,430,430,317,317,113,113,NA,NA,NA,NA,NA,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1971-12",2950,252,0,256,5739.9999,5272.0001,468,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,324,324,117,117,NA,NA,NA,NA,NA,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1972-01",7252.9761,240,0,240,5684,5344,340,36,0,0,0,0,0,0,0,0,0,0,0,1205,251,0,0,3.3214,0,0,0,0,0,718.1666,0,1271,0,0,0,22,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,170,170,170,170,0,0,424,424,339,339,85,85,NA,NA,NA,NA,NA,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"1972-02",1715.8109,194,0,380,5500,5112,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0667,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,150,150,150,150,0,0,394,394,297,297,97,97,NA,NA,NA,NA,NA,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
"1972-03",24307.5314,23876.0132,5e-04,7347.9995,6247.9999,5940,308,28,28,28,0,0,28,28,26,26,0,0,0,0,3,178.7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,2,1775,1775,26,26,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1774.9999,1774.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,26,26,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1774.9999,1774.9999,4131.9995,4131.9995,"4132.0034",4132.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,171,171,171,171,0,0,420,420,343,343,77,77,NA,NA,NA,NA,NA,0,0,0,0,0,61,61,61,61,0,0,910,910,910,910,0,0
"1972-04",226918.0002,221763.1926,7441.7166,18042.2651,7148,7148,0,193,193,193,0,0,193,193,132,132,127,127,279,279,268,268,282,282,120,120,293,293,150,150,358,360,170,170,142,157,157,86,86,1640,1640,132,132,130.9956,130.9956,279,279,268,268,282,282,127.2,127.2,293.0114,293.0114,150,150,358,358,360,360,170,170,150.32,150.32,165.8846,165.8846,56.297,56.297,1639.9999,1639.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.703,29.703,1e-04,1e-04,132,132,127,127,279,279,268,268,282,282,120,120,293,293,150,150,358,358,264,264,0,0,142,142,117.2693,117.2693,56.297,56.297,1639.9999,1639.9999,52410,52410,"50579.2695",50579.2695,1830.7261,1830.7261,0,0,25,25,25,25,0,0,25,25,50,50,53,53,0,0,50,50,14,14,0,0,14,14,13.82,13.82,0,0,0,0,14,14,0,0,0,0,0,0,0,0,237,237,237,237,0,0,450,450,450,450,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,60,60,60,60,0,0,1040,1040,1040,1040,0,0
"1972-05",259122.0016,268354.7781,1349.4842,47617.634,9179.9999,9179.9999,1e-04,428,428,428,0,0,428,428,400,400,976,0,1152,1152,1093.0001,1093.0001,1342.0001,1342.0001,760,760,788,788,630.9999,630.9999,1543.0001,1578,544,544,766,788,788,320,320,2005.0001,2005.0001,400,400,976,976,1152,1152,1093.0001,1093.0001,1342.0001,1342.0001,760.0001,760.0001,788.0298,788.0298,630.9999,630.9999,1543.0001,1543.0001,1578,1578,544,544,428.629,428.629,788.0001,788.0001,320,320,2005.0001,2005.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.371,337.371,0,0,0,0,0,0,400,400,976,976,1152,1152,1093.0001,1093.0001,1342.0001,1342.0001,760.0001,760.0001,788,788,630.9999,630.9999,378.6332,378.6332,719.9353,719.9353,62.8431,62.8431,428.629,428.629,235.3677,235.3677,320,320,2005.0001,2005.0001,51717,51717,"51717.0352",51717.0352,0,0,0,0,141,141,141,141,0,0,141,141,411,411,411,411,0,0,0,0,43,43,0,0,43,43,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,330,330,330,330,0,0,570,570,570,570,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,95,95,95,95,0,0,1300,1300,1300,1300,0,0
"1972-06",258012.0004,269869.4865,1314.9138,52835.219,10691.9995,10691.9995,0,329,329,329,0,0,329,329,0,804.9999,1359,1359,1596,1596,1151,0,1412.0001,1412.0001,825,825,824,824,667,0,1289,1555,453,453,790,778,778,329,329,1728,1728,804.9999,804.9999,1359,1359,1596,1596,1151,1151,1412.0001,1412.0001,496.2717,496.2717,824.0412,824.0412,667,667,1289,1289,1555,1555,453,453,790,790,778,778,329,329,1727.9999,1727.9999,0,0,0,0,0,0,0,0,0,0,328.7283,328.7283,0,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,804.9999,804.9999,1359,1359,1596,1596,1151,1151,1412.0001,1412.0001,496.2717,496.2717,406.634,406.634,667,667,306.7962,306.7962,686.0665,686.0665,0.8649,0.8649,373.249,373.249,197.9223,197.9223,329,329,1727.9999,1727.9999,50113,50113,"50113.0586",50113.0586,0,0,0,0,1329,1329,1329.0001,1329.0001,0,0,1329.0001,1329.0001,428,428,428,428,0,0,0,0,36,36,0,0,36,36,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,376,376,376,376,0,0,763,763,763,763,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,104,104,104,104,0,0,1429.9999,1429.9999,1429.9999,1429.9999,0,0
"1972-07",148515.9996,258281.618,4214.7558,31423.4925,11896,11895.9995,3e-04,332,332,332,0,0,332,332,381,381,471,894,1267,1267,781.9999,781.9999,980,980,555.0001,555.0001,781.9999,781.9999,587,587,1094,1356,342,342,762.9999,737,737,290,290,478,1307,400.26,400.26,894,894,1062.2308,1062.2308,768.0157,768.0157,1031.6206,1031.6206,588.3,588.3,782.0521,782.0521,587,587,1094.0001,1094.0001,1366.8666,1366.8666,151.4262,151.4262,577.5128,577.5128,454.0516,454.0516,114.0737,114.0737,1307,1307,0,0,0,0,204.7691,204.7691,13.9842,13.9842,0,0,0,0,0,0,0,0,0,0,0,0,190.5738,190.5738,185.4871,185.4871,282.9484,282.9484,175.9263,175.9263,0,0,381,381,894,894,1062.2308,1062.2308,768.0157,768.0157,979.9999,979.9999,0,0,344.507,344.507,587,587,301.9667,301.9667,0,0,31.8342,31.8342,409.8105,409.8105,140.3476,140.3476,114.0737,114.0737,1307,1307,52265,332,"52265.0742",52265.0742,0,0,0,0,528,528,528,528,0,0,177.0869,177.0869,227,227,240.42,240.42,0,0,0,0,25,25,0,0,26.5,26.5,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,439,439,439,439,0,0,844,844,844,844,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,131,131,131,131,0,0,1560,1560,1559.9999,1559.9999,1e-04,1e-04
"1972-08",247590.7332,237016.5664,15707.8895,20456.779,10764,10763.9995,4e-04,312,312,312,0,0,312,312,287,831.8333,837,837,1045,1045,343,343,752.9999,752.9999,427,427,804,804,453,453,857.0001,1271,262,262,647,565,565,275,275,1194.5333,1103,304.02,304.02,836.9704,836.9704,702.7527,702.7527,191.268,191.268,792.8392,792.8392,204.012,204.012,294.8703,294.8703,453,453,482.049,482.049,510.3875,510.3875,0,0,502.618,502.618,78.9302,78.9302,60.1058,60.1058,1103,1103,0,0,0.0297,0.0297,342.2474,342.2474,151.732,151.732,0,0,222.988,222.988,509.1297,509.1297,0,0,374.951,374.951,760.6125,760.6125,262,262,144.3819,144.3819,486.0699,486.0699,214.8942,214.8942,0,0,287,287,836.9704,836.9704,619.0276,619.0276,0,0,752.9999,752.9999,0,0,49.5464,49.5464,453,453,98.9664,98.9664,0,0,0,0,442.648,442.648,78.9302,78.9302,60.1058,60.1058,1103,1103,52265,52265,"52265.0547",52265.0547,0,0,0,0,342,342,55.5719,55.5719,286.4281,286.4281,0,0,173,173,83.492,83.492,89.508,89.508,0,0,20,20,82,82,21.2,21.2,0,0,0,0,82,82,20,20,0,0,0,0,0,0,0,0,374,374,374,374,0,0,775,775,775,775,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,112,112,112,112,0,0,1430,1430,1429.9999,1429.9999,1e-04,1e-04
"1972-09",193334.0002,186337.7105,12347.3826,14944.2762,8552,8552,0,248,248,248,0,0,248,248,145,145,624.0001,624.0001,517,517,173,173,382,99.6774,243,243,520,520,300,0,597,768,178,178,440.3226,319,319,183,183,960,960,153.7,153.7,624.0001,624.0001,516.9999,516.9999,0,0,401.9459,401.9459,0,0,22.9468,22.9468,300,300,73.3214,73.3214,0,0,0,0,295.081,295.081,59.9032,59.9032,44.9021,44.9021,960,960,0,0,0,0,1e-04,1e-04,173,173,0,0,243,243,497.0533,497.0533,0,0,523.6786,523.6786,768,768,178,178,135.919,135.919,259.0968,259.0968,138.0979,138.0979,0,0,145,145,624.0001,624.0001,516.9999,516.9999,0,0,382,382,0,0,22.9468,22.9468,300,300,57.236,57.236,0,0,0,0,295.081,295.081,59.9032,59.9032,44.9021,44.9021,960,960,42803,42803,"42803.0273",42803.0273,0,0,0,0,70,70,70,70,0,0,70,70,88,88,0,0,88,88,0,0,10,10,83,83,10.6,10.6,0,0,0,0,83,83,10,10,0,0,0,0,0,0,0,0,286,286,286,286,0,0,592,592,592,592,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,90,90,90,90,0,0,1170,1170,1170,1170,0,0
"1972-10",3106.3333,156524,0,3220,7808.0005,7450.1433,103.9999,151,151,151,0,0,151,151,18,18,4,4,0,0,0,0,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,17,17,609,609,18,18,4,4,0,0,0,0,1,1,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,17,17,609,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,4,4,0,0,0,0,1,1,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,17,17,609,609,72.3333,25.8333,"38326.0000",38326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,293,166.0714,293,0,0,556,556,530,530,26,26,NA,NA,NA,NA,NA,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"1972-11",65568.9677,65019.0323,0,296,5676,5471.0967,452,5,5,224.5161,0,0,5,5,0,0,0,0,0,0,0,4.8387,3,3,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,520.6451,26,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,26,26,16071,16071,"16071.0000",16071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,160,160,283.5484,160,0,0,430,430,317,317,113,113,NA,NA,NA,NA,NA,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1972-12",396,396,0,396,5739.9999,5272.0001,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,4,4,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,324,324,117,117,NA,NA,NA,NA,NA,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1973-01",602.3572,384,0,384,5684,5344,340,0,0,0,0,0,0,0,0,0,0,12.1786,0,0,0,0,101,4,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,4,4,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,170,170,170,170,0,0,424,424,339,339,85,85,NA,NA,NA,NA,NA,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"1973-02",312.9333,959.2,0,304,5500,5112,388,0,0,327.6,0,0,0,0,0,0,0,0,0,0,0,0,7.4667,3,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,3,3,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,150,150,150,150,0,0,394,394,297,297,97,97,NA,NA,NA,NA,NA,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
