"Date","72_AGG_IrrigDemand","72_AGG_IrrigSupply","72_AGG_IrrigShortage","72_AGG_IrrigSupDirectFlow","72_AGG_MunDemand","72_AGG_MunSupply","72_AGG_MunShortage","7200512_D_IrrigDemand","7200512_D_IrrigSupply","7200512_D_IrrigSupply_1","7200512_D_IrrigShortage","7200512_D_IrrigShortage_1","7200512_D_IrrigSupDirectFlow","7200512_D_IrrigSupDirectFlow_1","72_ADC051_IrrigDemand","72_ADC051_IrrigDemand_1","72_ADC052_IrrigDemand","72_ADC052_IrrigDemand_1","72_ADC053_IrrigDemand","72_ADC053_IrrigDemand_1","72_ADC054_IrrigDemand","72_ADC054_IrrigDemand_1","72_ADC055_IrrigDemand","72_ADC055_IrrigDemand_1","72_ADC056_IrrigDemand","72_ADC056_IrrigDemand_1","72_ADC057_IrrigDemand","72_ADC057_IrrigDemand_1","72_ADC058_IrrigDemand","72_ADC058_IrrigDemand_1","72_ADC059_IrrigDemand","72_ADC060_IrrigDemand","72_ADC061_IrrigDemand","72_ADC061_IrrigDemand_1","72_ADC062_IrrigDemand","72_ADC063_IrrigDemand","72_ADC063_IrrigDemand_1","72_ADC064_IrrigDemand","72_ADC064_IrrigDemand_1","72_ADC065_IrrigDemand","72_ADC065_IrrigDemand_1","72_ADC051_IrrigSupply","72_ADC051_IrrigSupply_1","72_ADC052_IrrigSupply","72_ADC052_IrrigSupply_1","72_ADC053_IrrigSupply","72_ADC053_IrrigSupply_1","72_ADC054_IrrigSupply","72_ADC054_IrrigSupply_1","72_ADC055_IrrigSupply","72_ADC055_IrrigSupply_1","72_ADC056_IrrigSupply","72_ADC056_IrrigSupply_1","72_ADC057_IrrigSupply","72_ADC057_IrrigSupply_1","72_ADC058_IrrigSupply","72_ADC058_IrrigSupply_1","72_ADC059_IrrigSupply","72_ADC059_IrrigSupply_1","72_ADC060_IrrigSupply","72_ADC060_IrrigSupply_1","72_ADC061_IrrigSupply","72_ADC061_IrrigSupply_1","72_ADC062_IrrigSupply","72_ADC062_IrrigSupply_1","72_ADC063_IrrigSupply","72_ADC063_IrrigSupply_1","72_ADC064_IrrigSupply","72_ADC064_IrrigSupply_1","72_ADC065_IrrigSupply","72_ADC065_IrrigSupply_1","72_ADC051_IrrigShortage","72_ADC051_IrrigShortage_1","72_ADC052_IrrigShortage","72_ADC052_IrrigShortage_1","72_ADC053_IrrigShortage","72_ADC053_IrrigShortage_1","72_ADC054_IrrigShortage","72_ADC054_IrrigShortage_1","72_ADC055_IrrigShortage","72_ADC055_IrrigShortage_1","72_ADC056_IrrigShortage","72_ADC056_IrrigShortage_1","72_ADC057_IrrigShortage","72_ADC057_IrrigShortage_1","72_ADC058_IrrigShortage","72_ADC058_IrrigShortage_1","72_ADC059_IrrigShortage","72_ADC059_IrrigShortage_1","72_ADC060_IrrigShortage","72_ADC060_IrrigShortage_1","72_ADC061_IrrigShortage","72_ADC061_IrrigShortage_1","72_ADC062_IrrigShortage","72_ADC062_IrrigShortage_1","72_ADC063_IrrigShortage","72_ADC063_IrrigShortage_1","72_ADC064_IrrigShortage","72_ADC064_IrrigShortage_1","72_ADC065_IrrigShortage","72_ADC065_IrrigShortage_1","72_ADC051_IrrigSupDirectFlow","72_ADC051_IrrigSupDirectFlow_1","72_ADC052_IrrigSupDirectFlow","72_ADC052_IrrigSupDirectFlow_1","72_ADC053_IrrigSupDirectFlow","72_ADC053_IrrigSupDirectFlow_1","72_ADC054_IrrigSupDirectFlow","72_ADC054_IrrigSupDirectFlow_1","72_ADC055_IrrigSupDirectFlow","72_ADC055_IrrigSupDirectFlow_1","72_ADC056_IrrigSupDirectFlow","72_ADC056_IrrigSupDirectFlow_1","72_ADC057_IrrigSupDirectFlow","72_ADC057_IrrigSupDirectFlow_1","72_ADC058_IrrigSupDirectFlow","72_ADC058_IrrigSupDirectFlow_1","72_ADC059_IrrigSupDirectFlow","72_ADC059_IrrigSupDirectFlow_1","72_ADC060_IrrigSupDirectFlow","72_ADC060_IrrigSupDirectFlow_1","72_ADC061_IrrigSupDirectFlow","72_ADC061_IrrigSupDirectFlow_1","72_ADC062_IrrigSupDirectFlow","72_ADC062_IrrigSupDirectFlow_1","72_ADC063_IrrigSupDirectFlow","72_ADC063_IrrigSupDirectFlow_1","72_ADC064_IrrigSupDirectFlow","72_ADC064_IrrigSupDirectFlow_1","72_ADC065_IrrigSupDirectFlow","72_ADC065_IrrigSupDirectFlow_1","7200646_I_IrrigDemand","7200646_I_IrrigDemand_1","7200646_I_IrrigSupply","7200646_I_IrrigSupply_1","7200646_I_IrrigShortage","7200646_I_IrrigShortage_1","7200646_I_IrrigSupDirectFlow","7200646_I_IrrigSupDirectFlow_1","7200730_D_IrrigDemand","7200730_D_IrrigDemand_1","7200730_D_IrrigSupply","7200730_D_IrrigSupply_1","7200730_D_IrrigShortage","7200730_D_IrrigShortage_1","7200730_D_IrrigSupDirectFlow","7200730_D_IrrigSupDirectFlow_1","7200852_D_IrrigDemand","7200852_D_IrrigDemand_1","7200852_D_IrrigSupply","7200852_D_IrrigSupply_1","7200852_D_IrrigShortage","7200852_D_IrrigShortage_1","7200852_D_IrrigSupDirectFlow","7200852_D_IrrigSupDirectFlow_1","7200764_I_IrrigDemand","7200764_I_IrrigDemand_1","7200766_I_IrrigDemand","7200766_I_IrrigDemand_1","7200764_I_IrrigSupply","7200764_I_IrrigSupply_1","7200766_I_IrrigSupply","7200766_I_IrrigSupply_1","7200764_I_IrrigShortage","7200764_I_IrrigShortage_1","7200766_I_IrrigShortage","7200766_I_IrrigShortage_1","7200764_I_IrrigSupDirectFlow","7200764_I_IrrigSupDirectFlow_1","7200766_I_IrrigSupDirectFlow","7200766_I_IrrigSupDirectFlow_1","72_AMC001_MunDemand","72_AMC001_MunDemand_1","72_AMC001_MunSupply","72_AMC001_MunSupply_1","72_AMC001_MunShortage","72_AMC001_MunShortage_1","7200644_MunDemand","7200644_MunDemand_1","7200644_MunSupply","7200644_MunSupply_1","7200644_MunShortage","7200644_MunShortage_1","72_GJMun_MunDemand","72_GJMun_MunDemand_1","72_GJMun_MunSupply","72_GJMun_MunSupply_1","72_GJMun_MunShortage","72_GJMun_MunShortage_1","72_GJMunExp_MunDemand","72_GJMunExp_MunSupply","72_GJMunExp_MunSupply_1","72_GJMunExp_MunShortage","72_GJMunExp_MunShortage_1","7201523_MunDemand","7201523_MunSupply","7201523_MunSupply_1","7201523_MunShortage","7201523_MunShortage_1","7200816_MunDemand","7200816_MunDemand_1","7200816_MunSupply","7200816_MunSupply_1","7200816_MunShortage","7200816_MunShortage_1","72_UWCD_MunDemand","72_UWCD_MunDemand_1","72_UWCD_MunSupply","72_UWCD_MunSupply_1","72_UWCD_MunShortage","72_UWCD_MunShortage_1"
"1992-08",256686.8671,248079.5479,15327.7743,24607.3669,12314,13392,472.0001,312,312,312,0,0,312,312,303,303,916,916,1100,1100,362,362,793.0001,793.0001,448,448,713,713,477,477,1119,1339.9999,276,540.4333,653.9999,595,595,288,288,1113.0001,1113.0001,321.38,321.38,916,916,883.5897,883.5897,283.4332,283.4332,834.9462,834.9462,475.08,475.08,713.0421,713.0421,477,477,1119,1119,547.5162,547.5162,119.592,119.592,511.1613,511.1613,355.0418,355.0418,117.443,117.443,1113.0001,1113.0001,0,0,0,0,216.4104,216.4104,78.5668,78.5668,0,0,0,0,0,0,0,0,0,0,792.4838,792.4838,156.408,156.408,142.8387,142.8387,239.9582,239.9582,170.557,170.557,0,0,303,303,916,916,883.5897,883.5897,158,158,793.0001,793.0001,0,0,206.0132,206.0132,477,477,232.2539,232.2539,0,0,0,0,428.6116,428.6116,178.0651,178.0651,117.443,117.443,1113.0001,1113.0001,54300,54300,"52265.2813",52265.2813,2034.7208,2034.7208,0,0,358,358,358,358,0,0,13.865,13.865,183,183,194.18,194.18,0,0,0,0,20,20,82,82,21.2,21.2,82,82,0,0,0,0,20,20,0,0,0,0,0,0,0,0,374,374,374,374,0,0,775,775,657,657,118,118,775,775,775,0,0,0,0,0,0,0,112,112,112,112,0,0,1430,1430,1430,1430,0,0
"1992-09",196355.3549,191962.2749,13860.7428,18761.1139,9736,10528,391.9999,0,295,295,0,0,295,295,197,197,664,664,817,159.6774,235,0,515,515,330,330,603,603,131,404,1046,1029,241,0,583,430,430,250,250,981,981,208.62,208.62,664,664,817,817,229.2232,229.2232,542.1271,542.1271,175,175,208.5908,208.5908,404,404,337.6229,337.6229,0,0,0,0,346.3564,346.3564,90.5737,90.5737,61.6417,61.6417,981,981,0,0,0,0,0,0,5.7768,5.7768,0,0,155,155,394.4092,394.4092,0,0,708.3771,708.3771,1029,1029,241,241,236.6436,236.6436,339.4262,339.4262,188.3583,188.3583,0,0,197,197,664,664,817,817,206,206,515,515,0,0,47.3497,47.3497,404,404,89.2429,89.2429,0,0,0,0,309.4705,309.4705,90.5737,90.5737,61.6417,61.6417,981,981,42489,42489,"42489.0273",42489.0273,0,0,0,0,93,93,55.8055,55.8055,37.1945,37.1945,0,0,118,118,71,71,47,47,0,0,13,13,83,83,13.98,13.98,0,0,0,0,83,83,13,13,0,0,0,0,0,0,0,0,286,286,286,286,0,0,592,592,494,494,98,98,592,592,592,0,0,0,0,0,0,0,90,90,90,90,0,0,1170,1170,1170,1170,0,0
"1992-10",203304.0156,201030.6379,4799.9369,14715.5944,8920.0005,10032.0005,0,214,214,214,0,0,214,214,67,67,0,585,524,524,78,0,369,369,138,138,265,265,0,194,452,474,133,133,246,165,165,125,125,938,1933,70.82,70.82,585,585,523.9999,523.9999,81.8081,81.8081,369,369,27.252,27.252,73.8585,73.8585,194,194,117.2334,117.2334,0,0,106.6285,106.6285,246,246,162.9445,162.9445,107.1469,107.1469,938,938,0,0,0,0,1e-04,1e-04,0,0,0,0,110.748,110.748,191.1415,191.1415,0,0,334.7666,334.7666,474,474,26.3715,26.3715,0,0,2.0555,2.0555,17.8532,17.8532,0,0,67,67,584.9312,584.9312,523.9999,523.9999,78,78,369,369,0,0,23.8132,23.8132,194,194,55.4344,55.4344,0,0,106.6285,106.6285,246,246,162.9445,162.9445,107.1469,107.1469,938,938,46420.0039,46420.0039,"46420.0156",46420.0156,0,0,0,0,15,15,9,9,6,6,0,0,40,40,2.952,2.952,37.048,37.048,0,0,8,8,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,293,293,293,293,0,0,556,556,556,556,0,0,556,556,556,0,0,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"1992-11",86180.7742,85664,0,1484,6536,7054.9714,341.0285,403.5484,69,69,0,0,69,69,0,0,4.8387,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,271,271,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,6,0,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,6,0,0,271,271,21045,21045,"21045.0000",21045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,0,0,430,430,427,427,3,3,430,347.7429,347.7429,82.2571,82.2571,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1992-12",3818.2665,866.4715,0,408,6621.9999,7447.9999,56,2,2,2,0,0,2,2,0,0,0,0,779.1333,967.9999,0,0,17,17,0,0,0,0,0,0,0,0,0,0,40,25,25,0,0,18,18,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,40,40,25,25,0,229.2357,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,40,40,25,25,0,0,18,18,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,427,427,14,14,441,441,441,0,0,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1993-01",896,988,0,988,6532,7364.2427,7.8786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46,25,25,11,11,164,164,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,46,25,25,11,11,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,46,25,25,11,11,164,164,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,0,0,424,424,424,424,0,0,424,420.0607,420.0607,0,3.9393,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"1993-02",2418.6667,2608,0,2608,6296.6451,7076,0,0,0,0,0,0,0,0,0,173.6,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,56,0,0,37,22,22,0,0,283.7333,571,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,37,37,22,22,0,0,571,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,37,37,22,22,0,0,571,571,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,0,0,394,394,394,394,0,0,398.3226,394,394,0,0,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
"1993-03",7110.8,11092.001,5e-04,8391.9995,7795.0665,7927.9998,0,63,63,63,0,0,63,63,0,0,0,0,9,9,0,0,24,24,0,0,0,0,0,0,0,0,0,0,44,25,74.4,0,0,0,1933,0,0,0,0,9,9,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,44,44,25,25,0,0,1932.9999,1932.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,9,9,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,44,44,25,25,0,0,1932.9999,1932.9999,675,675,"675.0004",675.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5333,171,171,171,0,0,420,420,420,420,0,0,556,420,420,0,0,0,0,0,0,0,61,61,61,61,0,0,910,910,910,910,0,0
"1993-04",127638,129100.6468,0,14100,8048,8948,0,193,193,193,0,0,193,193,0,88,30,30,64,64,64,64,162,162,32,32,40,40,35,35,179,232,79,79,33,137,137,14,14,2120,2120,88,88,30.9693,30.9693,64,64,64,64,162,162,32,32,40.0026,40.0026,35,35,179,179,232,232,79,79,35.18,35.18,137,137,14,14,2120,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,30,30,64,64,64,64,162,162,32,32,40,40,35,35,179,179,232,232,79,79,33,33,137,137,14,14,2120,2120,28747,28747,"28747.0098",28747.0098,0,0,0,0,6,6,6,6,0,0,6,6,12,12,12,12,0,0,12,12,5,5,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,237,237,237,237,0,0,450,450,450,450,0,0,450,450,450,0,0,0,0,0,0,0,60,60,60,60,0,0,1040,1040,1040,1040,0,0
"1993-05",242245.5341,251916.4979,17061.2119,69292.3129,10319.9999,11203.9999,256,278,278,278,0,0,278,278,328,328,1040.0001,1040.0001,1890,1890,23.7667,693,1766,1766,771,771,500.0001,500.0001,1106,1106,1923.0001,1769.9999,529,529,725.0001,25,891,240,240,2579,2579,328,328,1040.0001,1040.0001,1890,1890,693,693,1766,1766,771,771,500.019,500.019,980.1267,980.1267,1923,1923,1612.8433,1612.8433,529,529,690.9493,690.9493,552.2516,552.2516,197.9072,197.9072,2579,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.8732,125.8732,1e-04,1e-04,157.1566,157.1566,0,0,34.0507,34.0507,338.7484,338.7484,42.0928,42.0928,0,0,328,328,1040.0001,1040.0001,1890,1890,693,693,1766,1766,771,771,500.0001,500.0001,980.1267,980.1267,1923,1923,1612.8433,1612.8433,529,529,690.9493,690.9493,552.2516,552.2516,197.9072,197.9072,2579,2579,45656,45656,"45656.0273",45656.0273,0,7134.7622,0,0,659,659,659,659,0,0,659,659,298,298,298,298,0,0,298,298,35,35,0,0,35,35,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,330,330,330,330,0,0,570,570,506,506,64,64,570,570,570,0,0,0,0,0,0,0,95,95,95,95,0,0,1300,1300,1300,1300,0,0
"1993-06",190787.4835,277734.6672,4245.7354,78031.4056,12217.9995,13543.9995,199.9999,332,332,332,0,0,332,332,605,605,875.0001,1140,1918.9999,1918.9999,1136.9999,1136.9999,2029.9999,2029.9999,1590,1590,902,902,1370,1370,2258,1584,553,553,1027,1423,1423,634,634,1878.0001,1878.0001,605,605,1140.0001,1140.0001,1918.9999,1918.9999,1136.9999,1136.9999,2029.9999,2029.9999,1590.0001,1590.0001,902.0421,902.0421,948.5097,948.5097,2129.2332,2129.2332,1560.816,1560.816,553,553,721.4448,721.4448,1423.0001,1423.0001,622.4223,622.4223,1878,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.4903,421.4903,128.7668,128.7668,23.1839,23.1839,0,0,305.5552,305.5552,0,0,11.5777,11.5777,1e-04,1e-04,605,605,1140.0001,1140.0001,1918.9999,1918.9999,1136.9999,1136.9999,2029.9999,2029.9999,1590.0001,1590.0001,902,902,948.5097,948.5097,2129.2332,2129.2332,1560.816,1560.816,553,553,721.4448,721.4448,215.2854,215.2854,622.4223,622.4223,1878,1878,8587.7422,48718,"48718.0586",48718.0586,0,0,0,0,662,662,662,662,0,0,662,662,707,707,536.1401,536.1401,170.8599,170.8599,536.1401,536.1401,26,26,0,0,26,26,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,376,376,376,376,0,0,763,763,713,713,50,50,763,763,763,0,0,0,0,0,0,0,104,104,104,104,0,0,1429.9999,1429.9999,1429.9999,1429.9999,0,0
"1993-07",268774.0004,277597.7919,980.7827,51913.1663,13584,14976.0002,296.0001,346,346,346,0,0,346,346,418,418,1268,1268,1688,1688,1252,1252,1475,1475,871,871,987.0001,987.0001,1014.0001,1014.0001,1589,1387,350,350,935,948,948,711,711,626,1203.9999,422.28,422.28,1268.0001,1268.0001,1688,1688,1252,1252,1475,1475,871,871,987.0533,987.0533,980.1267,980.1267,1589.0001,1589.0001,1401.0199,1401.0199,350,350,935,935,947.9999,947.9999,499.6777,499.6777,1203.9999,1203.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8733,33.8733,0,0,0,0,0,0,0,0,1e-04,1e-04,211.3223,211.3223,0,0,418,418,1268.0001,1268.0001,1688,1688,1252,1252,1475,1475,407.0539,407.0539,564.2478,564.2478,980.1267,980.1267,304.692,304.692,919.868,919.868,244.1094,244.1094,566.06,566.06,170.4561,170.4561,499.6777,499.6777,1203.9999,1203.9999,52265,52265,"52265.0703",52265.0703,0,0,0,0,646,646,646,646,0,0,646,646,232,232,245.72,245.72,0,0,0,0,25,25,0,0,26.5,26.5,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,439,439,439,439,0,0,844,844,770.0001,770.0001,74,74,844,844,844,0,0,0,0,0,0,0,131,131,131,131,0,0,1560,1560,1560,1560,0,0
"1993-08",160408.4541,256136.8016,4542.2528,29065.7625,12314,13628,236.0002,312,312,312,0,0,312,312,252,252,979.0001,979.0001,366,0,653,5,713,713,482,482,981.9999,981.9999,525,525,1431,1235,230,230,948,632.0001,632.0001,525,525,138.3929,1011,266.92,266.92,979.0001,979.0001,1329.8058,1329.8058,303.6313,303.6313,721.7614,721.7614,482,482,982.0351,982.0351,525,525,1431,1431,1235,1235,230,230,493.3246,493.3246,632.0001,632.0001,348.6752,348.6752,1011,1011,0,0,0,0,155.1943,155.1943,349.3687,349.3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.6754,454.6754,0,0,176.3248,176.3248,0,0,252,252,979.0001,979.0001,1329.8058,1329.8058,282,282,713,713,0,0,306.6438,306.6438,525,525,223.7647,223.7647,38.9354,38.9354,40.9722,40.9722,493.3246,493.3246,216.2319,216.2319,348.6752,348.6752,1011,1011,52265,9821.834,"52265.0469",52265.0469,0,0,0,0,438,438,12.52,438,0,0,177.0869,177.0869,152,152,160.92,160.92,0,0,0,0,17,17,82,82,17.82,17.82,82,82,0,0,0,0,17,17,0,0,0,0,0,0,0,0,374,374,374,374,0,0,775,775,716,716,59,59,775,775,775,0,0,0,0,0,0,0,112,112,112,112,0,0,1430,1430,1430,1430,0,0
"1993-09",117397.4193,207821.1839,1189.7055,22544.4362,9736,10848,72.0001,255,255,255,0,0,255,255,170,176.129,659,659,777,777,222.5806,203,463,463,372,372,818,818,536,536,1234,889,208,208,684,514,514,337,337,917,917,180.2,180.2,659,659,777,777,212.6607,212.6607,477.9068,477.9068,372,372,818.0236,818.0236,536,536,1234,1234,889,889,208,208,405.1433,405.1433,514,514,318.4303,318.4303,917,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.8567,278.8567,0,0,18.5697,18.5697,0,0,170,170,659,659,777,777,203,203,463,463,0,0,275.3225,275.3225,536,536,178.0892,178.0892,0,0,0,0,405.1433,405.1433,221.1238,221.1238,318.4303,318.4303,917,917,42731,44,"42731.0313",42731.0313,0,0,0,0,246,246,246,246,0,0,246,246,103,103,109.38,109.38,0,0,0,0,12,12,83,83,12.52,12.52,83,83,0,0,0,0,12,12,0,0,0,0,0,0,0,0,286,286,286,286,0,0,592,592,574,574,18,18,592,592,592,0,0,0,0,0,0,0,90,90,90,90,0,0,1170,1170,1170,1170,0,0
"1993-10",183486.0004,181486.853,4969.1785,14566.8217,8920.0005,10032.0005,0,182,182,182,0,0,182,182,118,118,520.0001,520.0001,346,346,39,39,220,220,103,103,341,341,185,185,624.9999,304,116,116,374,317,317,163,163,783.0001,783.0001,118,118,520.0001,520.0001,346,346,39,39,220,220,0,0,79.1499,79.1499,185,185,111.621,111.621,0,0,116,116,374,374,285.9344,285.9344,163,163,783.0001,783.0001,0,0,0,0,0,0,0,0,0,0,103,103,261.8501,261.8501,0,0,513.379,513.379,304,304,0,0,0,0,31.0655,31.0655,0,0,0,0,118,118,520.0001,520.0001,346,346,39,39,220,220,0,0,79.1499,79.1499,185,185,111.621,111.621,0,0,116,116,374,374,285.9344,285.9344,163,163,783.0001,783.0001,41730,41730,"41730.0078",41730.0078,0,0,0,0,119,119,119,119,0,0,119,119,29,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,293,293,293,0,0,556,556,556,556,0,0,556,556,556,0,0,0,0,0,0,0,63,63,63,63,0,0,1040.0001,1040.0001,1040.0001,1040.0001,0,0
"1993-11",85120,84872,240,1496,6536,6536,0,69,69,69,0,0,69,69,0,0,0,0,30,30,0,112,0,0,0,0,0,0,0,0,61,60,60,60,36,0,0,0,0,118,118,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,61,61,0,0,60,60,36,36,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,61,61,0,0,60,60,36,36,0,0,0,0,118,118,20903,20903,"20903.0000",20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,0,0,430,430,430,430,0,0,430,0,430,0,0,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1993-12",986,871.0255,244,752,6621.9999,7503.9999,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,93,0,61,61,61,37,0,0,0,0,59,59,0,0,0,0,31,31,59.5127,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,37,37,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,37,37,0,0,0,0,59,59,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,0,0,441,441,441,441,0,0,441,441,441,0,0,0,0,0,0,0,49,49,49,49,0,0,780,780,780,780,0,0
"1994-01",3828,787.6084,244,744,6532,7316.6582,63.3418,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,61,61,61,37,0,0,0,0,1575,57,0,0,0,0,31,31,21.8042,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,37,37,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,37,37,0,0,0,0,57,57,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,170,170,0,0,424,424,410,410,14,14,424,422.1646,422.1646,1.8354,1.8354,0,0,0,0,0,47,47,47,47,0,0,780,780,780,780,0,0
"1994-02",2874,2828,224,2828,6125.6155,6912,164,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,56,56,56,33,0,0,0,0,590,590,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,33,33,0,0,0,0,590,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,33,33,0,0,0,0,590,590,0,0,"0.0000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8077,150,150,150,0,0,394,394,353,353,41,41,394,394,394,0,0,0,0,0,0,0,51,51,51,51,0,0,780,780,780,780,0,0
